Group,Group_Name,Combined_Score,Best_v1_ref,Best_v2_ref,V1_Model_For_Combined_Score,V2_Model_For_Combined_Score,Best_Score,Best_Source,v1_v1_Score,v1_v2_Score,v2_v1_Score,v2_v2_Score,v1_v1_ModelNumber,v1_v2_ModelNumber,v2_v1_ModelNumber,v2_v2_ModelNumber
TS393,GuijunLab-QA,151.2,79.5,71.7,TS393_v1_2,TS393_v2_6,0.795,v1_v1,0.795,0.795,0.717,0.717,2,2,6,6
TS314,GuijunLab-PAthreader,146.4,68.8,77.60000000000001,TS314_v1_2,TS314_v2_1,0.776,v2_v2,0.688,0.688,0.776,0.776,2,2,1,1
TS304,AF3-server,145.79999999999998,70.8,75.0,TS304_v1_2,TS304_v2_1,0.75,v2_v2,0.708,0.708,0.75,0.75,2,2,1,1
TS059,DeepFold,143.79999999999998,84.8,59.0,TS059_v1_3,TS059_v2_5,0.848,v1_v1,0.848,0.848,0.59,0.59,3,3,5,5
TS345,MULTICOM_human,141.6,88.0,53.6,TS345_v1_4,TS345_v2_2,0.88,v1_v1,0.88,0.88,0.536,0.536,4,4,2,2
TS204,Zou,141.0,84.0,56.99999999999999,TS204_v1_4,TS204_v2_2,0.84,v1_v1,0.84,0.84,0.57,0.57,4,4,2,2
TS075,GHZ-ISM,140.9,74.0,66.9,TS075_v1_2,TS075_v2_4,0.74,v1_v1,0.74,0.74,0.669,0.669,2,2,4,4
TS284,Unicorn,140.9,74.0,66.9,TS284_v1_2,TS284_v2_4,0.74,v1_v1,0.74,0.74,0.669,0.669,2,2,4,4
TS122,MQA_server,140.9,74.0,66.9,TS122_v1_3,TS122_v2_1,0.74,v1_v1,0.74,0.74,0.669,0.669,3,3,1,1
TS475,ptq,140.9,74.0,66.9,TS475_v1_2,TS475_v2_4,0.74,v1_v1,0.74,0.74,0.669,0.669,2,2,4,4
TS052,Yang-Server,140.79999999999998,82.5,58.3,TS052_v1_3,TS052_v2_1,0.825,v1_v1,0.825,0.825,0.583,0.583,3,3,1,1
TS293,MRAH,139.6,86.4,53.2,TS293_v1_1,TS293_v2_4,0.864,v1_v1,0.864,0.864,0.532,0.532,1,1,4,4
TS091,Huang-HUST,139.6,78.8,60.8,TS091_v1_1,TS091_v2_1,0.788,v1_v1,0.788,0.788,0.608,0.608,1,1,1,1
TS079,MRAFold,139.6,86.4,53.2,TS079_v1_1,TS079_v2_4,0.864,v1_v1,0.864,0.864,0.532,0.532,1,1,4,4
TS290,Pierce,139.6,82.69999999999999,56.89999999999999,TS290_v1_3,TS290_v2_4,0.827,v1_v1,0.827,0.827,0.569,0.569,3,3,4,4
TS264,GuijunLab-Human,139.5,86.4,53.1,TS264_v1_2,TS264_v2_5,0.864,v1_v1,0.864,0.864,0.531,0.531,2,2,5,5
TS312,GuijunLab-Assembly,139.5,86.4,53.1,TS312_v1_2,TS312_v2_5,0.864,v1_v1,0.864,0.864,0.531,0.531,2,2,5,5
TS148,Guijunlab-Complex,139.5,86.4,53.1,TS148_v1_2,TS148_v2_5,0.864,v1_v1,0.864,0.864,0.531,0.531,2,2,5,5
TS015,PEZYFoldings,138.79999999999998,86.6,52.2,TS015_v1_2,TS015_v2_5,0.866,v1_v1,0.866,0.866,0.522,0.522,2,2,5,5
TS456,Yang-Multimer,138.3,87.3,51.0,TS456_v1_1,TS456_v2_2,0.873,v1_v1,0.873,0.873,0.51,0.51,1,1,2,2
TS397,smg_ulaval,138.1,82.39999999999999,55.7,TS397_v1_1,TS397_v2_1,0.824,v1_v1,0.824,0.824,0.557,0.557,1,1,1,1
TS014,Cool-PSP,137.9,85.6,52.300000000000004,TS014_v1_1,TS014_v2_6,0.856,v1_v1,0.856,0.856,0.523,0.523,1,1,6,6
