Group,Group_Name,Combined_Score,Best_v1_ref,Best_v2_ref,V1_Model_For_Combined_Score,V2_Model_For_Combined_Score,Best_Score,Best_Source,v1_v1_Score,v1_v2_Score,v2_v1_Score,v2_v2_Score,v1_v1_ModelNumber,v1_v2_ModelNumber,v2_v1_ModelNumber,v2_v2_ModelNumber
TS241,elofsson,137.5,79.10000000000001,58.4,TS241_v1_3,TS241_v2_4,0.791,v1_v1,0.791,0.791,0.584,0.584,3,3,4,4
TS375,milliseconds,136.79999999999998,79.9,56.89999999999999,TS375_v1_3,TS375_v2_2,0.799,v1_v1,0.799,0.799,0.569,0.569,3,3,2,2
TS423,ShanghaiTech-server,136.79999999999998,84.6,52.2,TS423_v1_2,TS423_v2_4,0.846,v1_v1,0.846,0.846,0.522,0.522,2,2,4,4
TS008,HADDOCK,136.7,78.0,58.699999999999996,TS008_v1_4,TS008_v2_5,0.78,v1_v1,0.78,0.78,0.587,0.587,4,4,5,5
TS294,KiharaLab,136.60000000000002,84.1,52.5,TS294_v1_4,TS294_v2_1,0.841,v1_v1,0.841,0.841,0.525,0.525,4,4,1,1
TS267,kiharalab_server,136.60000000000002,83.2,53.400000000000006,TS267_v1_3,TS267_v2_2,0.832,v1_v1,0.832,0.832,0.534,0.534,3,3,2,2
TS462,Zheng,136.39999999999998,78.3,58.099999999999994,TS462_v1_3,TS462_v2_6,0.783,v1_v1,0.783,0.783,0.581,0.581,3,3,6,6
TS167,OpenComplex,136.20000000000002,77.60000000000001,58.599999999999994,TS167_v1_2,TS167_v2_5,0.776,v1_v1,0.776,0.776,0.586,0.586,2,2,5,5
TS450,OpenComplex_Server,136.20000000000002,77.60000000000001,58.599999999999994,TS450_v1_2,TS450_v2_5,0.776,v1_v1,0.776,0.776,0.586,0.586,2,2,5,5
TS380,mialab_prediction,135.9,71.5,64.4,TS380_v1_4,TS380_v2_5,0.715,v1_v1,0.715,0.715,0.644,0.644,4,4,5,5
TS145,colabfold_baseline,135.9,71.5,64.4,TS145_v1_2,TS145_v2_5,0.715,v1_v1,0.715,0.715,0.644,0.644,2,2,5,5
TS198,colabfold,135.8,75.2,60.6,TS198_v1_2,TS198_v2_3,0.752,v1_v1,0.752,0.752,0.606,0.606,2,2,3,3
TS301,GHZ-MAN,135.4,83.89999999999999,51.5,TS301_v1_2,TS301_v2_1,0.839,v1_v1,0.839,0.839,0.515,0.515,2,2,1,1
TS287,plmfold,135.4,70.5,64.9,TS287_v1_1,TS287_v2_5,0.705,v1_v1,0.705,0.705,0.649,0.649,1,1,5,5
TS031,MassiveFold,135.3,82.6,52.7,TS031_v1_3,TS031_v2_4,0.826,v1_v1,0.826,0.826,0.527,0.527,3,3,4,4
TS022,Yang,134.7,82.5,52.2,TS022_v1_3,TS022_v2_5,0.825,v1_v1,0.825,0.825,0.522,0.522,3,3,5,5
TS051,MULTICOM,134.10000000000002,80.5,53.6,TS051_v1_6,TS051_v2_2,0.805,v1_v1,0.805,0.805,0.536,0.536,6,6,2,2
TS028,NKRNA-s,132.10000000000002,78.8,53.300000000000004,TS028_v1_1,TS028_v2_3,0.788,v1_v1,0.788,0.788,0.533,0.533,1,1,3,3
TS110,MIEnsembles-Server,132.0,78.3,53.7,TS110_v1_4,TS110_v2_1,0.783,v1_v1,0.783,0.783,0.537,0.537,4,4,1,1
TS147,Zheng-Multimer,132.0,78.3,53.7,TS147_v1_3,TS147_v2_1,0.783,v1_v1,0.783,0.783,0.537,0.537,3,3,1,1
TS311,RAGfold_Prot1,131.1,77.2,53.900000000000006,TS311_v1_2,TS311_v2_1,0.772,v1_v1,0.772,0.772,0.539,0.539,2,2,1,1
TS163,MultiFOLD2,130.5,71.2,59.3,TS163_v1_3,TS163_v2_5,0.712,v1_v1,0.712,0.712,0.593,0.593,3,3,5,5
TS319,MULTICOM_LLM,130.20000000000002,77.9,52.300000000000004,TS319_v1_3,TS319_v2_5,0.779,v1_v1,0.779,0.779,0.523,0.523,3,3,5,5
TS425,MULTICOM_GATE,130.20000000000002,77.9,52.300000000000004,TS425_v1_3,TS425_v2_5,0.779,v1_v1,0.779,0.779,0.523,0.523,3,3,5,5
TS331,MULTICOM_AI,130.20000000000002,77.9,52.300000000000004,TS331_v1_3,TS331_v2_5,0.779,v1_v1,0.779,0.779,0.523,0.523,3,3,5,5
TS219,XGroup-Server,130.1,71.89999999999999,58.199999999999996,TS219_v1_3,TS219_v2_2,0.719,v1_v1,0.719,0.719,0.582,0.582,3,3,2,2
TS322,XGroup,130.1,71.89999999999999,58.199999999999996,TS322_v1_3,TS322_v2_2,0.719,v1_v1,0.719,0.719,0.582,0.582,3,3,2,2
TS369,Bhattacharya,129.3,74.9,54.400000000000006,TS369_v1_3,TS369_v2_2,0.749,v1_v1,0.749,0.749,0.544,0.544,3,3,2,2
TS272,GromihaLab,129.20000000000002,60.8,68.4,TS272_v1_3,TS272_v2_2,0.684,v2_v2,0.608,0.608,0.684,0.684,3,3,2,2
TS187,Ayush,126.0,70.8,55.2,TS187_v1_1,TS187_v2_1,0.708,v1_v1,0.708,0.708,0.552,0.552,1,1,1,1
TS494,ClusPro,125.89999999999999,67.9,57.99999999999999,TS494_v1_3,TS494_v2_4,0.679,v1_v1,0.679,0.679,0.58,0.58,3,3,4,4
TS040,DELCLAB,123.70000000000002,72.2,51.5,TS040_v1_3,TS040_v2_3,0.722,v1_v1,0.722,0.722,0.515,0.515,3,3,3,3
TS117,Vakser,121.89999999999999,60.6,61.3,TS117_v1_2,TS117_v2_4,0.613,v2_v2,0.606,0.606,0.613,0.613,2,2,4,4
TS261,UNRES,121.8,58.4,63.4,TS261_v1_2,TS261_v2_5,0.634,v2_v2,0.584,0.584,0.634,0.634,2,2,5,5
TS164,McGuffin,121.39999999999999,68.30000000000001,53.1,TS164_v1_5,TS164_v2_2,0.683,v1_v1,0.683,0.683,0.531,0.531,5,5,2,2
TS465,Wallner,119.5,75.3,44.2,TS465_v1_1,TS465_v2_1,0.753,v1_v1,0.753,0.753,0.442,0.442,1,1,1,1
TS274,kozakovvajda,118.30000000000001,67.5,50.8,TS274_v1_1,TS274_v2_4,0.675,v1_v1,0.675,0.675,0.508,0.508,1,1,4,4
TS208,falcon2,117.30000000000001,66.7,50.6,TS208_v1_4,TS208_v2_1,0.667,v1_v1,0.667,0.667,0.506,0.506,4,4,1,1
TS323,Yan,110.4,59.599999999999994,50.8,TS323_v1_1,TS323_v2_1,0.596,v1_v1,0.596,0.596,0.508,0.508,1,1,1,1
TS221,CSSB_FAKER,97.0,53.900000000000006,43.1,TS221_v1_1,TS221_v2_1,0.539,v1_v1,0.539,0.539,0.431,0.431,1,1,1,1
TS286,CSSB_experimental,97.0,53.900000000000006,43.1,TS286_v1_1,TS286_v2_1,0.539,v1_v1,0.539,0.539,0.431,0.431,1,1,1,1
TS419,CSSB-Human,97.0,53.900000000000006,43.1,TS419_v1_1,TS419_v2_1,0.539,v1_v1,0.539,0.539,0.431,0.431,1,1,1,1
TS489,Fernandez-Recio,77.10000000000001,39.1,38.0,TS489_v1_1,TS489_v2_3,0.391,v1_v1,0.391,0.391,0.38,0.38,1,1,3,3
TS262,CoDock,75.0,42.4,32.6,TS262_v1_1,TS262_v2_2,0.424,v1_v1,0.424,0.424,0.326,0.326,1,1,2,2
TS196,HYU_MLLAB,41.300000000000004,20.1,21.2,TS196_v1_1,TS196_v2_1,0.212,v2_v2,0.201,0.201,0.212,0.212,1,1,1,1
TS085,Bates,35.6,17.5,18.099999999999998,TS085_v1_5,TS085_v2_2,0.181,v2_v2,0.175,0.175,0.181,0.181,5,5,2,2
TS139,DeepFold-refine,30.599999999999998,15.299999999999999,15.299999999999999,TS139_v1_3,TS139_v2_3,0.153,v1_v1,0.153,0.153,0.153,0.153,3,3,3,3
TS114,COAST,8.3,4.1000000000000005,4.2,TS114_v1_3,TS114_v2_3,0.042,v2_v2,0.041,0.041,0.042,0.042,3,3,3,3
TS337,APOLLO,8.3,4.1000000000000005,4.2,TS337_v1_1,TS337_v2_1,0.042,v2_v2,0.041,0.041,0.042,0.042,1,1,1,1
TS023,FTBiot0119,8.1,3.5999999999999996,4.5,TS023_v1_3,TS023_v2_2,0.045,v2_v2,0.036,0.036,0.045,0.045,3,3,2,2
TS300,ARC,7.5,3.5999999999999996,3.9,TS300_v1_2,TS300_v2_4,0.039,v2_v2,0.036,0.036,0.039,0.039,2,2,4,4
