Group,Group_Name,Combined_Score,Best_v1_ref,Best_v2_ref,V1_Model_For_Combined_Score,V2_Model_For_Combined_Score,Best_Score,Best_Source,v1_v1_Score,v1_v2_Score,v2_v1_Score,v2_v2_Score,v1_v1_ModelNumber,v1_v2_ModelNumber,v2_v1_ModelNumber,v2_v2_ModelNumber
TS301,GHZ-MAN,86.839,46.653,40.186,TS301_v2_4,TS301_v1_1,0.46653,v1_v2,0.4589,0.46653,0.40186,0.3912899999999999,4.0,4.0,1.0,2.0
TS163,MultiFOLD2,86.715,48.39,38.324999999999996,TS163_v1_3,TS163_v2_3,0.4839,v1_v1,0.4839,0.42373,0.38579,0.38325,3.0,2.0,3.0,3.0
TS040,DELCLAB,86.502,48.093,38.409,TS040_v1_3,TS040_v2_3,0.48093,v1_v1,0.48093,0.48093,0.38409,0.38409,3.0,3.0,3.0,3.0
TS023,FTBiot0119,86.45899999999997,47.66899999999999,38.78999999999999,TS023_v1_2,TS023_v2_1,0.4766899999999999,v1_v1,0.4766899999999999,0.42712,0.38283,0.3878999999999999,2.0,1.0,5.0,1.0
TS145,colabfold_baseline,86.45899999999997,47.66899999999999,38.78999999999999,TS145_v1_2,TS145_v2_1,0.4766899999999999,v1_v1,0.4766899999999999,0.42712,0.38283,0.3878999999999999,2.0,1.0,5.0,1.0
TS264,GuijunLab-Human,86.205,47.542,38.663,TS264_v2_2,TS264_v1_5,0.47542,v1_v2,0.43517,0.47542,0.38663,0.40482,2.0,2.0,5.0,1.0
TS312,GuijunLab-Assembly,85.86500000000001,46.271,39.594,TS312_v2_4,TS312_v1_4,0.46271,v1_v2,0.4487299999999999,0.46271,0.39594,0.38621,2.0,4.0,4.0,4.0
TS122,MQA_server,85.782,46.653,39.12899999999999,TS122_v1_3,TS122_v2_2,0.46653,v1_v1,0.46653,0.46653,0.3912899999999999,0.3912899999999999,3.0,3.0,2.0,2.0
TS059,DeepFold,84.764,45.932,38.832,TS059_v1_6,TS059_v2_6,0.45932,v1_v1,0.45932,0.4279699999999999,0.3731,0.38832,6.0,6.0,3.0,6.0
TS139,DeepFold-refine,84.764,45.932,38.832,TS139_v1_6,TS139_v2_6,0.45932,v1_v1,0.45932,0.4279699999999999,0.3731,0.38832,6.0,6.0,6.0,6.0
TS017,Seder2024hard,84.51499999999999,48.051,36.46399999999999,TS017_v1_5,TS017_v2_4,0.48051,v1_v1,0.48051,0.39237,0.38283,0.3646399999999999,5.0,5.0,5.0,4.0
TS397,smg_ulaval,84.12899999999999,45.0,39.12899999999999,TS397_v1_1,TS397_v2_1,0.45,v1_v1,0.45,0.4440699999999999,0.38621,0.3912899999999999,1.0,1.0,1.0,1.0
TS164,McGuffin,83.83299999999998,45.466,38.36699999999999,TS164_v2_2,TS164_v1_3,0.45466,v1_v2,0.44958,0.45466,0.3836699999999999,0.38409,2.0,2.0,3.0,2.0
TS015,PEZYFoldings,83.78999999999999,45.0,38.78999999999999,TS015_v1_4,TS015_v2_1,0.45,v1_v1,0.45,0.4478799999999999,0.39382,0.3878999999999999,4.0,3.0,4.0,1.0
TS196,HYU_MLLAB,78.40799999999999,38.940999999999995,39.46699999999999,TS196_v1_2,TS196_v2_2,0.3946699999999999,v2_v2,0.38941,0.38941,0.3946699999999999,0.3946699999999999,2.0,2.0,2.0,2.0
TS388,DeepFold-server,75.91,37.924,37.986,TS388_v1_3,TS388_v2_2,0.37986,v2_v2,0.37924,0.37797,0.37986,0.37986,3.0,1.0,3.0,2.0
TS120,Cerebra,61.431999999999995,31.483,29.948999999999998,TS120_v1_3,TS120_v2_2,0.31483,v1_v1,0.31483,0.31398,0.29822,0.29949,3.0,2.0,4.0,2.0
TS475,ptq,49.195,49.195,0.0,TS475_v2_1,TS475_v1_None,0.49195,v1_v2,0.0,0.49195,0.0,0.41624,,1.0,,1.0
TS351,digiwiser-ensemble,48.730000000000004,24.449,24.281,TS351_v1_1,TS351_v2_1,0.24449,v1_v1,0.24449,0.24449,0.24281,0.24281,1.0,1.0,1.0,1.0
TS269,CSSB_server,48.178,48.178,0.0,TS269_v2_4,TS269_v1_None,0.48178,v1_v2,0.0,0.48178,0.0,0.37775,,4.0,,1.0
TS075,GHZ-ISM,46.653,46.653,0.0,TS075_v2_4,TS075_v1_None,0.46653,v1_v2,0.0,0.46653,0.0,0.3912899999999999,,4.0,,2.0
TS284,Unicorn,46.653,46.653,0.0,TS284_v2_4,TS284_v1_None,0.46653,v1_v2,0.0,0.46653,0.0,0.3912899999999999,,4.0,,2.0
TS311,RAGfold_Prot1,42.246,42.246,0.0,TS311_v1_1,TS311_v2_None,0.42246,v1_v1,0.42246,0.0,0.41582,0.0,1.0,,1.0,
TS361,Cerebra_server,31.398,31.398,0.0,TS361_v1_2,TS361_v2_None,0.31398,v1_v1,0.31398,0.0,0.29949,0.0,2.0,,2.0,
TS105,PFSC-PFVM,4.195,4.195,0.0,TS105_v1_3,TS105_v2_None,0.04195,v1_v1,0.04195,0.0,0.04146,0.0,3.0,,3.0,
