Group,Group_Name,Combined_Score,Best_v1_ref,Best_v2_ref,V1_Model_For_Combined_Score,V2_Model_For_Combined_Score,Best_Score,Best_Source,v1_v1_Score,v1_v2_Score,v2_v1_Score,v2_v2_Score,v1_v1_ModelNumber,v1_v2_ModelNumber,v2_v1_ModelNumber,v2_v2_ModelNumber
TS462,Zheng,119.79000000000002,70.805,48.985,TS462_v2_2,TS462_v1_1,0.7080500000000001,v1_v2,0.65212,0.7080500000000001,0.48985,0.43105,4.0,2.0,1.0,4.0
TS235,isyslab-hust,114.16499999999998,71.314,42.851,TS235_v2_4,TS235_v1_1,0.7131399999999999,v1_v2,0.6635599999999999,0.7131399999999999,0.42851,0.4450099999999999,3.0,4.0,1.0,4.0
TS221,CSSB_FAKER,114.038,71.102,42.936,TS221_v2_1,TS221_v1_5,0.71102,v1_v2,0.61271,0.71102,0.42936,0.59052,2.0,1.0,5.0,4.0
TS419,CSSB-Human,114.038,71.102,42.936,TS419_v2_1,TS419_v1_5,0.71102,v1_v2,0.61271,0.71102,0.42936,0.59052,2.0,1.0,5.0,4.0
TS028,NKRNA-s,113.48799999999999,71.356,42.132,TS028_v2_2,TS028_v1_2,0.71356,v1_v2,0.7080500000000001,0.71356,0.42132,0.4348599999999999,4.0,2.0,2.0,2.0
TS345,MULTICOM_human,113.31899999999999,71.229,42.089999999999996,TS345_v1_4,TS345_v2_5,0.71229,v1_v1,0.71229,0.71229,0.4209,0.4209,4.0,4.0,5.0,5.0
TS051,MULTICOM,113.31899999999999,71.229,42.089999999999996,TS051_v1_4,TS051_v2_5,0.71229,v1_v1,0.71229,0.71229,0.4209,0.4209,4.0,4.0,5.0,5.0
TS286,CSSB_experimental,112.639,69.873,42.766,TS286_v2_1,TS286_v1_2,0.6987300000000001,v1_v2,0.5360199999999999,0.6987300000000001,0.42766,0.4467,5.0,1.0,2.0,3.0
TS208,falcon2,108.53200000000001,66.992,41.54,TS208_v1_4,TS208_v2_4,0.6699200000000001,v1_v1,0.6699200000000001,0.53729,0.41963,0.4154,4.0,4.0,4.0,4.0
TS425,MULTICOM_GATE,107.67899999999999,63.22,44.458999999999996,TS425_v1_2,TS425_v2_4,0.6322,v1_v1,0.6322,0.6322,0.44459,0.44459,2.0,2.0,4.0,4.0
TS019,Zheng-Server,106.22500000000001,54.025,52.2,TS019_v1_5,TS019_v2_5,0.54025,v1_v1,0.54025,0.5190699999999999,0.522,0.522,5.0,2.0,4.0,5.0
TS022,Yang,105.13599999999998,60.72,44.41599999999999,TS022_v1_5,TS022_v2_4,0.6072,v1_v1,0.6072,0.57203,0.46024,0.4441599999999999,5.0,4.0,5.0,4.0
TS204,Zou,104.75699999999999,61.229,43.528,TS204_v1_5,TS204_v2_2,0.61229,v1_v1,0.61229,0.55127,0.43528,0.43528,5.0,2.0,1.0,2.0
TS110,MIEnsembles-Server,104.717,63.007999999999996,41.709,TS110_v1_1,TS110_v2_2,0.63008,v1_v1,0.63008,0.56186,0.4357,0.41709,1.0,5.0,1.0,2.0
TS456,Yang-Multimer,104.501,60.211999999999996,44.289,TS456_v1_3,TS456_v2_2,0.60212,v1_v1,0.60212,0.60212,0.44289,0.44289,3.0,3.0,2.0,2.0
TS147,Zheng-Multimer,103.352,56.271,47.081,TS147_v1_3,TS147_v2_5,0.56271,v1_v1,0.56271,0.50932,0.42851,0.47081,3.0,1.0,4.0,5.0
TS450,OpenComplex_Server,102.58699999999999,54.06799999999999,48.519,TS450_v1_5,TS450_v2_3,0.5406799999999999,v1_v1,0.5406799999999999,0.4160999999999999,0.41836,0.48519,5.0,3.0,1.0,3.0
TS167,OpenComplex,102.58699999999999,54.06799999999999,48.519,TS167_v1_5,TS167_v2_3,0.5406799999999999,v1_v1,0.5406799999999999,0.4160999999999999,0.41836,0.48519,5.0,3.0,1.0,3.0
TS294,KiharaLab,101.708,59.57599999999999,42.132,TS294_v1_1,TS294_v2_2,0.59576,v1_v1,0.59576,0.55297,0.42555,0.42132,1.0,2.0,1.0,2.0
TS314,GuijunLab-PAthreader,101.53699999999999,58.770999999999994,42.766,TS314_v2_5,TS314_v1_2,0.58771,v1_v2,0.54915,0.58771,0.42766,0.45431,5.0,5.0,2.0,2.0
TS052,Yang-Server,100.052,55.932,44.12,TS052_v1_5,TS052_v2_2,0.55932,v1_v1,0.55932,0.55763,0.4412,0.4412,5.0,3.0,2.0,2.0
TS481,Vfold,99.67299999999999,56.568,43.105,TS481_v2_5,TS481_v1_2,0.56568,v1_v2,0.56229,0.56568,0.43105,0.47124,4.0,5.0,2.0,4.0
TS091,Huang-HUST,99.24199999999999,52.076,47.16599999999999,TS091_v1_5,TS091_v2_3,0.52076,v1_v1,0.52076,0.52076,0.4716599999999999,0.4716599999999999,5.0,5.0,1.0,3.0
TS319,MULTICOM_LLM,98.529,55.63600000000001,42.893,TS319_v1_2,TS319_v2_5,0.5563600000000001,v1_v1,0.5563600000000001,0.5563600000000001,0.42893,0.42893,2.0,2.0,1.0,5.0
TS262,CoDock,98.363,57.62700000000001,40.73599999999999,TS262_v1_2,TS262_v2_5,0.5762700000000001,v1_v1,0.5762700000000001,0.55,0.41794,0.4073599999999999,2.0,4.0,2.0,5.0
TS033,Diff,97.93400000000001,53.941,43.993,TS033_v2_2,TS033_v1_1,0.5394100000000001,v1_v2,0.5245799999999999,0.5394100000000001,0.43993,0.43909,2.0,2.0,1.0,2.0
TS331,MULTICOM_AI,97.726,55.63600000000001,42.089999999999996,TS331_v1_2,TS331_v2_2,0.5563600000000001,v1_v1,0.5563600000000001,0.5563600000000001,0.4209,0.4209,2.0,2.0,2.0,2.0
TS325,405,97.471,55.212,42.259,TS325_v1_2,TS325_v2_2,0.55212,v1_v1,0.55212,0.55212,0.42259,0.42259,2.0,2.0,2.0,2.0
TS159,406,97.471,55.212,42.259,TS159_v1_2,TS159_v2_2,0.55212,v1_v1,0.55212,0.55212,0.42259,0.42259,2.0,2.0,2.0,2.0
TS369,Bhattacharya,97.173,54.06799999999999,43.105,TS369_v1_4,TS369_v2_4,0.5406799999999999,v1_v1,0.5406799999999999,0.5406799999999999,0.43105,0.43105,4.0,4.0,4.0,4.0
TS489,Fernandez-Recio,96.709,54.958,41.751,TS489_v1_3,TS489_v2_4,0.54958,v1_v1,0.54958,0.5411,0.41794,0.41751,3.0,4.0,3.0,4.0
TS298,ShanghaiTech-human,96.001,61.736999999999995,34.264,TS298_v1_1,TS298_v2_1,0.61737,v1_v1,0.61737,0.39195,0.41794,0.34264,1.0,1.0,1.0,1.0
TS212,PIEFold_human,95.906,55.212,40.694,TS212_v2_1,TS212_v1_3,0.55212,v1_v2,0.46737,0.55212,0.40694,0.41794,4.0,1.0,3.0,5.0
TS241,elofsson,95.143,54.322,40.82099999999999,TS241_v1_1,TS241_v2_5,0.54322,v1_v1,0.54322,0.53814,0.45347,0.4082099999999999,1.0,5.0,1.0,5.0
TS231,B-LAB,94.339,54.06799999999999,40.271,TS231_v2_1,TS231_v1_2,0.5406799999999999,v1_v2,0.4648299999999999,0.5406799999999999,0.40271,0.4441599999999999,1.0,1.0,2.0,1.0
TS304,AF3-server,94.03699999999999,50.89,43.14699999999999,TS304_v2_5,TS304_v1_2,0.5089,v1_v2,0.47966,0.5089,0.4314699999999999,0.42597,4.0,5.0,2.0,5.0
TS465,Wallner,92.97500000000001,48.136,44.839,TS465_v1_4,TS465_v2_2,0.48136,v1_v1,0.48136,0.42373,0.42555,0.44839,4.0,4.0,3.0,2.0
TS358,PerezLab_Gators,92.77499999999999,54.958,37.817,TS358_v2_2,TS358_v1_4,0.54958,v1_v2,0.47542,0.54958,0.37817,0.43105,4.0,2.0,4.0,2.0
TS079,MRAFold,91.92,49.915,42.004999999999995,TS079_v1_2,TS079_v2_3,0.49915,v1_v1,0.49915,0.49915,0.42005,0.42005,2.0,2.0,3.0,3.0
TS293,MRAH,91.92,49.915,42.004999999999995,TS293_v1_2,TS293_v2_3,0.49915,v1_v1,0.49915,0.49915,0.42005,0.42005,2.0,2.0,3.0,3.0
TS272,GromihaLab,91.329,50.085,41.244,TS272_v1_3,TS272_v2_4,0.50085,v1_v1,0.50085,0.50085,0.41244,0.41244,3.0,4.0,3.0,4.0
TS423,ShanghaiTech-server,91.07799999999999,51.90699999999999,39.171,TS423_v2_4,TS423_v1_1,0.5190699999999999,v1_v2,0.51695,0.5190699999999999,0.39171,0.39594,4.0,4.0,1.0,5.0
TS267,kiharalab_server,89.298,50.0,39.298,TS267_v1_1,TS267_v2_4,0.5,v1_v1,0.5,0.44831,0.41455,0.39298,1.0,4.0,4.0,4.0
TS148,Guijunlab-Complex,88.53500000000001,48.941,39.594,TS148_v2_5,TS148_v1_4,0.48941,v1_v2,0.4487299999999999,0.48941,0.39594,0.3972099999999999,2.0,5.0,4.0,3.0
TS287,plmfold,88.493,49.322,39.171,TS287_v1_3,TS287_v2_4,0.49322,v1_v1,0.49322,0.46102,0.42343,0.39171,3.0,4.0,3.0,4.0
TS198,colabfold,88.114,50.339,37.775,TS198_v1_2,TS198_v2_1,0.50339,v1_v1,0.50339,0.41314,0.39805,0.37775,2.0,1.0,2.0,1.0
TS375,milliseconds,87.728,47.160999999999994,40.567,TS375_v2_3,TS375_v1_4,0.47161,v1_v2,0.46907,0.47161,0.40567,0.38832,4.0,3.0,4.0,3.0
TS112,Seder2024easy,86.883,48.093,38.78999999999999,TS112_v1_4,TS112_v2_5,0.48093,v1_v1,0.48093,0.42585,0.38198,0.3878999999999999,4.0,5.0,5.0,5.0
TS014,Cool-PSP,86.844,49.49199999999999,37.35199999999999,TS014_v2_3,TS014_v1_3,0.4949199999999999,v1_v2,0.4572,0.4949199999999999,0.3735199999999999,0.3972099999999999,5.0,3.0,3.0,3.0
