Group,Group_Name,Combined_Score,Best_v1_ref,Best_v2_ref,V1_Model_For_Combined_Score,V2_Model_For_Combined_Score,Best_Score,Best_Source,v1_v1_Score,v1_v2_Score,v2_v1_Score,v2_v2_Score,v1_v1_ModelNumber,v1_v2_ModelNumber,v2_v1_ModelNumber,v2_v2_ModelNumber
TS015,PEZYFoldings,182.74488395146543,91.16584394119002,91.5790400102754,TS015_v1_5,TS015_v2_1,91.5790400102754,v2_v2,91.16584394119002,,,91.5790400102754,5.0,,,1.0
TS462,Zheng,181.58066770656296,86.42429682041048,95.15637088615247,TS462_v1_6,TS462_v2_3,95.15637088615247,v2_v2,86.42429682041048,,,95.15637088615247,6.0,,,3.0
TS110,MIEnsembles-Server,179.30394967419903,84.08188918864185,95.2220604855572,TS110_v1_2,TS110_v2_5,95.2220604855572,v2_v2,84.08188918864185,,,95.2220604855572,2.0,,,5.0
TS091,Huang-HUST,178.50545931120303,81.57414773252894,96.9313115786741,TS091_v1_2,TS091_v2_1,96.9313115786741,v2_v2,81.57414773252894,,,96.9313115786741,2.0,,,1.0
TS022,Yang,177.5087598605269,86.2616568576454,91.2471030028815,TS022_v1_4,TS022_v2_2,91.2471030028815,v2_v2,86.2616568576454,,,91.2471030028815,4.0,,,2.0
TS388,DeepFold-server,177.03251985332398,82.68532863806209,94.34719121526189,TS388_v1_4,TS388_v2_1,94.34719121526189,v2_v2,82.68532863806209,,,94.34719121526189,4.0,,,1.0
TS147,Zheng-Multimer,176.65908890475214,81.50271801859967,95.15637088615247,TS147_v1_1,TS147_v2_3,95.15637088615247,v2_v2,81.50271801859967,,,95.15637088615247,1.0,,,3.0
TS375,milliseconds,176.41000655846494,81.31672773297234,95.0932788254926,TS375_v1_3,TS375_v2_4,95.0932788254926,v2_v2,81.31672773297234,,,95.0932788254926,3.0,,,4.0
TS319,MULTICOM_LLM,174.78818662588247,81.14876319046432,93.63942343541814,TS319_v1_3,TS319_v2_4,93.63942343541814,v2_v2,81.14876319046432,,,93.63942343541814,3.0,,,4.0
TS425,MULTICOM_GATE,174.44170572418804,81.14876319046432,93.29294253372372,TS425_v1_2,TS425_v2_4,93.29294253372372,v2_v2,81.14876319046432,,,93.29294253372372,2.0,,,4.0
TS198,colabfold,173.4700538653036,77.92275426273879,95.5472996025648,TS198_v1_3,TS198_v2_1,95.5472996025648,v2_v2,77.92275426273879,,,95.5472996025648,3.0,,,1.0
TS145,colabfold_baseline,173.34388024943496,77.75118936604733,95.59269088338765,TS145_v1_5,TS145_v2_1,95.59269088338765,v2_v2,77.75118936604733,,,95.59269088338765,5.0,,,1.0
TS017,Seder2024hard,173.34388024943496,77.75118936604733,95.59269088338765,TS017_v1_3,TS017_v2_1,95.59269088338765,v2_v2,77.75118936604733,,,95.59269088338765,3.0,,,1.0
TS148,Guijunlab-Complex,173.08855141446256,81.12967628763779,91.95887512682476,TS148_v1_5,TS148_v2_2,91.95887512682476,v2_v2,81.12967628763779,,,91.95887512682476,5.0,,,2.0
TS020,comppharmunibas,170.715649673037,81.1942451093127,89.5214045637243,TS020_v1_4,TS020_v2_3,89.5214045637243,v2_v2,81.1942451093127,,,89.5214045637243,4.0,,,3.0
TS208,falcon2,168.6420358842833,87.664364300854,80.97767158342928,TS208_v1_4,TS208_v2_2,87.664364300854,v1_v1,87.664364300854,,,80.97767158342928,4.0,,,2.0
TS139,DeepFold-refine,166.6171224323781,72.37196547791788,94.2451569544602,TS139_v1_3,TS139_v2_6,94.2451569544602,v2_v2,72.37196547791788,,,94.2451569544602,3.0,,,6.0
TS465,Wallner,166.40646608346248,85.35240300681214,81.05406307665032,TS465_v1_3,TS465_v2_1,85.35240300681214,v1_v1,85.35240300681214,,,81.05406307665032,3.0,,,1.0
TS287,plmfold,163.56606001693007,81.25072406657682,82.31533595035324,TS287_v1_1,TS287_v2_5,82.31533595035324,v2_v2,81.25072406657682,,,82.31533595035324,1.0,,,5.0
TS408,SNU-CHEM-lig,163.55252256109537,85.95691102123688,77.5956115398585,TS408_v1_1,TS408_v2_2,85.95691102123688,v1_v1,85.95691102123688,,,77.5956115398585,1.0,,,2.0
TS314,GuijunLab-PAthreader,162.1009619024722,81.12967628763779,80.97128561483439,TS314_v1_1,TS314_v2_5,81.12967628763779,v1_v1,81.12967628763779,,,80.97128561483439,1.0,,,5.0
TS312,GuijunLab-Assembly,162.1009619024722,81.12967628763779,80.97128561483439,TS312_v1_1,TS312_v2_5,81.12967628763779,v1_v1,81.12967628763779,,,80.97128561483439,1.0,,,5.0
TS393,GuijunLab-QA,162.1009619024722,81.12967628763779,80.97128561483439,TS393_v1_1,TS393_v2_4,81.12967628763779,v1_v1,81.12967628763779,,,80.97128561483439,1.0,,,4.0
