Group,Group_Name,Combined_Score,Best_v1_ref,Best_v2_ref,V1_Model_For_Combined_Score,V2_Model_For_Combined_Score,Best_Score,Best_Source,v1_v1_Score,v1_v2_Score,v2_v1_Score,v2_v2_Score,v1_v1_ModelNumber,v1_v2_ModelNumber,v2_v1_ModelNumber,v2_v2_ModelNumber
TS091,Huang-HUST,194.17399999999998,94.25099999999999,99.923,TS091_v1_2,TS091_v2_1,0.99923,v2_v2,0.94251,,,0.99923,2.0,,,1.0
TS388,DeepFold-server,193.81499999999997,95.234,98.581,TS388_v1_4,TS388_v2_1,0.98581,v2_v2,0.95234,,,0.98581,4.0,,,1.0
TS110,MIEnsembles-Server,193.632,94.667,98.965,TS110_v1_1,TS110_v2_5,0.98965,v2_v2,0.94667,,,0.98965,1.0,,,5.0
TS015,PEZYFoldings,193.263,96.407,96.856,TS015_v1_2,TS015_v2_1,0.96856,v2_v2,0.96407,,,0.96856,2.0,,,1.0
TS375,milliseconds,193.13899999999998,94.25099999999999,98.888,TS375_v1_3,TS375_v2_4,0.98888,v2_v2,0.94251,,,0.98888,3.0,,,4.0
TS319,MULTICOM_LLM,193.017,94.781,98.236,TS319_v1_3,TS319_v2_4,0.98236,v2_v2,0.94781,,,0.98236,3.0,,,4.0
TS425,MULTICOM_GATE,192.902,94.781,98.12100000000001,TS425_v1_2,TS425_v2_4,0.98121,v2_v2,0.94781,,,0.98121,2.0,,,4.0
TS462,Zheng,192.838,93.83500000000001,99.003,TS462_v1_2,TS462_v2_3,0.99003,v2_v2,0.93835,,,0.99003,2.0,,,3.0
TS147,Zheng-Multimer,192.838,93.83500000000001,99.003,TS147_v1_2,TS147_v2_3,0.99003,v2_v2,0.93835,,,0.99003,2.0,,,3.0
TS198,colabfold,192.422,93.381,99.041,TS198_v1_5,TS198_v2_1,0.99041,v2_v2,0.93381,,,0.99041,5.0,,,1.0
TS017,Seder2024hard,192.042,93.116,98.926,TS017_v1_4,TS017_v2_1,0.98926,v2_v2,0.93116,,,0.98926,4.0,,,1.0
