Group,Group_Name,Combined_Score,Best_v1_ref,V1_Model_For_Combined_Score,Best_Score,Best_Source,v1_v1_Score,v1_v1_ModelNumber
TS015,PEZYFoldings,95.40263498026908,95.40263498026908,TS015_v1_5,95.40263498026908,v1_v1,95.40263498026908,5
TS386,ShanghaiTech-Ligand,94.07637599944094,94.07637599944094,TS386_v1_4,94.07637599944094,v1_v1,94.07637599944094,4
TS298,ShanghaiTech-human,94.07637599944094,94.07637599944094,TS298_v1_4,94.07637599944094,v1_v1,94.07637599944094,4
TS208,falcon2,92.8049822558509,92.8049822558509,TS208_v1_4,92.8049822558509,v1_v1,92.8049822558509,4
TS462,Zheng,92.28802192338252,92.28802192338252,TS462_v1_6,92.28802192338252,v1_v1,92.28802192338252,6
TS408,SNU-CHEM-lig,91.7967299659223,91.7967299659223,TS408_v1_1,91.7967299659223,v1_v1,91.7967299659223,1
TS055,LCDD-team,91.58236732649496,91.58236732649496,TS055_v1_3,91.58236732649496,v1_v1,91.58236732649496,3
TS022,Yang,91.32537917845286,91.32537917845286,TS022_v1_4,91.32537917845286,v1_v1,91.32537917845286,4
TS202,test001,90.8608083189099,90.8608083189099,TS202_v1_5,90.8608083189099,v1_v1,90.8608083189099,5
TS465,Wallner,90.7371078090716,90.7371078090716,TS465_v1_3,90.7371078090716,v1_v1,90.7371078090716,3
TS110,MIEnsembles-Server,89.48434931356276,89.48434931356276,TS110_v1_2,89.48434931356276,v1_v1,89.48434931356276,2
TS388,DeepFold-server,87.74867809278018,87.74867809278018,TS388_v1_4,87.74867809278018,v1_v1,87.74867809278018,4
TS147,Zheng-Multimer,87.3814418262027,87.3814418262027,TS147_v1_1,87.3814418262027,v1_v1,87.3814418262027,1
TS423,ShanghaiTech-server,87.24936848384218,87.24936848384218,TS423_v1_1,87.24936848384218,v1_v1,87.24936848384218,1
TS091,Huang-HUST,87.12503733070581,87.12503733070581,TS091_v1_2,87.12503733070581,v1_v1,87.12503733070581,2
TS287,plmfold,86.9553716349651,86.9553716349651,TS287_v1_1,86.9553716349651,v1_v1,86.9553716349651,1
TS102,Psi-Phi,86.95398986052467,86.95398986052467,TS102_v1_4,86.95398986052467,v1_v1,86.95398986052467,4
