Group,Group_Name,Combined_Score,Best_v1_ref,Best_v2_ref,V1_Model_For_Combined_Score,v1_v1_Score,v1_v1_ModelNumber,v2_v2_Score,v2_v2_ModelNumber
TS122,MQA_server,169.9481065117364,84.64721909373552,85.30088741800088,TS122_v1_4,84.64721909373552,4,85.30088741800088,4
TS425,MULTICOM_GATE,169.85785899647385,86.3901111010907,83.46774789538314,TS425_v1_2,86.3901111010907,2,83.46774789538314,2
TS319,MULTICOM_LLM,169.85785899647385,86.3901111010907,83.46774789538314,TS319_v1_3,86.3901111010907,3,83.46774789538314,3
TS464,PocketTracer,169.76965059183206,83.4359510643712,86.33369952746087,TS464_v1_1,83.4359510643712,1,86.33369952746087,1
TS301,GHZ-MAN,169.73508980612414,85.17322510622758,84.56186469989656,TS301_v1_2,85.17322510622758,2,84.56186469989656,2
TS272,GromihaLab,169.70546241458246,83.66676627154354,86.03869614303892,TS272_v1_1,83.66676627154354,1,86.03869614303892,1
TS294,KiharaLab,169.6318670242872,85.78367880397442,83.84818822031278,TS294_v1_2,85.78367880397442,2,83.84818822031278,2
TS167,OpenComplex,169.59845047846028,85.00407926579825,84.59437121266204,TS167_v1_2,85.00407926579825,2,84.59437121266204,2
TS450,OpenComplex_Server,169.59845047846028,85.00407926579825,84.59437121266204,TS450_v1_5,85.00407926579825,5,84.59437121266204,5
TS207,MULTICOM_ligand,169.5863095057237,86.08934026305562,83.4969692426681,TS207_v1_3,86.08934026305562,3,83.4969692426681,3
TS423,ShanghaiTech-server,169.48315667186836,87.24936848384218,82.23378818802618,TS423_v1_1,87.24936848384218,1,82.23378818802618,1
TS345,MULTICOM_human,169.47979244041582,84.87200307864381,84.607789361772,TS345_v1_4,84.87200307864381,4,84.607789361772,4
TS369,Bhattacharya,169.40206331171396,84.70326832139838,84.69879499031558,TS369_v1_1,84.70326832139838,1,84.69879499031558,1
TS400,OmniFold,169.3005669334318,83.79730643666424,85.50326049676758,TS400_v1_1,83.79730643666424,1,85.50326049676758,1
TS267,kiharalab_server,169.19132421174788,85.12541413074716,84.06591008100074,TS267_v1_2,85.12541413074716,2,84.06591008100074,2
TS079,MRAFold,169.1052358677485,85.06329059355946,84.04194527418902,TS079_v1_1,85.06329059355946,1,84.04194527418902,1
TS293,MRAH,169.1052358677485,85.06329059355946,84.04194527418902,TS293_v1_2,85.06329059355946,2,84.04194527418902,2
TS040,DELCLAB,152.61621326994413,53.84392541068784,98.77228785925628,TS040_v1_5,53.84392541068784,5,98.77228785925628,5
TS274,kozakovvajda,152.28968269338228,53.90498705923477,98.3846956341475,TS274_v1_3,53.90498705923477,3,98.3846956341475,3
TS494,ClusPro,152.28968269338228,53.90498705923477,98.3846956341475,TS494_v1_3,53.90498705923477,3,98.3846956341475,3
TS286,CSSB_experimental,151.53665775909556,54.6898902945462,96.84676746454936,TS286_v1_4,54.6898902945462,4,96.84676746454936,4
TS465,Wallner,149.56487517638732,90.7371078090716,58.82776736731573,TS465_v1_3,90.7371078090716,3,58.82776736731573,3
TS014,Cool-PSP,149.49816278028794,86.23069005500794,63.26747272528,TS014_v1_5,86.23069005500794,5,63.26747272528,5
TS408,SNU-CHEM-lig,149.07652804406098,91.7967299659223,57.2797980781387,TS408_v1_1,91.7967299659223,1,57.2797980781387,1
TS075,GHZ-ISM,149.00464807532444,84.8863425975176,64.11830547780684,TS075_v1_2,84.8863425975176,2,64.11830547780684,2
TS284,Unicorn,149.00464807532444,84.8863425975176,64.11830547780684,TS284_v1_2,84.8863425975176,2,64.11830547780684,2
TS055,LCDD-team,148.9792183365757,91.58236732649496,57.39685101008075,TS055_v1_3,91.58236732649496,3,57.39685101008075,3
TS331,MULTICOM_AI,148.9563738133835,84.55640402076835,64.39996979261515,TS331_v1_3,84.55640402076835,3,64.39996979261515,3
TS051,MULTICOM,148.9563738133835,84.55640402076835,64.39996979261515,TS051_v1_3,84.55640402076835,3,64.39996979261515,3
TS475,ptq,148.61672951741997,85.45763424138663,63.15909527603335,TS475_v1_2,85.45763424138663,2,63.15909527603335,2
TS202,test001,147.79929778783216,90.8608083189099,56.93848946892226,TS202_v1_5,90.8608083189099,5,56.93848946892226,5
TS039,arosko,141.6536461570737,55.807636237747126,85.84600991932658,TS039_v1_3,55.807636237747126,3,85.84600991932658,3
TS120,Cerebra,127.09936132890194,63.21187173514145,63.887489593760485,TS120_v1_6,63.21187173514145,6,63.887489593760485,6
TS275,Seminoles,82.36328285133581,42.72586989432613,39.63741295700968,TS275_v1_1,42.72586989432613,1,39.63741295700968,1
TS461,forlilab,82.13863994488598,39.804513143766144,42.33412680111984,TS461_v1_2,39.804513143766144,2,42.33412680111984,2
TS361,Cerebra_server,63.98522453430775,18.763535444563463,45.22168908974428,TS361_v1_1,18.763535444563463,1,45.22168908974428,1
TS132,profold2,20.831230139090124,9.661322393871066,11.169907745219056,TS132_v1_1,9.661322393871066,1,11.169907745219056,1
