Group,Group_Name,Combined_Score,Best_v1_ref,Best_v2_ref,V1_Model_For_Combined_Score,v1_v1_Score,v1_v1_ModelNumber,v2_v2_Score,v2_v2_ModelNumber
TS298,ShanghaiTech-human,172.92940890926013,94.07637599944094,78.85303290981918,TS298_v1_4,94.07637599944094,4,78.85303290981918,4
TS386,ShanghaiTech-Ligand,172.92940890926013,94.07637599944094,78.85303290981918,TS386_v1_4,94.07637599944094,4,78.85303290981918,4
TS204,Zou,172.75059900135022,75.40325997459061,97.3473390267596,TS204_v1_5,75.40325997459061,5,97.3473390267596,5
TS139,DeepFold-refine,172.72974855099076,75.61904198971452,97.11070656127625,TS139_v1_6,75.61904198971452,6,97.11070656127625,6
TS059,DeepFold,172.72974855099076,75.61904198971452,97.11070656127625,TS059_v1_6,75.61904198971452,6,97.11070656127625,6
TS462,Zheng,172.31548856962905,92.28802192338252,80.02746664624655,TS462_v1_6,92.28802192338252,6,80.02746664624655,6
TS015,PEZYFoldings,172.26027998049324,95.40263498026908,76.85764500022415,TS015_v1_5,95.40263498026908,5,76.85764500022415,5
TS208,falcon2,172.16827855227677,92.8049822558509,79.36329629642589,TS208_v1_4,92.8049822558509,4,79.36329629642589,4
TS110,MIEnsembles-Server,171.90364433275386,89.48434931356276,82.41929501919111,TS110_v1_2,89.48434931356276,2,82.41929501919111,2
TS022,Yang,171.7026396999451,91.32537917845286,80.37726052149226,TS022_v1_4,91.32537917845286,4,80.37726052149226,4
TS269,CSSB_server,171.46956013532986,76.63732339766776,94.8322367376621,TS269_v1_3,76.63732339766776,3,94.8322367376621,3
TS221,CSSB_FAKER,171.4154669624936,76.6305464631347,94.78492049935892,TS221_v1_3,76.6305464631347,3,94.78492049935892,3
TS419,CSSB-Human,171.4154669624936,76.6305464631347,94.78492049935892,TS419_v1_3,76.6305464631347,3,94.78492049935892,3
TS456,Yang-Multimer,171.12963686549625,75.87282820211426,95.256808663382,TS456_v1_1,75.87282820211426,1,95.256808663382,1
TS052,Yang-Server,170.98772188041374,76.28161785665547,94.70610402375829,TS052_v1_1,76.28161785665547,1,94.70610402375829,1
TS020,comppharmunibas,170.92516687475475,76.56369683382488,94.36147004092987,TS020_v1_3,76.56369683382488,3,94.36147004092987,3
TS262,CoDock,170.61387094301057,74.53553907878016,96.07833186423042,TS262_v1_3,74.53553907878016,3,96.07833186423042,3
TS264,GuijunLab-Human,170.545122963347,86.74194402958885,83.80317893375818,TS264_v1_1,86.74194402958885,1,83.80317893375818,1
TS148,Guijunlab-Complex,170.545122963347,86.74194402958885,83.80317893375818,TS148_v1_5,86.74194402958885,5,83.80317893375818,5
TS312,GuijunLab-Assembly,170.545122963347,86.74194402958885,83.80317893375818,TS312_v1_1,86.74194402958885,1,83.80317893375818,1
TS314,GuijunLab-PAthreader,170.545122963347,86.74194402958885,83.80317893375818,TS314_v1_1,86.74194402958885,1,83.80317893375818,1
TS393,GuijunLab-QA,170.545122963347,86.74194402958885,83.80317893375818,TS393_v1_1,86.74194402958885,1,83.80317893375818,1
TS388,DeepFold-server,170.46321560110118,87.74867809278018,82.71453750832102,TS388_v1_4,87.74867809278018,4,82.71453750832102,4
TS017,Seder2024hard,170.45404741550738,84.76022553518746,85.69382188031993,TS017_v1_3,84.76022553518746,3,85.69382188031993,3
TS145,colabfold_baseline,170.45404741550738,84.76022553518746,85.69382188031993,TS145_v1_5,84.76022553518746,5,85.69382188031993,5
TS198,colabfold,170.45002260344882,84.28640768848842,86.16361491496039,TS198_v1_4,84.28640768848842,4,86.16361491496039,4
TS147,Zheng-Multimer,170.4152863088134,87.3814418262027,83.0338444826107,TS147_v1_1,87.3814418262027,1,83.0338444826107,1
TS196,HYU_MLLAB,170.31880949607728,85.70291870253654,84.61589079354073,TS196_v1_4,85.70291870253654,4,84.61589079354073,4
TS225,Unknown,170.17788435130205,86.06253883256925,84.11534551873281,TS225_v1_1,86.06253883256925,1,84.11534551873281,1
TS164,McGuffin,170.17788435130205,86.06253883256925,84.11534551873281,TS164_v1_1,86.06253883256925,1,84.11534551873281,1
TS163,MultiFOLD2,170.17788435130205,86.06253883256925,84.11534551873281,TS163_v1_1,86.06253883256925,1,84.11534551873281,1
TS019,Zheng-Server,170.17252762087915,85.61582465791173,84.55670296296742,TS019_v1_1,85.61582465791173,1,84.55670296296742,1
TS304,AF3-server,170.16236770992083,85.46052528289985,84.70184242702098,TS304_v1_2,85.46052528289985,2,84.70184242702098,2
TS241,elofsson,170.16236770992083,85.46052528289985,84.70184242702098,TS241_v1_2,85.46052528289985,2,84.70184242702098,2
TS091,Huang-HUST,170.07990846502008,87.12503733070581,82.95487113431429,TS091_v1_2,87.12503733070581,2,82.95487113431429,2
TS311,RAGfold_Prot1,170.07683385680974,86.2096647238484,83.86716913296132,TS311_v1_4,86.2096647238484,4,83.86716913296132,4
TS227,KUMC,170.0619347251867,86.66552338965171,83.39641133553498,TS227_v1_3,86.66552338965171,3,83.39641133553498,3
TS102,Psi-Phi,170.05912575712009,86.95398986052467,83.10513589659541,TS102_v1_4,86.95398986052467,4,83.10513589659541,4
TS375,milliseconds,169.9999352565866,86.73198856032263,83.26794669626398,TS375_v1_3,86.73198856032263,3,83.26794669626398,3
TS287,plmfold,169.98873420158566,86.9553716349651,83.03336256662055,TS287_v1_1,86.9553716349651,1,83.03336256662055,1
TS235,isyslab-hust,169.95478397801324,84.10727499860184,85.8475089794114,TS235_v1_3,84.10727499860184,3,85.8475089794114,3
