Group,Group_Name,TSBI_Score,Balance,Combined_Score,Best_v1_ref,Best_v2_ref,V1_Model_For_Combined_Score,V2_Model_For_Combined_Score,Best_Score,Best_Source,v1_v1_Score,v1_v2_Score,v2_v1_Score,v2_v2_Score,v1_v1_ModelNumber,v1_v2_ModelNumber,v2_v1_ModelNumber,v2_v2_ModelNumber
TS145,colabfold_baseline,1.86232,0.9697462013517876,1.92042,93.116,0.98926,TS145_v1_2,TS145_v2_1,0.98926,v2_v2,0.93116,,,0.98926,2.0,,,1.0
TS022,Yang,1.9009,0.9901655398014356,1.91978,95.045,0.96933,TS022_v1_4,TS022_v2_3,0.96933,v2_v2,0.95045,,,0.96933,4.0,,,3.0
TS148,Guijunlab-Complex,1.87746,0.9782666465190681,1.9191699999999998,93.87299999999999,0.98044,TS148_v1_5,TS148_v2_2,0.98044,v2_v2,0.93873,,,0.98044,5.0,,,2.0
TS055,LCDD-team,1.8797200000000003,0.985756838395704,1.9068800000000001,93.986,0.96702,TS055_v1_3,TS055_v2_1,0.96702,v2_v2,0.93986,,,0.96702,3.0,,,1.0
TS052,Yang-Server,1.8699,0.9807613632787504,1.90658,93.49499999999999,0.97163,TS052_v1_3,TS052_v2_4,0.97163,v2_v2,0.93495,,,0.97163,3.0,,,4.0
TS456,Yang-Multimer,1.8525,0.9760891099542648,1.89788,92.625,0.97163,TS456_v1_3,TS456_v2_4,0.97163,v2_v2,0.92625,,,0.97163,3.0,,,4.0
TS262,CoDock,1.84872,0.9754645898629183,1.89522,92.43599999999999,0.97086,TS262_v1_5,TS262_v2_2,0.97086,v2_v2,0.92436,,,0.97086,5.0,,,2.0
TS204,Zou,1.8063600000000002,0.9545137494451608,1.8924400000000001,90.318,0.98926,TS204_v1_5,TS204_v2_3,0.98926,v2_v2,0.90318,,,0.98926,5.0,,,3.0
TS019,Zheng-Server,1.8842599999999998,0.9979820663428792,1.88807,94.21300000000001,0.94594,TS019_v1_2,TS019_v2_1,0.94594,v2_v2,0.94213,,,0.94594,2.0,,,1.0
TS465,Wallner,1.8872600000000002,0.9995921674973385,1.88803,94.44,0.94363,TS465_v1_4,TS465_v2_1,0.9444,v1_v1,0.9444,,,0.94363,4.0,,,1.0
TS235,isyslab-hust,1.8774599999999997,0.998006602133733,1.8812099999999998,93.87299999999999,0.94248,TS235_v1_3,TS235_v2_5,0.94248,v2_v2,0.93873,,,0.94248,3.0,,,5.0
TS221,CSSB_FAKER,1.8109,0.9629732043625999,1.8805299999999998,90.545,0.97508,TS221_v1_3,TS221_v2_1,0.97508,v2_v2,0.90545,,,0.97508,3.0,,,1.0
TS419,CSSB-Human,1.8109,0.9629732043625999,1.8805299999999998,90.545,0.97508,TS419_v1_3,TS419_v2_1,0.97508,v2_v2,0.90545,,,0.97508,3.0,,,1.0
TS267,kiharalab_server,1.8759399999999997,0.9978032732823777,1.88007,93.797,0.9421,TS267_v1_1,TS267_v2_3,0.9421,v2_v2,0.93797,,,0.9421,1.0,,,3.0
TS423,ShanghaiTech-server,1.86426,0.9916593082757961,1.87994,94.781,0.93213,TS423_v1_5,TS423_v2_4,0.94781,v1_v1,0.94781,,,0.93213,5.0,,,4.0
TS286,CSSB_experimental,1.7957599999999998,0.9552626259402296,1.8798599999999999,89.788,0.98198,TS286_v1_4,TS286_v2_1,0.98198,v2_v2,0.89788,,,0.98198,4.0,,,1.0
TS345,MULTICOM_human,1.8711599999999997,0.995907070814594,1.87885,94.327,0.93558,TS345_v1_4,TS345_v2_2,0.94327,v1_v1,0.94327,,,0.93558,4.0,,,2.0
TS208,falcon2,1.8704,0.995905414543499,1.87809,94.289,0.9352,TS208_v1_4,TS208_v2_2,0.94289,v1_v1,0.94289,,,0.9352,4.0,,,2.0
TS040,DELCLAB,1.7587000000000002,0.9365647399644269,1.87782,87.935,0.99847,TS040_v1_2,TS040_v2_3,0.99847,v2_v2,0.8793500000000001,,,0.99847,2.0,,,3.0
TS269,CSSB_server,1.80636,0.9621143121934072,1.8774899999999999,90.318,0.97431,TS269_v1_3,TS269_v2_2,0.97431,v2_v2,0.90318,,,0.97431,3.0,,,2.0
TS298,ShanghaiTech-human,1.84662,0.9843232784123921,1.87603,95.272,0.92331,TS298_v1_1,TS298_v2_4,0.95272,v1_v1,0.95272,,,0.92331,1.0,,,4.0
TS386,ShanghaiTech-Ligand,1.84662,0.9843232784123921,1.87603,95.272,0.92331,TS386_v1_1,TS386_v2_4,0.95272,v1_v1,0.95272,,,0.92331,1.0,,,4.0
TS311,RAGfold_Prot1,1.8704,0.9973126306360108,1.87544,94.024,0.9352,TS311_v1_2,TS311_v2_3,0.94024,v1_v1,0.94024,,,0.9352,2.0,,,3.0
TS059,DeepFold,1.78064,0.9494873011725686,1.87537,89.032,0.98505,TS059_v1_1,TS059_v2_6,0.98505,v2_v2,0.89032,,,0.98505,1.0,,,6.0
TS051,MULTICOM,1.87194,0.9983254047827292,1.87508,93.911,0.93597,TS051_v1_5,TS051_v2_6,0.93911,v1_v1,0.93911,,,0.93597,5.0,,,6.0
TS079,MRAFold,1.8658,0.9950774120947398,1.87503,94.21300000000001,0.9329,TS079_v1_5,TS079_v2_2,0.94213,v1_v1,0.94213,,,0.9329,5.0,,,2.0
TS293,MRAH,1.8658,0.9952791187688368,1.87465,94.175,0.9329,TS293_v1_5,TS293_v2_1,0.94175,v1_v1,0.94175,,,0.9329,5.0,,,1.0
TS393,GuijunLab-QA,1.86656,0.9966840562375519,1.87277,93.949,0.93328,TS393_v1_5,TS393_v2_4,0.93949,v1_v1,0.93949,,,0.93328,5.0,,,4.0
TS312,GuijunLab-Assembly,1.86656,0.9970886907655409,1.87201,93.87299999999999,0.93328,TS312_v1_1,TS312_v2_5,0.93873,v1_v1,0.93873,,,0.93328,1.0,,,5.0
TS314,GuijunLab-PAthreader,1.86656,0.9970886907655409,1.87201,93.87299999999999,0.93328,TS314_v1_1,TS314_v2_5,0.93873,v1_v1,0.93873,,,0.93328,1.0,,,5.0
TS196,HYU_MLLAB,1.86914,0.9988457222251911,1.8713,93.45700000000001,0.93673,TS196_v1_2,TS196_v2_4,0.93673,v2_v2,0.93457,,,0.93673,2.0,,,4.0
TS408,SNU-CHEM-lig,1.8612000000000002,0.9946452047327412,1.87122,94.062,0.9306,TS408_v1_1,TS408_v2_2,0.94062,v1_v1,0.94062,,,0.9306,1.0,,,2.0
TS264,GuijunLab-Human,1.8627399999999998,0.995659750061469,1.87086,93.949,0.93137,TS264_v1_3,TS264_v2_2,0.93949,v1_v1,0.93949,,,0.93137,3.0,,,2.0
TS287,plmfold,1.8704,0.9999305009810054,1.87053,93.533,0.9352,TS287_v1_1,TS287_v2_4,0.93533,v1_v1,0.93533,,,0.9352,1.0,,,4.0
TS163,MultiFOLD2,1.86384,0.9974259492146738,1.86865,93.192,0.93673,TS163_v1_3,TS163_v2_5,0.93673,v2_v2,0.93192,,,0.93673,3.0,,,5.0
TS164,McGuffin,1.86384,0.9974259492146738,1.86865,93.192,0.93673,TS164_v1_3,TS164_v2_5,0.93673,v2_v2,0.93192,,,0.93673,3.0,,,5.0
TS102,Psi-Phi,1.8635,0.9972760209569782,1.86859,93.684,0.93175,TS102_v1_2,TS102_v2_5,0.93684,v1_v1,0.93684,,,0.93175,2.0,,,5.0
TS464,PocketTracer,1.86762,0.9996681368560785,1.8682400000000001,93.381,0.93443,TS464_v1_5,TS464_v2_4,0.93443,v2_v2,0.93381,,,0.93443,5.0,,,4.0
TS475,ptq,1.8612,0.9962584105471071,1.86819,93.759,0.9306,TS475_v1_3,TS475_v2_5,0.93759,v1_v1,0.93759,,,0.9306,3.0,,,5.0
TS122,MQA_server,1.86196,0.996862652718142,1.86782,93.684,0.93098,TS122_v1_2,TS122_v2_1,0.93684,v1_v1,0.93684,,,0.93098,2.0,,,1.0
TS301,GHZ-MAN,1.86734,0.9999250326643391,1.86748,93.381,0.93367,TS301_v1_1,TS301_v2_4,0.93381,v1_v1,0.93381,,,0.93367,1.0,,,4.0
TS014,Cool-PSP,1.86426,0.998489620155537,1.86708,93.49499999999999,0.93213,TS014_v1_3,TS014_v2_2,0.93495,v1_v1,0.93495,,,0.93213,3.0,,,2.0
TS494,ClusPro,1.73222,0.9282518179528538,1.86611,86.611,1.0,TS494_v1_3,TS494_v2_1,1.0,v2_v2,0.86611,,,1.0,3.0,,,1.0
TS274,kozakovvajda,1.73222,0.9282518179528538,1.86611,86.611,1.0,TS274_v1_3,TS274_v2_1,1.0,v2_v2,0.86611,,,1.0,3.0,,,1.0
TS272,GromihaLab,1.8658,0.9999142532530172,1.8659599999999998,93.306,0.9329,TS272_v1_3,TS272_v2_2,0.93306,v1_v1,0.93306,,,0.9329,3.0,,,2.0
TS227,KUMC,1.8542999999999998,0.9939962476547842,1.8655,93.83500000000001,0.92715,TS227_v1_5,TS227_v2_4,0.93835,v1_v1,0.93835,,,0.92715,5.0,,,4.0
TS207,MULTICOM_ligand,1.86042,0.9978652649645999,1.8643999999999998,93.419,0.93021,TS207_v1_1,TS207_v2_3,0.93419,v1_v1,0.93419,,,0.93021,1.0,,,3.0
TS241,elofsson,1.8612,0.9994952044422009,1.8621400000000001,93.154,0.9306,TS241_v1_4,TS241_v2_3,0.93154,v1_v1,0.93154,,,0.9306,4.0,,,3.0
TS304,AF3-server,1.8612,0.9994952044422009,1.8621400000000001,93.154,0.9306,TS304_v1_4,TS304_v2_3,0.93154,v1_v1,0.93154,,,0.9306,4.0,,,3.0
TS369,Bhattacharya,1.85736,0.9974491302876843,1.86211,93.343,0.92868,TS369_v1_1,TS369_v2_2,0.93343,v1_v1,0.93343,,,0.92868,1.0,,,2.0
TS331,MULTICOM_AI,1.83512,0.9883931985759451,1.85667,93.911,0.91756,TS331_v1_5,TS331_v2_1,0.93911,v1_v1,0.93911,,,0.91756,5.0,,,1.0
TS075,GHZ-ISM,1.8282200000000002,0.9873197602203381,1.8517000000000001,93.759,0.91411,TS075_v1_1,TS075_v2_3,0.93759,v1_v1,0.93759,,,0.91411,1.0,,,3.0
TS284,Unicorn,1.8282200000000002,0.9873197602203381,1.8517000000000001,93.759,0.91411,TS284_v1_1,TS284_v2_3,0.93759,v1_v1,0.93759,,,0.91411,1.0,,,3.0
TS039,arosko,1.7405400000000002,0.9412496349733396,1.84918,87.027,0.97891,TS039_v1_2,TS039_v2_1,0.97891,v2_v2,0.87027,,,0.97891,2.0,,,1.0
TS020,comppharmunibas,1.7428200000000003,0.9495742002974877,1.8353700000000002,87.141,0.96396,TS020_v1_4,TS020_v2_3,0.96396,v2_v2,0.87141,,,0.96396,4.0,,,3.0
TS139,DeepFold-refine,1.6482599999999998,0.9110536265048254,1.80918,82.413,0.98505,TS139_v1_3,TS139_v2_6,0.98505,v2_v2,0.8241299999999999,,,0.98505,3.0,,,6.0
TS294,KiharaLab,1.7110400000000001,0.9616798372320455,1.77922,85.552,0.9237,TS294_v1_3,TS294_v2_2,0.9237,v2_v2,0.8555200000000001,,,0.9237,3.0,,,2.0
TS202,test001,1.56902,0.9338737709211247,1.68012,89.561,0.7845099999999999,TS202_v1_5,TS202_v2_2,0.89561,v1_v1,0.89561,,,0.7845099999999999,5.0,,,2.0
TS167,OpenComplex,1.41028,0.8549535021884889,1.64954,94.44,0.70514,TS167_v1_2,TS167_v2_3,0.9444,v1_v1,0.9444,,,0.70514,2.0,,,3.0
TS461,forlilab,1.5279800000000001,0.9495985283516046,1.60908,76.399,0.84509,TS461_v1_2,TS461_v2_3,0.84509,v2_v2,0.7639900000000001,,,0.84509,2.0,,,3.0
TS120,Cerebra,1.50306,0.9344133883722087,1.6085600000000002,85.703,0.75153,TS120_v1_6,TS120_v2_1,0.8570300000000001,v1_v1,0.8570300000000001,,,0.75153,6.0,,,1.0
TS450,OpenComplex_Server,1.2362,0.791168,1.5625,94.44,0.6181,TS450_v1_5,TS450_v2_1,0.9444,v1_v1,0.9444,,,0.6181,5.0,,,1.0
TS361,Cerebra_server,1.5222399999999998,0.9971243850834844,1.52663,76.551,0.7611199999999999,TS361_v1_3,TS361_v2_4,0.76551,v1_v1,0.76551,,,0.7611199999999999,3.0,,,4.0
TS400,OmniFold,-1.0,0.0,0.93443,0.0,0.93443,TS400_v1_None,TS400_v2_1,0.93443,v2_v2,0.0,,,0.93443,,,,1.0
TS225,Unknown,-1.0,0.0,0.92927,92.927,0.0,TS225_v1_1,TS225_v2_None,0.92927,v1_v1,0.92927,,,0.0,1.0,,,
TS275,Seminoles,-1.0,0.0,0.7870699999999999,78.707,0.0,TS275_v1_1,TS275_v2_None,0.7870699999999999,v1_v1,0.7870699999999999,,,0.0,1.0,,,
TS132,profold2,-1.0,0.0,0.54908,0.0,0.54908,TS132_v1_None,TS132_v2_1,0.54908,v2_v2,0.0,,,0.54908,,,,1.0
