Group,Group_Name,Combined_Score,Best_v1_ref,V1_Model_For_Combined_Score,Best_Score,Best_Source,v1_v1_Score,v1_v1_ModelNumber
TS207,MULTICOM_ligand,84.68386570332214,84.68386570332214,TS207_v1_3,84.68386570332214,v1_v1,84.68386570332214,3
TS164,McGuffin,84.58395427554849,84.58395427554849,TS164_v1_1,84.58395427554849,v1_v1,84.58395427554849,1
TS163,MultiFOLD2,84.58395427554849,84.58395427554849,TS163_v1_1,84.58395427554849,v1_v1,84.58395427554849,1
TS225,Unknown,84.58395427554849,84.58395427554849,TS225_v1_1,84.58395427554849,v1_v1,84.58395427554849,1
TS294,KiharaLab,84.28143150189752,84.28143150189752,TS294_v1_2,84.28143150189752,v1_v1,84.28143150189752,2
TS196,HYU_MLLAB,84.21421679255938,84.21421679255938,TS196_v1_4,84.21421679255938,v1_v1,84.21421679255938,4
TS019,Zheng-Server,84.18067110240007,84.18067110240007,TS019_v1_1,84.18067110240007,v1_v1,84.18067110240007,1
TS475,ptq,84.05934162917588,84.05934162917588,TS475_v1_3,84.05934162917588,v1_v1,84.05934162917588,3
TS304,AF3-server,83.94466888429176,83.94466888429176,TS304_v1_2,83.94466888429176,v1_v1,83.94466888429176,2
TS241,elofsson,83.94466888429176,83.94466888429176,TS241_v1_2,83.94466888429176,v1_v1,83.94466888429176,2
TS301,GHZ-MAN,83.68452319625044,83.68452319625044,TS301_v1_2,83.68452319625044,v1_v1,83.68452319625044,2
TS267,kiharalab_server,83.6702982494991,83.6702982494991,TS267_v1_2,83.6702982494991,v1_v1,83.6702982494991,2
TS079,MRAFold,83.63934540169319,83.63934540169319,TS079_v1_5,83.63934540169319,v1_v1,83.63934540169319,5
TS293,MRAH,83.63145034962801,83.63145034962801,TS293_v1_2,83.63145034962801,v1_v1,83.63145034962801,2
TS450,OpenComplex_Server,83.59203671059386,83.59203671059386,TS450_v1_5,83.59203671059386,v1_v1,83.59203671059386,5
TS167,OpenComplex,83.59203671059386,83.59203671059386,TS167_v1_2,83.59203671059386,v1_v1,83.59203671059386,2
TS345,MULTICOM_human,83.44677770563598,83.44677770563598,TS345_v1_4,83.44677770563598,v1_v1,83.44677770563598,4
TS284,Unicorn,83.41616193536211,83.41616193536211,TS284_v1_2,83.41616193536211,v1_v1,83.41616193536211,2
TS075,GHZ-ISM,83.41616193536211,83.41616193536211,TS075_v1_2,83.41616193536211,v1_v1,83.41616193536211,2
TS369,Bhattacharya,83.2179428280057,83.2179428280057,TS369_v1_1,83.2179428280057,v1_v1,83.2179428280057,1
TS122,MQA_server,83.12965706935151,83.12965706935151,TS122_v1_4,83.12965706935151,v1_v1,83.12965706935151,4
TS051,MULTICOM,83.12290761103884,83.12290761103884,TS051_v1_3,83.12290761103884,v1_v1,83.12290761103884,3
TS331,MULTICOM_AI,83.12290761103884,83.12290761103884,TS331_v1_3,83.12290761103884,v1_v1,83.12290761103884,3
TS145,colabfold_baseline,83.11898936604732,83.11898936604732,TS145_v1_5,83.11898936604732,v1_v1,83.11898936604732,5
TS017,Seder2024hard,83.11898936604732,83.11898936604732,TS017_v1_3,83.11898936604732,v1_v1,83.11898936604732,3
TS235,isyslab-hust,82.62194950520916,82.62194950520916,TS235_v1_3,82.62194950520916,v1_v1,82.62194950520916,3
TS198,colabfold,82.61300188890561,82.61300188890561,TS198_v1_4,82.61300188890561,v1_v1,82.61300188890561,4
TS400,OmniFold,82.22289626132708,82.22289626132708,TS400_v1_1,82.22289626132708,v1_v1,82.22289626132708,1
TS272,GromihaLab,82.10623805325835,82.10623805325835,TS272_v1_1,82.10623805325835,v1_v1,82.10623805325835,1
TS464,PocketTracer,81.86501743631148,81.86501743631148,TS464_v1_4,81.86501743631148,v1_v1,81.86501743631148,4
TS221,CSSB_FAKER,74.20805105552452,74.20805105552452,TS221_v1_3,74.20805105552452,v1_v1,74.20805105552452,3
TS419,CSSB-Human,74.20805105552452,74.20805105552452,TS419_v1_3,74.20805105552452,v1_v1,74.20805105552452,3
TS269,CSSB_server,74.20378453741276,74.20378453741276,TS269_v1_3,74.20378453741276,v1_v1,74.20378453741276,3
TS020,comppharmunibas,74.16100753475301,74.16100753475301,TS020_v1_3,74.16100753475301,v1_v1,74.16100753475301,3
TS052,Yang-Server,73.94644223267787,73.94644223267787,TS052_v1_1,73.94644223267787,v1_v1,73.94644223267787,1
