Group,Group_Name,Combined_Score,Best_v1_ref,Best_v2_ref,V1_Model_For_Combined_Score,v1_v1_Score,v1_v1_ModelNumber,v2_v2_Score,v2_v2_ModelNumber
TS204,Zou,161.89082572618963,66.94097884090267,94.94984688528696,TS204_v1_5,66.94097884090267,5,94.94984688528696,5
TS494,ClusPro,161.70201427223134,62.98429906724059,98.71771520499075,TS494_v1_1,62.98429906724059,1,98.71771520499075,1
TS274,kozakovvajda,161.70201427223134,62.98429906724059,98.71771520499075,TS274_v1_1,62.98429906724059,1,98.71771520499075,1
TS059,DeepFold,161.63674823794162,67.3915912834814,94.2451569544602,TS059_v1_6,67.3915912834814,6,94.2451569544602,6
TS462,Zheng,161.1842310216345,86.42429682041048,74.75993420122403,TS462_v1_6,86.42429682041048,6,74.75993420122403,6
TS298,ShanghaiTech-human,160.54137801710857,89.36754075523868,71.17383726186989,TS298_v1_4,89.36754075523868,4,71.17383726186989,4
TS386,ShanghaiTech-Ligand,160.54137801710857,89.36754075523868,71.17383726186989,TS386_v1_4,89.36754075523868,4,71.17383726186989,4
TS110,MIEnsembles-Server,160.33219315150802,84.08188918864185,76.25030396286617,TS110_v1_2,84.08188918864185,2,76.25030396286617,2
TS022,Yang,160.12873334822078,86.2616568576454,73.86707649057537,TS022_v1_4,86.2616568576454,4,73.86707649057537,4
TS040,DELCLAB,160.067145112415,62.7184893940899,97.34865571832512,TS040_v1_3,62.7184893940899,3,97.34865571832512,3
TS208,falcon2,159.4611793428603,87.664364300854,71.79681504200629,TS208_v1_4,87.664364300854,4,71.79681504200629,4
TS017,Seder2024hard,159.44987884462898,77.75118936604733,81.69868947858166,TS017_v1_3,77.75118936604733,3,81.69868947858166,3
TS145,colabfold_baseline,159.44987884462898,77.75118936604733,81.69868947858166,TS145_v1_5,77.75118936604733,5,81.69868947858166,5
TS419,CSSB-Human,159.3707422700241,68.54905105552453,90.82169121449958,TS419_v1_3,68.54905105552453,3,90.82169121449958,3
TS221,CSSB_FAKER,159.3707422700241,68.54905105552453,90.82169121449958,TS221_v1_3,68.54905105552453,3,90.82169121449958,3
TS269,CSSB_server,159.36642859184224,68.49138453741276,90.87504405442948,TS269_v1_3,68.49138453741276,3,90.87504405442948,3
TS456,Yang-Multimer,159.3564395420908,68.48390927839979,90.872530263691,TS456_v1_5,68.48390927839979,5,90.872530263691,5
TS015,PEZYFoldings,159.3103185863048,91.16584394119002,68.14447464511478,TS015_v1_5,91.16584394119002,5,68.14447464511478,5
TS052,Yang-Server,159.24007129123422,69.05064223267786,90.18942905855636,TS052_v1_1,69.05064223267786,1,90.18942905855636,1
TS286,CSSB_experimental,158.64613483104176,65.8452408517347,92.80089397930706,TS286_v1_2,65.8452408517347,2,92.80089397930706,2
TS019,Zheng-Server,158.5715378962273,79.80927110240007,78.76226679382725,TS019_v1_1,79.80927110240007,1,78.76226679382725,1
TS147,Zheng-Multimer,158.4652161694338,81.50271801859967,76.96249815083415,TS147_v1_1,81.50271801859967,1,76.96249815083415,1
TS262,CoDock,158.45970713188115,66.80705568613782,91.65265144574334,TS262_v1_3,66.80705568613782,3,91.65265144574334,3
TS314,GuijunLab-PAthreader,158.2683545724703,81.12967628763779,77.13867828483251,TS314_v1_1,81.12967628763779,1,77.13867828483251,1
