Group,Group_Name,Combined_Score,Best_v1_ref,V1_Model_For_Combined_Score,Best_Score,Best_Source,v1_v1_Score,v1_v1_ModelNumber
TS015,PEZYFoldings,91.16584394119002,91.16584394119002,TS015_v1_5,91.16584394119002,v1_v1,91.16584394119002,5
TS386,ShanghaiTech-Ligand,89.36754075523868,89.36754075523868,TS386_v1_4,89.36754075523868,v1_v1,89.36754075523868,4
TS298,ShanghaiTech-human,89.36754075523868,89.36754075523868,TS298_v1_4,89.36754075523868,v1_v1,89.36754075523868,4
TS208,falcon2,87.664364300854,87.664364300854,TS208_v1_4,87.664364300854,v1_v1,87.664364300854,4
TS462,Zheng,86.42429682041048,86.42429682041048,TS462_v1_6,86.42429682041048,v1_v1,86.42429682041048,6
TS022,Yang,86.2616568576454,86.2616568576454,TS022_v1_4,86.2616568576454,v1_v1,86.2616568576454,4
TS408,SNU-CHEM-lig,85.95691102123688,85.95691102123688,TS408_v1_1,85.95691102123688,v1_v1,85.95691102123688,1
TS055,LCDD-team,85.68482715007755,85.68482715007755,TS055_v1_5,85.68482715007755,v1_v1,85.68482715007755,5
TS465,Wallner,85.35240300681214,85.35240300681214,TS465_v1_3,85.35240300681214,v1_v1,85.35240300681214,3
TS110,MIEnsembles-Server,84.08188918864185,84.08188918864185,TS110_v1_2,84.08188918864185,v1_v1,84.08188918864185,2
TS202,test001,83.44136954614855,83.44136954614855,TS202_v1_5,83.44136954614855,v1_v1,83.44136954614855,5
TS388,DeepFold-server,82.68532863806209,82.68532863806209,TS388_v1_4,82.68532863806209,v1_v1,82.68532863806209,4
TS423,ShanghaiTech-server,81.8352515004566,81.8352515004566,TS423_v1_1,81.8352515004566,v1_v1,81.8352515004566,1
TS091,Huang-HUST,81.57414773252894,81.57414773252894,TS091_v1_2,81.57414773252894,v1_v1,81.57414773252894,2
TS147,Zheng-Multimer,81.50271801859967,81.50271801859967,TS147_v1_1,81.50271801859967,v1_v1,81.50271801859967,1
TS102,Psi-Phi,81.34162868494506,81.34162868494506,TS102_v1_2,81.34162868494506,v1_v1,81.34162868494506,2
TS375,milliseconds,81.31672773297234,81.31672773297234,TS375_v1_3,81.31672773297234,v1_v1,81.31672773297234,3
TS287,plmfold,81.25072406657682,81.25072406657682,TS287_v1_1,81.25072406657682,v1_v1,81.25072406657682,1
TS020,comppharmunibas,81.1942451093127,81.1942451093127,TS020_v1_4,81.1942451093127,v1_v1,81.1942451093127,4
TS425,MULTICOM_GATE,81.14876319046432,81.14876319046432,TS425_v1_2,81.14876319046432,v1_v1,81.14876319046432,2
TS319,MULTICOM_LLM,81.14876319046432,81.14876319046432,TS319_v1_3,81.14876319046432,v1_v1,81.14876319046432,3
TS314,GuijunLab-PAthreader,81.12967628763779,81.12967628763779,TS314_v1_1,81.12967628763779,v1_v1,81.12967628763779,1
TS264,GuijunLab-Human,81.12967628763779,81.12967628763779,TS264_v1_1,81.12967628763779,v1_v1,81.12967628763779,1
TS148,Guijunlab-Complex,81.12967628763779,81.12967628763779,TS148_v1_5,81.12967628763779,v1_v1,81.12967628763779,5
TS393,GuijunLab-QA,81.12967628763779,81.12967628763779,TS393_v1_1,81.12967628763779,v1_v1,81.12967628763779,1
TS312,GuijunLab-Assembly,81.12967628763779,81.12967628763779,TS312_v1_1,81.12967628763779,v1_v1,81.12967628763779,1
