Model,Group,Model Version,Model Number,Composite_Score_2
T1214TS494_1,TS494,v2,1,98.66656665655769
T1214TS274_1,TS274,v2,1,98.66656665655769
T1214TS274_5,TS274,v2,5,97.45319390773435
T1214TS494_5,TS494,v2,5,97.45319390773435
T1214TS040_3,TS040,v2,3,97.12805141367534
T1214TS040_5,TS040,v2,5,97.03485982407034
T1214TS494_4,TS494,v2,4,97.00516711036187
T1214TS274_4,TS274,v2,4,97.00516711036187
T1214TS274_3,TS274,v2,3,96.93386954268439
T1214TS494_3,TS494,v2,3,96.93386954268439
T1214TS274_2,TS274,v2,2,96.86597235019114
T1214TS494_2,TS494,v2,2,96.86597235019114
T1214TS040_1,TS040,v2,1,96.85566682543964
T1214TS040_2,TS040,v2,2,96.64354256539836
T1214TS091_1,TS091,v2,1,96.52650917474934
T1214TS040_4,TS040,v2,4,96.00175178238179
T1214TS091_5,TS091,v2,5,95.40949595765736
T1214TS091_4,TS091,v2,4,95.40949595765736
T1214TS091_3,TS091,v2,3,95.40949595765736
T1214TS145_1,TS145,v2,1,95.36010329517879
T1214TS017_1,TS017,v2,1,95.36010329517879
T1214TS198_1,TS198,v2,1,95.29438117012654
T1214TS110_5,TS110,v2,5,94.90884692072933
T1214TS462_3,TS462,v2,3,94.83126281276245
T1214TS147_3,TS147,v2,3,94.83126281276245
T1214TS375_4,TS375,v2,4,94.75693439409126
T1214TS204_3,TS204,v2,3,94.59253922699318
T1214TS204_5,TS204,v2,5,94.58067378344951
T1214TS388_1,TS388,v2,1,93.89343572518061
T1214TS388_2,TS388,v2,2,93.7721332015953
T1214TS059_6,TS059,v2,6,93.7721332015953
T1214TS139_6,TS139,v2,6,93.7721332015953
T1214TS204_1,TS204,v2,1,93.12439203705163
T1214TS204_2,TS204,v2,2,93.03687908261841
T1214TS319_4,TS319,v2,4,93.0165288765242
T1214TS059_5,TS059,v2,5,92.61764348774636
T1214TS425_4,TS425,v2,4,92.59910858213716
T1214TS204_4,TS204,v2,4,92.5692617758053
T1214TS059_1,TS059,v2,1,92.55972687801419
T1214TS059_3,TS059,v2,3,92.47720273419439
T1214TS059_4,TS059,v2,4,92.3021469700476
T1214TS059_2,TS059,v2,2,92.30210369633156
T1214TS286_4,TS286,v2,4,92.24870933068672
T1214TS286_3,TS286,v2,3,92.22950809578256
T1214TS286_5,TS286,v2,5,92.2118155682752
T1214TS286_2,TS286,v2,2,92.0704740079148
T1214TS286_1,TS286,v2,1,91.81553979569941
T1214TS456_4,TS456,v2,4,91.2465540913844
T1214TS052_5,TS052,v2,5,91.14495302908405
T1214TS052_4,TS052,v2,4,91.14393543696734
T1214TS052_2,TS052,v2,2,91.0390305008278
T1214TS148_2,TS148,v2,2,90.99364464851857
T1214TS262_2,TS262,v2,2,90.93599478558622
T1214TS262_1,TS262,v2,1,90.93599478558622
T1214TS262_3,TS262,v2,3,90.78766483028805
T1214TS015_1,TS015,v2,1,90.71815503022715
T1214TS456_3,TS456,v2,3,90.39094499758646
T1214TS022_2,TS022,v2,2,90.3049724601043
T1214TS269_4,TS269,v2,4,90.30000780708619
T1214TS262_5,TS262,v2,5,90.28517772961285
T1214TS419_5,TS419,v2,5,90.26588306197118
T1214TS221_5,TS221,v2,5,90.26588306197118
T1214TS269_5,TS269,v2,5,90.194333748112
T1214TS456_2,TS456,v2,2,90.16659127283201
T1214TS221_1,TS221,v2,1,90.12005280418445
T1214TS419_1,TS419,v2,1,90.12005280418445
T1214TS269_1,TS269,v2,1,90.08567452350023
T1214TS419_4,TS419,v2,4,90.06473096921081
T1214TS221_4,TS221,v2,4,90.06473096921081
T1214TS052_3,TS052,v2,3,89.96405137966089
T1214TS262_4,TS262,v2,4,89.94238103775739
T1214TS269_2,TS269,v2,2,89.82159473006983
T1214TS456_5,TS456,v2,5,89.8211473168775
T1214TS269_3,TS269,v2,3,89.78479592207762
T1214TS221_2,TS221,v2,2,89.72671126479592
T1214TS419_2,TS419,v2,2,89.72671126479592
T1214TS456_1,TS456,v2,1,89.71651082922749
T1214TS221_3,TS221,v2,3,89.71640062419864
T1214TS419_3,TS419,v2,3,89.71640062419864
T1214TS022_1,TS022,v2,1,89.2997311252693
T1214TS052_1,TS052,v2,1,88.98288002969787
T1214TS020_3,TS020,v2,3,88.20583755116236
T1214TS022_3,TS022,v2,3,87.31445361006843
T1214TS139_5,TS139,v2,5,83.57527396857893
T1214TS139_2,TS139,v2,2,83.4152283954707
T1214TS139_4,TS139,v2,4,82.47132098404941
T1214TS139_1,TS139,v2,1,81.83011867548161
T1214TS039_3,TS039,v2,3,80.99276239915822
T1214TS039_2,TS039,v2,2,80.98615525630109
T1214TS039_1,TS039,v2,1,80.86499454201537
T1214TS369_5,TS369,v2,5,80.22362910360374
T1214TS287_5,TS287,v2,5,79.7172408209825
T1214TS198_4,TS198,v2,4,79.51126864370049
T1214TS235_4,TS235,v2,4,79.44135788937027
T1214TS461_3,TS461,v2,3,79.29523857750098
T1214TS017_3,TS017,v2,3,78.89252735039992
T1214TS145_5,TS145,v2,5,78.89252735039992
T1214TS369_4,TS369,v2,4,78.75044041124382
T1214TS235_5,TS235,v2,5,78.36358842152319
T1214TS287_4,TS287,v2,4,78.13961266345801
T1214TS465_1,TS465,v2,1,78.13021888233976
T1214TS208_2,TS208,v2,2,78.12117529039821
T1214TS393_4,TS393,v2,4,78.1174631380084
T1214TS312_5,TS312,v2,5,78.1174631380084
T1214TS314_5,TS314,v2,5,78.1174631380084
T1214TS198_2,TS198,v2,2,77.98031696389094
T1214TS267_3,TS267,v2,3,77.89785986712994
T1214TS369_3,TS369,v2,3,77.84360374883767
T1214TS208_5,TS208,v2,5,77.76144002052531
T1214TS235_2,TS235,v2,2,77.70462173569409
T1214TS235_1,TS235,v2,1,77.54212465214198
T1214TS264_6,TS264,v2,6,77.51220918241619
T1214TS314_4,TS314,v2,4,77.51220918241619
T1214TS393_2,TS393,v2,2,77.51220918241619
T1214TS312_4,TS312,v2,4,77.51220918241619
T1214TS304_1,TS304,v2,1,77.16952165802104
T1214TS241_1,TS241,v2,1,77.16952165802104
T1214TS163_5,TS163,v2,5,77.14993308581619
T1214TS164_5,TS164,v2,5,77.14993308581619
T1214TS051_6,TS051,v2,6,77.10684277281821
