Model,Group,Model Version,Model Number,Composite_Score_3
R1203TS417_2,TS417,v1,2,9.912776209262226
R1203TS267_4,TS267,v1,4,9.904600444846302
R1203TS169_1,TS169,v1,1,9.872260704327383
R1203TS294_5,TS294,v1,5,9.796013566428572
R1203TS435_4,TS435,v1,4,9.576885469053085
R1203TS294_2,TS294,v1,2,9.564186410113487
R1203TS261_1,TS261,v1,1,9.557599081453159
R1203TS481_4,TS481,v1,4,9.52679343139798
R1203TS063_5,TS063,v1,5,9.476904251172018
R1203TS338_4,TS338,v1,4,9.432954587271473
R1203TS165_2,TS165,v1,2,9.418622230172119
R1203TS165_5,TS165,v1,5,9.374067392990293
R1203TS481_3,TS481,v1,3,9.36804937830814
R1203TS456_1,TS456,v1,1,9.349055780451536
R1203TS238_1,TS238,v1,1,9.313716465455117
R1203TS272_3,TS272,v1,3,9.286312287775795
R1203TS456_4,TS456,v1,4,9.251428603599676
R1203TS167_5,TS167,v1,5,9.209585712845616
R1203TS183_4,TS183,v1,4,9.207915986140932
R1203TS169_4,TS169,v1,4,9.188117697194253
R1203TS317_5,TS317,v1,5,9.187597589905767
R1203TS423_1,TS423,v1,1,9.179996297979894
R1203TS298_1,TS298,v1,1,9.179996297979894
R1203TS338_1,TS338,v1,1,9.177520431904991
R1203TS435_3,TS435,v1,3,9.172382512461743
R1203TS448_4,TS448,v1,4,9.160878524180756
R1203TS267_5,TS267,v1,5,9.129522315086392
R1203TS063_2,TS063,v1,2,9.12386088789352
R1203TS267_2,TS267,v1,2,9.12225143010368
R1203TS006_5,TS006,v1,5,9.113453568677757
R1203TS481_1,TS481,v1,1,9.101431552763804
R1203TS159_5,TS159,v1,5,9.046651870440801
R1203TS286_5,TS286,v1,5,8.99268592958759
R1203TS063_4,TS063,v1,4,8.968683933948224
R1203TS358_1,TS358,v1,1,8.81684274086692
R1203TS358_4,TS358,v1,4,8.800701172578709
R1203TS052_5,TS052,v1,5,8.785457021572968
R1203TS272_2,TS272,v1,2,8.763082289315566
R1203TS167_4,TS167,v1,4,8.641685442372538
R1203TS481_2,TS481,v1,2,8.630458333203931
R1203TS167_1,TS167,v1,1,8.581740129931969
R1203TS456_5,TS456,v1,5,8.505933366314196
R1203TS338_2,TS338,v1,2,8.410641533555538
R1203TS267_3,TS267,v1,3,8.309689790801349
R1203TS448_5,TS448,v1,5,8.300634834109434
R1203TS358_3,TS358,v1,3,8.294618308183798
R1203TS338_3,TS338,v1,3,8.185350441448652
R1203TS052_3,TS052,v1,3,8.174963664215916
R1203TS450_1,TS450,v1,1,7.987142857143003
R1203TS462_1,TS462,v1,1,7.981162869693908
R1203TS167_3,TS167,v1,3,7.9785721396229
R1203TS110_2,TS110,v1,2,7.943413379006147
R1203TS462_2,TS462,v1,2,7.943413379006147
R1203TS235_3,TS235,v1,3,7.852215799432945
R1203TS110_5,TS110,v1,5,7.797301035663713
R1203TS450_3,TS450,v1,3,7.657142857165054
R1203TS183_1,TS183,v1,1,7.6501262839796285
R1203TS028_1,TS028,v1,1,7.624959571228507
R1203TS462_3,TS462,v1,3,7.546343661413968
R1203TS231_4,TS231,v1,4,7.545715180304197
R1203TS110_4,TS110,v1,4,7.53842654789261
R1203TS110_1,TS110,v1,1,7.536781921063718
R1203TS156_4,TS156,v1,4,7.452747776762533
R1203TS462_5,TS462,v1,5,7.449066628220022
R1203TS110_3,TS110,v1,3,7.449066628220022
R1203TS462_4,TS462,v1,4,7.439728274310812
R1203TS235_1,TS235,v1,1,7.404022852791518
R1203TS261_4,TS261,v1,4,7.3928571491951285
R1203TS450_5,TS450,v1,5,7.377739419419297
R1203TS261_2,TS261,v1,2,7.268640926078467
R1203TS417_1,TS417,v1,1,7.215286809366762
R1203TS094_3,TS094,v1,3,7.108698270078352
R1203TS450_4,TS450,v1,4,7.054289250196336
R1203TS261_5,TS261,v1,5,6.955714358668399
R1203TS367_1,TS367,v1,1,6.695454547384761
R1203TS028_2,TS028,v1,2,6.567263280771863
R1203TS183_3,TS183,v1,3,6.5553140392197
R1203TS165_4,TS165,v1,4,6.547617188453595
R1203TS235_4,TS235,v1,4,6.471438390627293
R1203TS448_2,TS448,v1,2,6.071070072232127
R1203TS028_4,TS028,v1,4,5.325513507891599
R1203TS094_5,TS094,v1,5,5.187530984738923
R1203TS052_4,TS052,v1,4,4.918823645235603
R1203TS208_1,TS208,v1,1,4.125439569436727
R1203TS448_3,TS448,v1,3,3.660282357884912
R1203TS306_1,TS306,v1,1,2.8758887383302776
R1203TS156_2,TS156,v1,2,2.7884385530329947
R1203TS317_2,TS317,v1,2,2.749202595510064
R1203TS094_1,TS094,v1,1,2.288043055834909
R1203TS403_1,TS403,v1,1,2.227753355399649
R1203TS456_3,TS456,v1,3,1.7359407739202577
R1203TS369_1,TS369,v1,1,1.4053330214889086
R1203TS317_3,TS317,v1,3,1.2660368478598667
R1203TS094_4,TS094,v1,4,1.1009463602638707
R1203TS417_3,TS417,v1,3,0.6776459747895849
R1203TS317_1,TS317,v1,1,0.5849744216615896
R1203TS156_3,TS156,v1,3,0.1214285714285891
R1203TS033_2,TS033,v1,2,
R1203TS033_4,TS033,v1,4,
R1203TS033_1,TS033,v1,1,
R1203TS033_3,TS033,v1,3,
R1203TS033_5,TS033,v1,5,
