Model,Composite_Score_3
T1214TS014_5,86.23069005500794
T1214TS015_5,95.40263498026908
T1214TS017_3,84.76022553518746
T1214TS019_1,85.61582465791173
T1214TS020_3,76.56369683382488
T1214TS022_4,91.32537917845286
T1214TS039_3,55.807636237747126
T1214TS040_5,53.84392541068784
T1214TS051_3,84.55640402076835
T1214TS052_1,76.28161785665547
T1214TS055_3,91.58236732649496
T1214TS059_6,75.61904198971452
T1214TS075_2,84.8863425975176
T1214TS079_1,85.06329059355946
T1214TS091_2,87.12503733070581
T1214TS102_2,86.95398986052467
T1214TS110_2,89.48434931356276
T1214TS120_6,63.21187173514145
T1214TS122_4,84.64721909373552
T1214TS132_1,9.661322393871066
T1214TS139_6,75.61904198971452
T1214TS145_5,84.76022553518746
T1214TS147_1,87.3814418262027
T1214TS148_5,86.74194402958885
T1214TS163_1,86.06253883256925
T1214TS164_1,86.06253883256925
T1214TS167_2,85.00407926579825
T1214TS196_4,85.70291870253654
T1214TS198_4,84.28640768848842
T1214TS202_5,90.8608083189099
T1214TS204_5,75.40325997459061
T1214TS207_3,86.08934026305562
T1214TS208_4,92.8049822558509
T1214TS221_3,76.6305464631347
T1214TS225_1,86.06253883256925
T1214TS227_3,86.66552338965171
T1214TS235_3,84.10727499860184
T1214TS241_2,85.46052528289985
T1214TS262_3,74.53553907878016
T1214TS264_1,86.74194402958885
T1214TS267_2,85.12541413074716
T1214TS269_3,76.63732339766776
T1214TS272_1,83.66676627154354
T1214TS274_3,53.90498705923477
T1214TS275_1,42.725869894326124
T1214TS284_2,84.8863425975176
T1214TS286_4,54.6898902945462
T1214TS287_1,86.9553716349651
T1214TS293_2,85.06329059355946
T1214TS294_2,85.78367880397442
T1214TS298_4,94.07637599944094
T1214TS301_2,85.17322510622758
T1214TS304_2,85.46052528289985
T1214TS311_4,86.2096647238484
T1214TS312_1,86.74194402958885
T1214TS314_1,86.74194402958885
T1214TS319_3,86.3901111010907
T1214TS331_3,84.55640402076835
T1214TS345_4,84.87200307864381
T1214TS361_1,18.763535444563466
T1214TS369_1,84.70326832139838
T1214TS375_3,86.73198856032263
T1214TS386_4,94.07637599944094
T1214TS388_4,87.74867809278018
T1214TS393_1,86.74194402958885
T1214TS400_1,83.79730643666424
T1214TS408_1,91.7967299659223
T1214TS419_3,76.6305464631347
T1214TS423_1,87.24936848384218
T1214TS425_2,86.3901111010907
T1214TS450_5,85.00407926579825
T1214TS456_1,75.87282820211426
T1214TS461_2,39.804513143766144
T1214TS462_6,92.28802192338253
T1214TS464_1,83.4359510643712
T1214TS465_3,90.73710780907159
T1214TS475_2,85.45763424138663
T1214TS494_3,53.90498705923477
