Model,Group,Model Number,Model Version,GDT_TS
R1203v1TS338_3,TS338,3,v1,0.45709000000000005
R1203v1TS338_4,TS338,4,v1,0.45709000000000005
R1203v1TS267_5,TS267,5,v1,0.45521999999999996
R1203v1TS267_3,TS267,3,v1,0.45336
R1203v1TS231_1,TS231,1,v1,0.44963000000000003
R1203v1TS052_1,TS052,1,v1,0.44776000000000005
R1203v1TS456_2,TS456,2,v1,0.4459
R1203v1TS286_5,TS286,5,v1,0.4459
R1203v1TS369_1,TS369,1,v1,0.4459
R1203v1TS286_1,TS286,1,v1,0.4459
R1203v1TS272_3,TS272,3,v1,0.4459
R1203v1TS189_1,TS189,1,v1,0.44403
R1203v1TS435_1,TS435,1,v1,0.44403
R1203v1TS063_3,TS063,3,v1,0.44216
R1203v1TS063_1,TS063,1,v1,0.4403
R1203v1TS481_4,TS481,4,v1,0.43843000000000004
R1203v1TS286_2,TS286,2,v1,0.43843000000000004
R1203v1TS063_5,TS063,5,v1,0.43843000000000004
R1203v1TS052_4,TS052,4,v1,0.43656999999999996
R1203v1TS481_5,TS481,5,v1,0.43656999999999996
R1203v1TS063_2,TS063,2,v1,0.4347
R1203v1TS189_2,TS189,2,v1,0.4347
R1203v1TS165_5,TS165,5,v1,0.43284
R1203v1TS481_3,TS481,3,v1,0.43284
R1203v1TS481_1,TS481,1,v1,0.43284
R1203v1TS481_2,TS481,2,v1,0.43097
R1203v1TS456_5,TS456,5,v1,0.43097
R1203v1TS435_4,TS435,4,v1,0.4291
R1203v1TS159_5,TS159,5,v1,0.4291
R1203v1TS159_4,TS159,4,v1,0.42723999999999995
R1203v1TS435_2,TS435,2,v1,0.42536999999999997
R1203v1TS028_4,TS028,4,v1,0.42351
R1203v1TS267_2,TS267,2,v1,0.42351
R1203v1TS267_1,TS267,1,v1,0.42351
R1203v1TS435_6,TS435,6,v1,0.42351
R1203v1TS208_1,TS208,1,v1,0.42164
R1203v1TS159_3,TS159,3,v1,0.41231
R1203v1TS317_4,TS317,4,v1,0.40857999999999994
R1203v1TS235_4,TS235,4,v1,0.39925
R1203v1TS317_5,TS317,5,v1,0.39738999999999997
R1203v1TS317_1,TS317,1,v1,0.39366
R1203v1TS189_4,TS189,4,v1,0.38619
R1203v1TS189_3,TS189,3,v1,0.38433
R1203v1TS435_3,TS435,3,v1,0.38060000000000005
R1203v1TS423_1,TS423,1,v1,0.37872999999999996
R1203v1TS298_1,TS298,1,v1,0.37872999999999996
R1203v1TS235_1,TS235,1,v1,0.37872999999999996
R1203v1TS235_3,TS235,3,v1,0.37687
R1203v1TS028_3,TS028,3,v1,0.37127000000000004
R1203v1TS462_4,TS462,4,v1,0.36194000000000004
R1203v1TS462_1,TS462,1,v1,0.36007
R1203v1TS028_1,TS028,1,v1,0.35075
R1203v1TS294_5,TS294,5,v1,0.34887999999999997
R1203v1TS110_1,TS110,1,v1,0.34515
R1203v1TS462_3,TS462,3,v1,0.34515
R1203v1TS462_5,TS462,5,v1,0.34515
R1203v1TS110_3,TS110,3,v1,0.34515
R1203v1TS167_1,TS167,1,v1,0.33954999999999996
R1203v1TS167_4,TS167,4,v1,0.31903
R1203v1TS167_5,TS167,5,v1,0.29291
R1203v1TS110_5,TS110,5,v1,0.29291
R1203v1TS462_2,TS462,2,v1,0.27612
R1203v1TS110_2,TS110,2,v1,0.27612
R1203v1TS456_4,TS456,4,v1,0.27425
R1203v1TS358_3,TS358,3,v1,0.27425
R1203v1TS231_3,TS231,3,v1,0.27239
R1203v1TS110_4,TS110,4,v1,0.26866
R1203v1TS231_4,TS231,4,v1,0.25933
R1203v1TS167_3,TS167,3,v1,0.25745999999999997
R1203v1TS094_5,TS094,5,v1,0.25745999999999997
R1203v1TS156_4,TS156,4,v1,0.2556
R1203v1TS358_2,TS358,2,v1,0.21455
R1203v1TS358_4,TS358,4,v1,0.21082
R1203v1TS094_2,TS094,2,v1,0.20709
R1203v1TS272_2,TS272,2,v1,0.20521999999999999
R1203v1TS156_3,TS156,3,v1,0.20335999999999999
R1203v1TS094_4,TS094,4,v1,0.20149
R1203v1TS169_4,TS169,4,v1,0.1959
R1203v1TS156_5,TS156,5,v1,0.19402999999999998
R1203v1TS156_2,TS156,2,v1,0.19216
R1203v1TS358_1,TS358,1,v1,0.18843
R1203v1TS094_1,TS094,1,v1,0.18097000000000002
R1203v1TS094_3,TS094,3,v1,0.17164000000000001
R1203v1TS358_5,TS358,5,v1,0.16978000000000001
R1203v1TS169_5,TS169,5,v1,0.16045
R1203v1TS169_3,TS169,3,v1,0.15299
R1203v1TS261_5,TS261,5,v1,0.14366
R1203v1TS169_1,TS169,1,v1,0.14366
R1203v1TS261_4,TS261,4,v1,0.13806
R1203v1TS169_2,TS169,2,v1,0.13806
R1203v1TS261_3,TS261,3,v1,0.13433
R1203v1TS261_2,TS261,2,v1,0.12872999999999998
R1203v1TS450_5,TS450,5,v1,0.12686999999999998
R1203v1TS261_1,TS261,1,v1,0.125
R1203v1TS450_4,TS450,4,v1,0.12313
R1203v1TS450_1,TS450,1,v1,0.11939999999999999
R1203v1TS450_2,TS450,2,v1,0.11567
R1203v1TS450_3,TS450,3,v1,0.11194000000000001
R1203v1TS033_2,TS033,2,v1,0.0
R1203v1TS033_5,TS033,5,v1,0.0
R1203v1TS033_4,TS033,4,v1,0.0
R1203v1TS033_3,TS033,3,v1,0.0
R1203v1TS033_1,TS033,1,v1,0.0
