Model,Group,Model Version,Model Number,Composite_Score_3
T1214TS015_5,TS015,v1,5,95.40263498026908
T1214TS015_2,TS015,v1,2,95.17470767221404
T1214TS386_4,TS386,v1,4,94.07637599944094
T1214TS298_4,TS298,v1,4,94.07637599944094
T1214TS386_1,TS386,v1,1,94.0749912619683
T1214TS298_1,TS298,v1,1,94.0749912619683
T1214TS386_3,TS386,v1,3,93.84588752509691
T1214TS298_3,TS298,v1,3,93.84588752509691
T1214TS386_2,TS386,v1,2,93.71191617765183
T1214TS298_2,TS298,v1,2,93.71191617765183
T1214TS208_4,TS208,v1,4,92.8049822558509
T1214TS386_5,TS386,v1,5,92.50654975268095
T1214TS298_5,TS298,v1,5,92.50654975268095
T1214TS462_6,TS462,v1,6,92.28802192338253
T1214TS408_1,TS408,v1,1,91.7967299659223
T1214TS055_3,TS055,v1,3,91.58236732649496
T1214TS055_5,TS055,v1,5,91.58236732649496
T1214TS055_4,TS055,v1,4,91.58236732649496
T1214TS022_4,TS022,v1,4,91.32537917845286
T1214TS202_5,TS202,v1,5,90.8608083189099
T1214TS465_3,TS465,v1,3,90.73710780907159
T1214TS110_2,TS110,v1,2,89.48434931356276
T1214TS465_2,TS465,v1,2,88.55739955701996
T1214TS022_5,TS022,v1,5,88.21237617112072
T1214TS015_3,TS015,v1,3,88.03407237565654
T1214TS388_4,TS388,v1,4,87.74867809278018
T1214TS465_4,TS465,v1,4,87.59000049270145
T1214TS462_1,TS462,v1,1,87.3814418262027
T1214TS147_1,TS147,v1,1,87.3814418262027
T1214TS423_1,TS423,v1,1,87.24936848384218
T1214TS465_5,TS465,v1,5,87.2037562070183
T1214TS091_2,TS091,v1,2,87.12503733070581
T1214TS287_1,TS287,v1,1,86.9553716349651
T1214TS102_1,TS102,v1,1,86.95398986052467
T1214TS102_2,TS102,v1,2,86.95398986052467
T1214TS102_3,TS102,v1,3,86.95398986052467
T1214TS102_5,TS102,v1,5,86.95398986052467
T1214TS102_4,TS102,v1,4,86.95398986052467
T1214TS287_2,TS287,v1,2,86.86149179090748
T1214TS110_1,TS110,v1,1,86.8033863391095
T1214TS148_5,TS148,v1,5,86.74194402958885
T1214TS264_1,TS264,v1,1,86.74194402958885
T1214TS314_1,TS314,v1,1,86.74194402958885
T1214TS393_1,TS393,v1,1,86.74194402958885
T1214TS312_1,TS312,v1,1,86.74194402958885
T1214TS375_3,TS375,v1,3,86.73198856032263
T1214TS227_3,TS227,v1,3,86.66552338965171
T1214TS227_2,TS227,v1,2,86.66511842183561
T1214TS319_3,TS319,v1,3,86.3901111010907
T1214TS425_2,TS425,v1,2,86.3901111010907
T1214TS014_5,TS014,v1,5,86.23069005500794
T1214TS311_4,TS311,v1,4,86.2096647238484
T1214TS014_4,TS014,v1,4,86.09274720645377
T1214TS207_3,TS207,v1,3,86.08934026305562
T1214TS207_1,TS207,v1,1,86.08934026305562
T1214TS207_2,TS207,v1,2,86.08934026305562
T1214TS225_1,TS225,v1,1,86.06253883256925
T1214TS164_1,TS164,v1,1,86.06253883256925
T1214TS163_1,TS163,v1,1,86.06253883256925
T1214TS014_1,TS014,v1,1,86.02079318326449
T1214TS163_2,TS163,v1,2,85.9702735399992
T1214TS164_2,TS164,v1,2,85.9702735399992
T1214TS294_2,TS294,v1,2,85.78367880397442
T1214TS227_4,TS227,v1,4,85.76012217315504
T1214TS227_5,TS227,v1,5,85.76012217315504
T1214TS227_1,TS227,v1,1,85.76012217315504
T1214TS311_1,TS311,v1,1,85.74696530674616
T1214TS014_6,TS014,v1,6,85.7259148830294
T1214TS196_4,TS196,v1,4,85.70291870253654
T1214TS019_1,TS019,v1,1,85.61582465791173
T1214TS196_2,TS196,v1,2,85.57775420468568
T1214TS312_2,TS312,v1,2,85.57626664022459
T1214TS314_2,TS314,v1,2,85.57626664022459
T1214TS393_6,TS393,v1,6,85.57626664022459
T1214TS264_5,TS264,v1,5,85.57626664022459
T1214TS311_3,TS311,v1,3,85.5439357321801
T1214TS408_3,TS408,v1,3,85.53770065584925
T1214TS304_2,TS304,v1,2,85.46052528289985
T1214TS241_2,TS241,v1,2,85.46052528289985
T1214TS475_2,TS475,v1,2,85.45763424138663
T1214TS475_3,TS475,v1,3,85.45335966313789
T1214TS475_4,TS475,v1,4,85.44591679846125
T1214TS287_3,TS287,v1,3,85.26144918755065
T1214TS019_2,TS019,v1,2,85.18403692637442
T1214TS301_2,TS301,v1,2,85.17322510622758
T1214TS110_3,TS110,v1,3,85.16664735692301
T1214TS267_2,TS267,v1,2,85.12541413074716
T1214TS110_4,TS110,v1,4,85.09770338787715
T1214TS293_2,TS293,v1,2,85.06329059355946
T1214TS079_1,TS079,v1,1,85.06329059355946
T1214TS079_5,TS079,v1,5,85.05797155321835
