Model,Composite_Score_4
T1214TS014_2,84.46023853096868
T1214TS015_1,94.6638400102754
T1214TS017_1,97.20749088338762
T1214TS019_5,83.36062920616006
T1214TS020_3,93.31820456372432
T1214TS022_2,94.7047030028815
T1214TS039_2,84.91409910343614
T1214TS040_3,98.52725571832511
T1214TS051_6,85.01396907663047
T1214TS052_5,95.3248403783704
T1214TS055_2,77.79460409895081
T1214TS059_6,96.3381569544602
T1214TS075_1,83.81359374955558
T1214TS079_2,82.56531195090767
T1214TS091_1,98.12871157867409
T1214TS102_3,81.26204659559832
T1214TS110_5,96.85506048555719
T1214TS120_6,61.23167990439996
T1214TS122_1,84.7912273681287
T1214TS132_1,12.08587479990685
T1214TS139_6,96.3381569544602
T1214TS145_1,97.20749088338762
T1214TS147_3,96.79177088615249
T1214TS148_2,93.98607512682476
T1214TS163_5,85.13266157308061
T1214TS164_5,85.13266157308061
T1214TS167_2,82.88119309546532
T1214TS196_1,84.51587872548745
T1214TS198_1,97.1210996025648
T1214TS202_5,53.34970569022671
T1214TS204_5,96.63264688528696
T1214TS207_2,81.69152375209211
T1214TS208_2,85.78967158342928
T1214TS221_5,94.25383970865087
T1214TS225_1,82.34527032890867
T1214TS227_1,82.13366393017607
T1214TS235_5,85.82848968991138
T1214TS241_1,84.99564192292993
T1214TS262_1,95.18549425656738
T1214TS264_6,85.26163912764775
T1214TS267_3,85.34173724556322
T1214TS269_4,94.28504930922364
T1214TS272_3,84.45208619003718
T1214TS274_1,98.98571520499075
T1214TS275_1,36.384431538287856
T1214TS284_1,83.81359374955558
T1214TS286_3,96.00890489868227
T1214TS287_5,87.09293595035324
T1214TS293_1,82.56531195090767
T1214TS294_2,82.02773604900672
T1214TS298_5,77.05561652681047
T1214TS301_4,84.57206050903457
T1214TS304_1,84.99564192292993
T1214TS311_5,84.26702622513423
T1214TS312_5,85.74368561483439
T1214TS314_5,85.74368561483439
T1214TS319_4,95.66622343541815
T1214TS331_5,83.58725383227409
T1214TS345_1,84.9963680809772
T1214TS361_1,41.571867651472665
T1214TS369_5,88.32189310754583
T1214TS375_4,96.89167882549262
T1214TS386_5,77.05561652681047
T1214TS388_1,96.41299121526188
T1214TS393_4,85.74368561483439
T1214TS400_1,83.88328618158505
T1214TS408_2,82.8096115398585
T1214TS419_5,94.25383970865087
T1214TS423_3,83.89036040768787
T1214TS425_4,95.37474253372373
T1214TS450_5,82.88119309546532
T1214TS456_4,95.33937644922736
T1214TS461_3,69.75032037308691
T1214TS462_3,96.79177088615249
T1214TS464_5,84.75580876128939
T1214TS465_1,85.63346307665032
T1214TS475_5,84.69523985706087
T1214TS494_1,98.98571520499075
