Model,Group,Model Version,Model Number,Composite_Score_2
R1203TS241_3,TS241,v1,3,71.29599811288819
R1203TS304_3,TS304,v1,3,71.29599811288819
R1203TS435_5,TS435,v1,5,68.50157601998266
R1203TS235_2,TS235,v1,2,66.44822758389648
R1203TS159_1,TS159,v1,1,63.911896784843705
R1203TS231_1,TS231,v1,1,61.76967670267137
R1203TS235_5,TS235,v1,5,59.476848146622935
R1203TS435_2,TS435,v1,2,59.251977824380404
R1203TS417_4,TS417,v1,4,59.14634730015714
R1203TS156_1,TS156,v1,1,58.97744458162994
R1203TS369_2,TS369,v1,2,58.885618778171505
R1203TS189_5,TS189,v1,5,58.11951010107924
R1203TS006_2,TS006,v1,2,57.890904640949586
R1203TS028_3,TS028,v1,3,56.026340711119445
R1203TS448_1,TS448,v1,1,54.03064226587007
R1203TS286_1,TS286,v1,1,53.674456290776
R1203TS006_4,TS006,v1,4,53.27828138035773
R1203TS238_5,TS238,v1,5,52.69988294360174
R1203TS052_2,TS052,v1,2,52.6607705497356
R1203TS183_5,TS183,v1,5,52.534661621801504
R1203TS435_1,TS435,v1,1,51.56803810980051
R1203TS267_1,TS267,v1,1,51.46692344764516
R1203TS159_4,TS159,v1,4,48.738471905085106
R1203TS400_1,TS400,v1,1,48.37830342163001
R1203TS167_2,TS167,v1,2,48.25918841509131
R1203TS272_1,TS272,v1,1,47.9817369715998
R1203TS241_1,TS241,v1,1,47.73492369691099
R1203TS294_1,TS294,v1,1,47.73492369691099
R1203TS304_1,TS304,v1,1,47.73492369691099
R1203TS304_2,TS304,v1,2,47.57546025639106
R1203TS241_2,TS241,v1,2,47.57546025639106
R1203TS369_5,TS369,v1,5,47.537612987691475
R1203TS272_4,TS272,v1,4,47.528795522761094
R1203TS006_3,TS006,v1,3,47.52870902021212
R1203TS241_4,TS241,v1,4,47.20083389729021
R1203TS304_4,TS304,v1,4,47.20083389729021
R1203TS272_5,TS272,v1,5,47.16041932320103
R1203TS369_3,TS369,v1,3,47.1277518063459
R1203TS159_2,TS159,v1,2,46.959632793069616
R1203TS276_1,TS276,v1,1,46.882635316221844
R1203TS006_1,TS006,v1,1,46.8598516622202
R1203TS304_5,TS304,v1,5,46.484468425533166
R1203TS241_5,TS241,v1,5,46.484468425533166
R1203TS369_4,TS369,v1,4,45.9712498636143
R1203TS238_2,TS238,v1,2,45.17373075147023
