Model,Group,Model Version,Model Number,Composite_Score_4
T1214TS274_1,TS274,v2,1,98.98571520499075
T1214TS494_1,TS494,v2,1,98.98571520499075
T1214TS040_3,TS040,v2,3,98.52725571832511
T1214TS494_5,TS494,v2,5,98.36935897016318
T1214TS274_5,TS274,v2,5,98.36935897016318
T1214TS040_5,TS040,v2,5,98.3311426061899
T1214TS040_1,TS040,v2,1,98.30957848304321
T1214TS040_2,TS040,v2,2,98.13627033809114
T1214TS091_1,TS091,v2,1,98.12871157867409
T1214TS494_4,TS494,v2,4,98.07758658796256
T1214TS274_4,TS274,v2,4,98.07758658796256
T1214TS274_3,TS274,v2,3,98.07129685742407
T1214TS494_3,TS494,v2,3,98.07129685742407
T1214TS494_2,TS494,v2,2,98.0408816926316
T1214TS274_2,TS274,v2,2,98.0408816926316
T1214TS040_4,TS040,v2,4,97.91842265191448
T1214TS091_4,TS091,v2,4,97.33710100500049
T1214TS091_5,TS091,v2,5,97.33710100500049
T1214TS091_3,TS091,v2,3,97.33710100500049
T1214TS145_1,TS145,v2,1,97.20749088338762
T1214TS017_1,TS017,v2,1,97.20749088338762
T1214TS198_1,TS198,v2,1,97.1210996025648
T1214TS375_4,TS375,v2,4,96.89167882549262
T1214TS110_5,TS110,v2,5,96.85506048555719
T1214TS462_3,TS462,v2,3,96.79177088615249
T1214TS147_3,TS147,v2,3,96.79177088615249
T1214TS204_5,TS204,v2,5,96.63264688528696
T1214TS204_3,TS204,v2,3,96.63135135635262
T1214TS388_1,TS388,v2,1,96.41299121526188
T1214TS059_6,TS059,v2,6,96.3381569544602
T1214TS139_6,TS139,v2,6,96.3381569544602
T1214TS388_2,TS388,v2,2,96.3381569544602
T1214TS059_5,TS059,v2,5,96.2420629023546
T1214TS059_1,TS059,v2,1,96.22352961456885
T1214TS059_4,TS059,v2,4,96.08403132287916
T1214TS059_3,TS059,v2,3,96.0724178553695
T1214TS286_3,TS286,v2,3,96.00890489868227
T1214TS286_4,TS286,v2,4,95.9990823096808
T1214TS286_5,TS286,v2,5,95.99545621598854
T1214TS059_2,TS059,v2,2,95.98473862507925
T1214TS204_2,TS204,v2,2,95.93085646945245
T1214TS286_2,TS286,v2,2,95.86469397930708
T1214TS204_1,TS204,v2,1,95.82909206362476
T1214TS319_4,TS319,v2,4,95.66622343541815
T1214TS286_1,TS286,v2,1,95.64204370993241
T1214TS204_4,TS204,v2,4,95.58723599780396
T1214TS425_4,TS425,v2,4,95.37474253372373
T1214TS456_4,TS456,v2,4,95.33937644922736
T1214TS052_5,TS052,v2,5,95.3248403783704
T1214TS052_4,TS052,v2,4,95.3008176715867
T1214TS052_2,TS052,v2,2,95.19889372267505
T1214TS262_2,TS262,v2,2,95.18549425656738
T1214TS262_1,TS262,v2,1,95.18549425656738
T1214TS262_3,TS262,v2,3,95.10085144574333
T1214TS262_5,TS262,v2,5,94.77353775459429
T1214TS456_3,TS456,v2,3,94.7712324111249
T1214TS022_2,TS022,v2,2,94.7047030028815
T1214TS015_1,TS015,v2,1,94.6638400102754
T1214TS262_4,TS262,v2,4,94.5382244117188
T1214TS456_2,TS456,v2,2,94.49099259977851
T1214TS052_3,TS052,v2,3,94.46620693485633
T1214TS456_5,TS456,v2,5,94.30033026369101
T1214TS269_4,TS269,v2,4,94.28504930922364
T1214TS269_5,TS269,v2,5,94.268978989503
T1214TS221_5,TS221,v2,5,94.25383970865087
T1214TS419_5,TS419,v2,5,94.25383970865087
T1214TS456_1,TS456,v2,1,94.25156975651441
T1214TS419_1,TS419,v2,1,94.10195403542757
T1214TS221_1,TS221,v2,1,94.10195403542757
T1214TS269_1,TS269,v2,1,94.08195538702803
T1214TS221_4,TS221,v2,4,94.06579209213604
T1214TS419_4,TS419,v2,4,94.06579209213604
T1214TS148_2,TS148,v2,2,93.98607512682476
T1214TS022_1,TS022,v2,1,93.97894846992595
T1214TS269_2,TS269,v2,2,93.88018777506926
T1214TS269_3,TS269,v2,3,93.8794440544295
T1214TS419_3,TS419,v2,3,93.83349121449959
T1214TS221_3,TS221,v2,3,93.83349121449959
T1214TS419_2,TS419,v2,2,93.83106743993517
T1214TS221_2,TS221,v2,2,93.83106743993517
T1214TS052_1,TS052,v2,1,93.70922905855635
T1214TS020_3,TS020,v2,3,93.31820456372432
T1214TS022_3,TS022,v2,3,92.37602146713576
T1214TS139_5,TS139,v2,5,90.91972840869167
T1214TS139_2,TS139,v2,2,90.38395734336873
T1214TS139_4,TS139,v2,4,90.17068212412173
T1214TS139_1,TS139,v2,1,89.6149387282917
T1214TS369_5,TS369,v2,5,88.32189310754583
T1214TS287_5,TS287,v2,5,87.09293595035324
T1214TS369_4,TS369,v2,4,87.03614601238027
T1214TS235_5,TS235,v2,5,85.82848968991138
T1214TS208_2,TS208,v2,2,85.78967158342928
T1214TS312_5,TS312,v2,5,85.74368561483439
T1214TS393_4,TS393,v2,4,85.74368561483439
T1214TS314_5,TS314,v2,5,85.74368561483439
T1214TS198_2,TS198,v2,2,85.72884036543947
T1214TS287_4,TS287,v2,4,85.71529561227459
T1214TS465_1,TS465,v2,1,85.63346307665032
T1214TS208_5,TS208,v2,5,85.4898920852078
T1214TS267_3,TS267,v2,3,85.34173724556322
T1214TS314_4,TS314,v2,4,85.26163912764775
T1214TS393_2,TS393,v2,2,85.26163912764775
T1214TS264_6,TS264,v2,6,85.26163912764775
T1214TS312_4,TS312,v2,4,85.26163912764775
T1214TS235_1,TS235,v2,1,85.2609495341571
T1214TS235_2,TS235,v2,2,85.23384098994717
T1214TS164_5,TS164,v2,5,85.13266157308061
T1214TS163_5,TS163,v2,5,85.13266157308061
T1214TS017_5,TS017,v2,5,85.10859851733976
T1214TS145_4,TS145,v2,4,85.10859851733976
T1214TS198_5,TS198,v2,5,85.04226327746701
T1214TS051_6,TS051,v2,6,85.01396907663047
T1214TS345_1,TS345,v2,1,84.9963680809772
T1214TS304_1,TS304,v2,1,84.99564192292993
T1214TS241_1,TS241,v2,1,84.99564192292993
T1214TS241_4,TS241,v2,4,84.99416877027923
T1214TS304_4,TS304,v2,4,84.99416877027923
