Model,Group,Model Number,Model Version,GDT_TS
T1249v1TS284_4,TS284,4,v1,0.301
T1249v1TS475_4,TS475,4,v1,0.301
T1249v1TS028_4,TS028,4,v1,0.3
T1249v1TS148_1,TS148,1,v1,0.3
T1249v2TS262_4,TS262,4,v2,0.3
T1249v2TS262_5,TS262,5,v2,0.299
T1249v1TS290_3,TS290,3,v1,0.298
T1249v2TS262_1,TS262,1,v2,0.296
T1249v1TS028_3,TS028,3,v1,0.295
T1249v1TS294_1,TS294,1,v1,0.295
T1249v1TS294_2,TS294,2,v1,0.295
T1249v1TS262_1,TS262,1,v1,0.294
T1249v1TS262_5,TS262,5,v1,0.294
T1249v2TS262_3,TS262,3,v2,0.292
T1249v1TS262_3,TS262,3,v1,0.291
T1249v1TS031_2,TS031,2,v1,0.277
T1249v1TS262_4,TS262,4,v1,0.274
T1249v1TS031_3,TS031,3,v1,0.216
T1249v1TS196_1,TS196,1,v1,0.212
T1249v2TS465_5,TS465,5,v2,0.209
T1249v2TS196_5,TS196,5,v2,0.201
T1249v2TS489_5,TS489,5,v2,0.197
T1249v1TS117_2,TS117,2,v1,0.193
T1249v2TS489_3,TS489,3,v2,0.184
T1249v2TS489_4,TS489,4,v2,0.182
T1249v2TS085_2,TS085,2,v2,0.181
T1249v1TS031_1,TS031,1,v1,0.18
T1249v2TS085_3,TS085,3,v2,0.18
T1249v2TS085_5,TS085,5,v2,0.18
T1249v2TS085_1,TS085,1,v2,0.179
T1249v2TS085_4,TS085,4,v2,0.179
T1249v2TS489_1,TS489,1,v2,0.179
T1249v2TS489_2,TS489,2,v2,0.174
T1249v2TS196_4,TS196,4,v2,0.172
T1249v1TS196_4,TS196,4,v1,0.17
T1249v2TS196_3,TS196,3,v2,0.17
T1249v2TS465_1,TS465,1,v2,0.167
T1249v1TS465_5,TS465,5,v1,0.164
T1249v2TS465_2,TS465,2,v2,0.162
T1249v1TS031_4,TS031,4,v1,0.161
T1249v1TS196_3,TS196,3,v1,0.161
T1249v2TS014_6,TS014,6,v2,0.161
T1249v1TS015_6,TS015,6,v1,0.16
T1249v1TS323_1,TS323,1,v1,0.16
T1249v1TS465_3,TS465,3,v1,0.16
T1249v2TS014_2,TS014,2,v2,0.16
T1249v2TS015_6,TS015,6,v2,0.16
T1249v2TS196_1,TS196,1,v2,0.16
T1249v1TS085_1,TS085,1,v1,0.159
T1249v1TS085_2,TS085,2,v1,0.159
T1249v1TS085_3,TS085,3,v1,0.159
T1249v1TS085_4,TS085,4,v1,0.159
T1249v1TS085_5,TS085,5,v1,0.159
T1249v1TS345_6,TS345,6,v1,0.159
T1249v2TS345_6,TS345,6,v2,0.159
T1249v2TS014_4,TS014,4,v2,0.158
T1249v2TS014_5,TS014,5,v2,0.158
T1249v2TS465_4,TS465,4,v2,0.158
T1249v1TS196_2,TS196,2,v1,0.157
T1249v1TS465_2,TS465,2,v1,0.157
T1249v2TS196_2,TS196,2,v2,0.156
T1249v1TS196_5,TS196,5,v1,0.155
T1249v2TS014_3,TS014,3,v2,0.154
T1249v1TS139_3,TS139,3,v1,0.153
T1249v1TS139_5,TS139,5,v1,0.153
T1249v1TS294_3,TS294,3,v1,0.152
T1249v1TS139_1,TS139,1,v1,0.151
T1249v1TS489_2,TS489,2,v1,0.151
T1249v1TS465_4,TS465,4,v1,0.145
T1249v1TS117_3,TS117,3,v1,0.144
T1249v1TS117_1,TS117,1,v1,0.141
T1249v1TS117_4,TS117,4,v1,0.133
T1249v1TS117_5,TS117,5,v1,0.126
T1249v2TS139_4,TS139,4,v2,0.068
T1249v2TS139_1,TS139,1,v2,0.066
T1249v1TS139_2,TS139,2,v1,0.056
T1249v1TS139_4,TS139,4,v1,0.054
T1249v1TS023_2,TS023,2,v1,0.045
T1249v2TS023_2,TS023,2,v2,0.045
T1249v1TS114_3,TS114,3,v1,0.042
T1249v1TS337_1,TS337,1,v1,0.042
T1249v2TS114_3,TS114,3,v2,0.042
T1249v2TS337_1,TS337,1,v2,0.042
T1249v1TS023_5,TS023,5,v1,0.04
T1249v2TS023_5,TS023,5,v2,0.04
T1249v1TS300_4,TS300,4,v1,0.039
T1249v2TS300_4,TS300,4,v2,0.039
T1249v1TS114_5,TS114,5,v1,0.038
T1249v2TS114_5,TS114,5,v2,0.038
T1249v1TS114_1,TS114,1,v1,0.037
T1249v1TS300_1,TS300,1,v1,0.037
T1249v1TS300_2,TS300,2,v1,0.037
T1249v2TS114_1,TS114,1,v2,0.037
T1249v2TS139_2,TS139,2,v2,0.037
T1249v2TS139_3,TS139,3,v2,0.037
T1249v2TS139_5,TS139,5,v2,0.037
T1249v2TS300_1,TS300,1,v2,0.037
T1249v2TS300_2,TS300,2,v2,0.037
T1249v1TS023_1,TS023,1,v1,0.036
T1249v1TS114_4,TS114,4,v1,0.036
T1249v1TS337_2,TS337,2,v1,0.036
T1249v1TS337_3,TS337,3,v1,0.036
T1249v2TS023_1,TS023,1,v2,0.036
T1249v2TS114_4,TS114,4,v2,0.036
T1249v2TS337_2,TS337,2,v2,0.036
T1249v2TS337_3,TS337,3,v2,0.036
T1249v1TS023_3,TS023,3,v1,0.035
T1249v1TS114_2,TS114,2,v1,0.035
T1249v1TS300_3,TS300,3,v1,0.035
T1249v1TS337_5,TS337,5,v1,0.035
T1249v2TS023_3,TS023,3,v2,0.035
T1249v2TS114_2,TS114,2,v2,0.035
T1249v2TS300_3,TS300,3,v2,0.035
T1249v2TS337_5,TS337,5,v2,0.035
T1249v1TS337_4,TS337,4,v1,0.034
T1249v2TS337_4,TS337,4,v2,0.034
T1249v1TS023_4,TS023,4,v1,0.033
T1249v2TS023_4,TS023,4,v2,0.033
T1249v1TS300_5,TS300,5,v1,0.032
T1249v2TS300_5,TS300,5,v2,0.032
