Model,Group,Model Version,Model Number,Composite_Score_1
R1203TS241_3,TS241,v1,3,57.25657192375187
R1203TS304_3,TS304,v1,3,57.25657192375187
R1203TS435_5,TS435,v1,5,55.05216669080706
R1203TS235_2,TS235,v1,2,53.185500332650804
R1203TS159_1,TS159,v1,1,51.1443357120433
R1203TS231_1,TS231,v1,1,49.46587176666255
R1203TS235_5,TS235,v1,5,47.91580214094499
R1203TS435_2,TS435,v1,2,47.40233434287386
R1203TS156_1,TS156,v1,1,47.355578545697085
R1203TS369_2,TS369,v1,2,47.34948269019446
R1203TS417_4,TS417,v1,4,47.319868574605955
R1203TS189_5,TS189,v1,5,46.751525878495755
R1203TS006_2,TS006,v1,2,46.312726783758464
R1203TS028_3,TS028,v1,3,44.82108410673992
R1203TS238_5,TS238,v1,5,43.94499260804032
R1203TS448_1,TS448,v1,1,43.22619922033367
R1203TS286_1,TS286,v1,1,42.969913969371035
R1203TS006_4,TS006,v1,4,42.65840129598067
R1203TS052_2,TS052,v1,2,42.12900133251664
R1203TS183_5,TS183,v1,5,42.03461942474576
R1203TS435_1,TS435,v1,1,41.338335406846475
R1203TS267_1,TS267,v1,1,41.17354395824155
R1203TS167_2,TS167,v1,2,39.144657223052626
R1203TS159_4,TS159,v1,4,38.998558697207784
R1203TS369_5,TS369,v1,5,38.87216838606672
R1203TS400_1,TS400,v1,1,38.80978981132239
R1203TS241_1,TS241,v1,1,38.55936234121894
R1203TS294_1,TS294,v1,1,38.55936234121894
R1203TS304_1,TS304,v1,1,38.55936234121894
R1203TS272_4,TS272,v1,4,38.55913481248937
R1203TS272_1,TS272,v1,1,38.493774950166554
R1203TS006_3,TS006,v1,3,38.48982083386242
R1203TS272_5,TS272,v1,5,38.30056519147839
R1203TS369_3,TS369,v1,3,38.25173560676622
R1203TS304_2,TS304,v1,2,38.12904709921059
R1203TS241_2,TS241,v1,2,38.12904709921059
R1203TS159_2,TS159,v1,2,38.03702659838672
R1203TS241_4,TS241,v1,4,37.83341483493621
