Model,Group,Model Version,Model Number,Composite_Score_1
T1214TS274_1,TS274,v2,1,98.71771520499075
T1214TS494_1,TS494,v2,1,98.71771520499075
T1214TS274_5,TS274,v2,5,97.64535897016317
T1214TS494_5,TS494,v2,5,97.64535897016317
T1214TS040_3,TS040,v2,3,97.34865571832512
T1214TS494_4,TS494,v2,4,97.28598658796257
T1214TS274_4,TS274,v2,4,97.28598658796257
T1214TS274_3,TS274,v2,3,97.23369685742406
T1214TS494_3,TS494,v2,3,97.23369685742406
T1214TS040_5,TS040,v2,5,97.18674260618988
T1214TS494_2,TS494,v2,2,97.1774816926316
T1214TS274_2,TS274,v2,2,97.1774816926316
T1214TS040_1,TS040,v2,1,96.99617848304322
T1214TS091_1,TS091,v2,1,96.9313115786741
T1214TS040_2,TS040,v2,2,96.82967033809115
T1214TS040_4,TS040,v2,4,96.31942265191448
T1214TS091_3,TS091,v2,3,96.0377010050005
T1214TS091_5,TS091,v2,5,96.0377010050005
T1214TS091_4,TS091,v2,4,96.0377010050005
T1214TS145_1,TS145,v2,1,95.59269088338763
T1214TS017_1,TS017,v2,1,95.59269088338763
T1214TS198_1,TS198,v2,1,95.54729960256479
T1214TS110_5,TS110,v2,5,95.22206048555721
T1214TS147_3,TS147,v2,3,95.15637088615249
T1214TS462_3,TS462,v2,3,95.15637088615249
T1214TS375_4,TS375,v2,4,95.0932788254926
T1214TS204_3,TS204,v2,3,94.96055135635262
T1214TS204_5,TS204,v2,5,94.94984688528697
T1214TS388_1,TS388,v2,1,94.34719121526189
T1214TS139_6,TS139,v2,6,94.24515695446021
T1214TS388_2,TS388,v2,2,94.24515695446021
T1214TS059_6,TS059,v2,6,94.24515695446021
T1214TS204_1,TS204,v2,1,93.73569206362475
T1214TS319_4,TS319,v2,4,93.63942343541814
T1214TS204_2,TS204,v2,2,93.63685646945245
T1214TS059_5,TS059,v2,5,93.3240629023546
T1214TS425_4,TS425,v2,4,93.29294253372373
T1214TS059_1,TS059,v2,1,93.27772961456886
T1214TS204_4,TS204,v2,4,93.26023599780395
T1214TS059_3,TS059,v2,3,93.19541785536951
T1214TS059_4,TS059,v2,4,93.05663132287916
T1214TS059_2,TS059,v2,2,93.05533862507923
T1214TS286_4,TS286,v2,4,92.9512823096808
T1214TS286_3,TS286,v2,3,92.94110489868227
T1214TS286_5,TS286,v2,5,92.92565621598854
T1214TS286_2,TS286,v2,2,92.80089397930706
T1214TS286_1,TS286,v2,1,92.59564370993242
T1214TS456_4,TS456,v2,4,92.05397644922735
T1214TS052_5,TS052,v2,5,91.96044037837041
T1214TS148_2,TS148,v2,2,91.95887512682475
T1214TS052_4,TS052,v2,4,91.9514176715867
T1214TS052_2,TS052,v2,2,91.86749372267506
T1214TS262_1,TS262,v2,1,91.77269425656739
T1214TS262_2,TS262,v2,2,91.77269425656739
T1214TS262_3,TS262,v2,3,91.65265144574334
T1214TS015_1,TS015,v2,1,91.57904001027539
T1214TS456_3,TS456,v2,3,91.3380324111249
