Model,Composite_Score_2
T1214TS014_5,76.85286256875992
T1214TS015_5,90.15854372533637
T1214TS017_3,74.24053191898435
T1214TS019_1,76.55553082238967
T1214TS020_4,78.80614262725146
T1214TS022_4,84.28047397306608
T1214TS039_3,60.24629529718391
T1214TS040_5,58.04540676335979
T1214TS051_1,75.09022703035485
T1214TS052_1,64.23227232081933
T1214TS055_5,83.58945915811869
T1214TS059_6,62.48705248714316
T1214TS075_2,75.256178246897
T1214TS079_1,75.99611324194933
T1214TS091_2,78.62154666338226
T1214TS102_4,78.38098732565584
T1214TS110_2,81.67568664195346
T1214TS120_6,68.48808966892682
T1214TS122_4,75.02802386716938
T1214TS132_1,37.736902992338834
T1214TS139_3,68.3596812415962
T1214TS145_5,74.24053191898435
T1214TS147_1,78.65580228275338
T1214TS148_5,78.12818003698607
T1214TS163_1,76.66992354071155
T1214TS164_1,76.66992354071155
T1214TS167_2,76.08509908224781
T1214TS196_4,76.32439837817067
T1214TS198_3,74.33252591101584
T1214TS202_5,81.15626039863739
T1214TS204_1,62.00671785550228
T1214TS207_2,77.17392532881952
T1214TS208_4,86.00597781981364
T1214TS221_3,63.714433078918375
T1214TS225_1,76.66992354071155
T1214TS227_3,77.80840423706465
T1214TS235_3,74.66484374825231
T1214TS241_2,76.05390660362482
T1214TS262_3,61.916423848475205
T1214TS264_1,78.12818003698607
T1214TS267_2,75.92426766343397
T1214TS269_3,63.656154247084686
T1214TS272_1,74.02745783942945
T1214TS274_1,57.81294164300847
T1214TS275_1,65.38158736790764
T1214TS284_2,75.256178246897
T1214TS286_2,60.776429165576694
T1214TS287_1,78.27746454370639
T1214TS293_2,75.99611324194933
T1214TS294_3,78.29120231166901
T1214TS298_4,88.03846999930116
T1214TS301_2,75.55628138278448
T1214TS304_2,76.05390660362482
T1214TS311_4,77.4360809048105
T1214TS312_1,78.12818003698607
T1214TS314_1,78.12818003698607
T1214TS319_3,78.02288887636337
T1214TS331_1,75.09022703035485
T1214TS345_4,75.84175384830478
T1214TS361_1,58.04416930570433
T1214TS369_1,75.37233540174797
T1214TS375_3,78.30773570040328
T1214TS386_4,88.03846999930116
T1214TS388_4,79.8818476159752
T1214TS393_1,78.12818003698607
T1214TS400_1,73.89463304583032
T1214TS408_1,83.92391245740286
T1214TS419_3,63.714433078918375
T1214TS423_1,78.89271060480272
T1214TS425_2,78.02288887636337
T1214TS450_5,76.08509908224781
T1214TS456_5,63.66065030295349
T1214TS461_2,61.64039142970768
T1214TS462_6,84.51002740422817
T1214TS464_5,73.68518883046397
T1214TS465_3,83.15138476133947
T1214TS475_3,76.00894957892237
T1214TS494_1,57.81294164300847
