Model,Group,Model Number,Model Version,GlobalLDDT
T1239v1TS079_5,TS079,5,v1,0.6607
T1239v2TS079_5,TS079,5,v2,0.6607
T1239v1TS293_5,TS293,5,v1,0.6607
T1239v1TS015_6,TS015,6,v1,0.6582
T1239v1TS212_3,TS212,3,v1,0.6578
T1239v1TS212_1,TS212,1,v1,0.6567
T1239v1TS465_1,TS465,1,v1,0.6556
T1239v2TS388_2,TS388,2,v2,0.6554
T1239v1TS212_2,TS212,2,v1,0.6546
T1239v2TS052_2,TS052,2,v2,0.6523
T1239v1TS052_2,TS052,2,v1,0.6523
T1239v1TS267_1,TS267,1,v1,0.6512
T1239v2TS375_2,TS375,2,v2,0.6508
T1239v1TS465_2,TS465,2,v1,0.6493
T1239v1TS388_2,TS388,2,v1,0.6489
T1239v1TS388_4,TS388,4,v1,0.6487
T1239v2TS388_1,TS388,1,v2,0.6485
T1239v1TS388_3,TS388,3,v1,0.6484
T1239v1TS212_5,TS212,5,v1,0.6482
T1239v1TS267_2,TS267,2,v1,0.6478
T1239v1TS212_4,TS212,4,v1,0.6475
T1239v2TS388_5,TS388,5,v2,0.6475
T1239v1TS267_3,TS267,3,v1,0.6474
T1239v2TS388_4,TS388,4,v2,0.6472
T1239v2TS040_2,TS040,2,v2,0.6470
T1239v1TS040_2,TS040,2,v1,0.6470
T1239v2TS040_3,TS040,3,v2,0.6467
T1239v1TS040_3,TS040,3,v1,0.6467
T1239v1TS388_5,TS388,5,v1,0.6461
T1239v2TS015_6,TS015,6,v2,0.6454
T1239v1TS267_4,TS267,4,v1,0.6439
T1239v1TS388_1,TS388,1,v1,0.6436
T1239v1TS040_1,TS040,1,v1,0.6417
T1239v2TS040_1,TS040,1,v2,0.6417
T1239v2TS465_4,TS465,4,v2,0.6395
T1239v1TS465_4,TS465,4,v1,0.6395
T1239v2TS059_2,TS059,2,v2,0.6385
T1239v1TS079_4,TS079,4,v1,0.6383
T1239v2TS293_4,TS293,4,v2,0.6383
T1239v1TS293_4,TS293,4,v1,0.6383
T1239v2TS079_4,TS079,4,v2,0.6383
T1239v2TS015_1,TS015,1,v2,0.6337
T1239v1TS059_3,TS059,3,v1,0.6334
T1239v1TS059_5,TS059,5,v1,0.6332
T1239v2TS139_2,TS139,2,v2,0.6329
T1239v1TS059_2,TS059,2,v1,0.6325
T1239v2TS059_5,TS059,5,v2,0.6321
T1239v1TS059_4,TS059,4,v1,0.6318
T1239v2TS059_1,TS059,1,v2,0.6312
T1239v2TS139_4,TS139,4,v2,0.6309
T1239v1TS139_3,TS139,3,v1,0.6307
T1239v2TS465_1,TS465,1,v2,0.6304
T1239v1TS059_1,TS059,1,v1,0.6298
T1239v2TS059_4,TS059,4,v2,0.6297
T1239v1TS015_4,TS015,4,v1,0.6293
T1239v2TS022_3,TS022,3,v2,0.6286
T1239v2TS456_2,TS456,2,v2,0.6286
T1239v1TS456_2,TS456,2,v1,0.6286
T1239v1TS022_3,TS022,3,v1,0.6286
T1239v1TS465_5,TS465,5,v1,0.6285
T1239v2TS139_5,TS139,5,v2,0.6281
T1239v1TS015_2,TS015,2,v1,0.6242
T1239v1TS091_2,TS091,2,v1,0.6233
T1239v2TS091_2,TS091,2,v2,0.6233
T1239v2TS015_3,TS015,3,v2,0.6228
T1239v2TS091_1,TS091,1,v2,0.6226
T1239v1TS091_3,TS091,3,v1,0.6226
T1239v1TS015_3,TS015,3,v1,0.6223
T1239v2TS139_1,TS139,1,v2,0.6221
T1239v2TS015_2,TS015,2,v2,0.6220
T1239v1TS139_1,TS139,1,v1,0.6219
T1239v2TS465_3,TS465,3,v2,0.6215
T1239v2TS139_3,TS139,3,v2,0.6207
T1239v1TS139_5,TS139,5,v1,0.6172
T1239v1TS091_1,TS091,1,v1,0.6149
T1239v2TS091_3,TS091,3,v2,0.6149
T1239v1TS139_2,TS139,2,v1,0.6112
T1239v1TS139_4,TS139,4,v1,0.6108
T1239v1TS015_1,TS015,1,v1,0.6059
T1239v1TS015_5,TS015,5,v1,0.6053
T1239v2TS465_5,TS465,5,v2,0.6043
T1239v1TS196_1,TS196,1,v1,0.6042
T1239v2TS196_1,TS196,1,v2,0.6042
T1239v2TS196_3,TS196,3,v2,0.6036
T1239v1TS196_3,TS196,3,v1,0.6036
T1239v1TS196_5,TS196,5,v1,0.6014
T1239v2TS196_5,TS196,5,v2,0.6014
T1239v1TS196_4,TS196,4,v1,0.6001
T1239v2TS196_4,TS196,4,v2,0.6001
T1239v2TS196_2,TS196,2,v2,0.5965
T1239v1TS196_2,TS196,2,v1,0.5965
T1239v2TS015_5,TS015,5,v2,0.5955
T1239v2TS015_4,TS015,4,v2,0.5944
T1239v1TS351_1,TS351,1,v1,0.5902
T1239v2TS351_1,TS351,1,v2,0.5902
T1239v1TS120_4,TS120,4,v1,0.5439
T1239v2TS120_3,TS120,3,v2,0.5439
T1239v1TS361_3,TS361,3,v1,0.5439
T1239v1TS120_3,TS120,3,v1,0.5425
T1239v1TS120_2,TS120,2,v1,0.5409
T1239v1TS120_1,TS120,1,v1,0.5370
T1239v2TS120_4,TS120,4,v2,0.5346
T1239v1TS361_4,TS361,4,v1,0.5346
T1239v1TS361_1,TS361,1,v1,0.5307
T1239v2TS120_1,TS120,1,v2,0.5307
T1239v2TS120_2,TS120,2,v2,0.5288
T1239v1TS361_2,TS361,2,v1,0.5288
T1239v1TS120_5,TS120,5,v1,0.5275
T1239v1TS040_5,TS040,5,v1,0.5165
T1239v2TS040_5,TS040,5,v2,0.5165
T1239v1TS351_5,TS351,5,v1,0.5163
T1239v2TS351_5,TS351,5,v2,0.5163
T1239v1TS040_4,TS040,4,v1,0.5121
T1239v2TS040_4,TS040,4,v2,0.5121
T1239v2TS120_5,TS120,5,v2,0.5033
T1239v1TS361_5,TS361,5,v1,0.5033
T1239v2TS351_2,TS351,2,v2,0.4869
T1239v1TS351_2,TS351,2,v1,0.4869
T1239v2TS351_3,TS351,3,v2,0.2829
T1239v1TS351_3,TS351,3,v1,0.2829
T1239v1TS351_4,TS351,4,v1,0.2775
T1239v2TS351_4,TS351,4,v2,0.2775
T1239v1TS105_3,TS105,3,v1,0.0642
