Model,Group,Model Number,Model Version,GDT_TS
T1228v1TS269_4,TS269,4,v1,0.41713
T1228v1TS059_4,TS059,4,v1,0.41667000000000004
T1228v2TS419_3,TS419,3,v2,0.41667000000000004
T1228v2TS015_2,TS015,2,v2,0.41667000000000004
T1228v1TS015_3,TS015,3,v1,0.41667000000000004
T1228v2TS221_4,TS221,4,v2,0.41573
T1228v2TS015_6,TS015,6,v2,0.41479
T1228v1TS198_3,TS198,3,v1,0.41479
T1228v1TS388_2,TS388,2,v1,0.41479
T1228v2TS198_3,TS198,3,v2,0.41479
T1228v2TS147_4,TS147,4,v2,0.41479
T1228v2TS269_3,TS269,3,v2,0.41339
T1228v1TS269_3,TS269,3,v1,0.41339
T1228v2TS286_3,TS286,3,v2,0.41292
T1228v2TS269_5,TS269,5,v2,0.41245
T1228v1TS314_5,TS314,5,v1,0.41245
T1228v1TS269_5,TS269,5,v1,0.41245
T1228v2TS314_5,TS314,5,v2,0.41152
T1228v1TS014_2,TS014,2,v1,0.41152
T1228v2TS112_4,TS112,4,v2,0.41104999999999997
T1228v1TS112_3,TS112,3,v1,0.41104999999999997
T1228v1TS014_1,TS014,1,v1,0.41058
T1228v1TS198_5,TS198,5,v1,0.41011000000000003
T1228v2TS312_4,TS312,4,v2,0.41011000000000003
T1228v1TS314_3,TS314,3,v1,0.41011000000000003
T1228v2TS198_5,TS198,5,v2,0.41011000000000003
T1228v2TS075_1,TS075,1,v2,0.40964
T1228v1TS298_2,TS298,2,v1,0.40964
T1228v1TS475_5,TS475,5,v1,0.40964
T1228v1TS145_2,TS145,2,v1,0.40964
T1228v2TS017_2,TS017,2,v2,0.40964
T1228v2TS301_1,TS301,1,v2,0.40964
T1228v2TS122_1,TS122,1,v2,0.40964
T1228v1TS017_3,TS017,3,v1,0.40964
T1228v2TS145_2,TS145,2,v2,0.40964
T1228v2TS284_1,TS284,1,v2,0.40964
T1228v1TS489_4,TS489,4,v1,0.40871
T1228v1TS489_1,TS489,1,v1,0.40824
T1228v2TS075_3,TS075,3,v2,0.40777
T1228v2TS122_3,TS122,3,v2,0.40777
T1228v2TS301_3,TS301,3,v2,0.40777
T1228v2TS284_3,TS284,3,v2,0.40777
T1228v2TS312_5,TS312,5,v2,0.4073
T1228v2TS112_2,TS112,2,v2,0.40684
T1228v2TS145_5,TS145,5,v2,0.40684
T1228v1TS112_2,TS112,2,v1,0.40684
T1228v2TS298_3,TS298,3,v2,0.40684
T1228v1TS489_3,TS489,3,v1,0.40637
T1228v2TS017_1,TS017,1,v2,0.40637
T1228v1TS145_5,TS145,5,v1,0.40637
T1228v1TS489_5,TS489,5,v1,0.40637
T1228v2TS145_4,TS145,4,v2,0.40637
T1228v1TS017_1,TS017,1,v1,0.40637
T1228v2TS298_2,TS298,2,v2,0.40637
T1228v2TS112_5,TS112,5,v2,0.40543
T1228v2TS017_4,TS017,4,v2,0.40543
T1228v1TS145_4,TS145,4,v1,0.40543
T1228v2TS015_1,TS015,1,v2,0.40543
T1228v1TS017_4,TS017,4,v1,0.40543
T1228v1TS112_5,TS112,5,v1,0.40543
T1228v2TS269_2,TS269,2,v2,0.40448999999999996
T1228v1TS269_2,TS269,2,v1,0.40448999999999996
T1228v1TS015_4,TS015,4,v1,0.40403
T1228v2TS481_4,TS481,4,v2,0.40356000000000003
T1228v2TS015_4,TS015,4,v2,0.40308999999999995
T1228v2TS051_6,TS051,6,v2,0.40169
T1228v1TS475_3,TS475,3,v1,0.40169
T1228v1TS388_4,TS388,4,v1,0.40169
T1228v1TS051_6,TS051,6,v1,0.40169
T1228v1TS388_5,TS388,5,v1,0.40027999999999997
T1228v1TS015_6,TS015,6,v1,0.39981
T1228v1TS198_4,TS198,4,v1,0.39934
T1228v1TS198_1,TS198,1,v1,0.39934
T1228v2TS198_4,TS198,4,v2,0.39934
T1228v2TS198_1,TS198,1,v2,0.39887999999999996
T1228v1TS023_3,TS023,3,v1,0.39841
T1228v1TS023_2,TS023,2,v1,0.39841
T1228v1TS023_4,TS023,4,v1,0.39841
T1228v2TS015_3,TS015,3,v2,0.39841
T1228v2TS023_4,TS023,4,v2,0.39841
T1228v2TS023_5,TS023,5,v2,0.39841
T1228v2TS023_3,TS023,3,v2,0.39841
T1228v1TS023_1,TS023,1,v1,0.39793999999999996
T1228v1TS023_5,TS023,5,v1,0.39793999999999996
T1228v2TS023_2,TS023,2,v2,0.39793999999999996
T1228v2TS023_1,TS023,1,v2,0.39793999999999996
T1228v1TS122_5,TS122,5,v1,0.39747
T1228v1TS284_5,TS284,5,v1,0.39747
T1228v1TS015_1,TS015,1,v1,0.39747
T1228v1TS075_5,TS075,5,v1,0.39747
T1228v2TS139_2,TS139,2,v2,0.3956
T1228v2TS235_5,TS235,5,v2,0.39513
T1228v2TS235_4,TS235,4,v2,0.39513
T1228v1TS235_4,TS235,4,v1,0.39513
T1228v1TS235_5,TS235,5,v1,0.39513
T1228v2TS312_3,TS312,3,v2,0.39232
T1228v2TS015_5,TS015,5,v2,0.39045
T1228v1TS204_4,TS204,4,v1,0.38858
T1228v2TS388_4,TS388,4,v2,0.38858
T1228v2TS145_1,TS145,1,v2,0.38764000000000004
T1228v2TS298_1,TS298,1,v2,0.38764000000000004
T1228v1TS145_1,TS145,1,v1,0.38717
T1228v1TS017_2,TS017,2,v1,0.38717
T1228v2TS112_1,TS112,1,v2,0.38670000000000004
T1228v2TS017_3,TS017,3,v2,0.38670000000000004
T1228v1TS112_1,TS112,1,v1,0.38670000000000004
T1228v1TS015_2,TS015,2,v1,0.38624
T1228v2TS312_1,TS312,1,v2,0.3839
T1228v1TS139_4,TS139,4,v1,0.38343000000000005
T1228v2TS139_3,TS139,3,v2,0.38295999999999997
T1228v2TS388_5,TS388,5,v2,0.38155
T1228v2TS139_6,TS139,6,v2,0.38109000000000004
T1228v2TS059_6,TS059,6,v2,0.38109000000000004
T1228v2TS059_5,TS059,5,v2,0.38109000000000004
T1228v1TS139_1,TS139,1,v1,0.37921
T1228v2TS139_4,TS139,4,v2,0.37921
T1228v1TS139_3,TS139,3,v1,0.37734
T1228v2TS120_1,TS120,1,v2,0.37734
T1228v1TS120_2,TS120,2,v1,0.37687
T1228v2TS139_5,TS139,5,v2,0.37687
T1228v1TS059_6,TS059,6,v1,0.3764
T1228v1TS059_5,TS059,5,v1,0.3764
T1228v1TS139_6,TS139,6,v1,0.3764
T1228v2TS120_5,TS120,5,v2,0.37032
T1228v1TS120_5,TS120,5,v1,0.36938000000000004
T1228v1TS120_1,TS120,1,v1,0.36890999999999996
T1228v1TS345_6,TS345,6,v1,0.36751
T1228v2TS120_3,TS120,3,v2,0.36751
T1228v2TS345_6,TS345,6,v2,0.36751
T1228v2TS120_2,TS120,2,v2,0.36704000000000003
T1228v1TS120_4,TS120,4,v1,0.3661
T1228v2TS120_4,TS120,4,v2,0.36564
T1228v1TS120_3,TS120,3,v1,0.36329999999999996
T1228v1TS139_5,TS139,5,v1,0.35908
T1228v2TS139_1,TS139,1,v2,0.35206000000000004
T1228v1TS139_2,TS139,2,v1,0.35112000000000004
T1228v2TS361_1,TS361,1,v2,0.33332999999999996
T1228v2TS361_2,TS361,2,v2,0.33052
T1228v1TS361_1,TS361,1,v1,0.32959000000000005
T1228v1TS361_2,TS361,2,v1,0.32677999999999996
T1228v1TS361_5,TS361,5,v1,0.32491
T1228v1TS361_3,TS361,3,v1,0.32397
T1228v2TS361_4,TS361,4,v2,0.3235
T1228v2TS361_5,TS361,5,v2,0.3235
T1228v2TS361_3,TS361,3,v2,0.32303
T1228v1TS361_4,TS361,4,v1,0.32256999999999997
