Model,Group,Model Number,Model Version,GDT_TS
T1239v1TS241_3,TS241,3,v1,0.53856
T1239v2TS241_5,TS241,5,v2,0.53814
T1239v1TS450_1,TS450,1,v1,0.53729
T1239v1TS167_1,TS167,1,v1,0.53729
T1239v2TS208_4,TS208,4,v2,0.53729
T1239v1TS052_2,TS052,2,v1,0.53686
T1239v2TS052_2,TS052,2,v2,0.53686
T1239v1TS286_5,TS286,5,v1,0.5360199999999999
T1239v2TS294_1,TS294,1,v2,0.53517
T1239v1TS204_3,TS204,3,v1,0.5347500000000001
T1239v1TS369_3,TS369,3,v1,0.53432
T1239v2TS369_3,TS369,3,v2,0.53432
T1239v2TS262_5,TS262,5,v2,0.5326299999999999
T1239v2TS262_1,TS262,1,v2,0.5326299999999999
T1239v2TS262_3,TS262,3,v2,0.5326299999999999
T1239v1TS369_5,TS369,5,v1,0.5322
T1239v1TS419_4,TS419,4,v1,0.5322
T1239v1TS221_4,TS221,4,v1,0.5322
T1239v1TS489_4,TS489,4,v1,0.5322
T1239v2TS369_5,TS369,5,v2,0.5322
T1239v2TS159_1,TS159,1,v2,0.53136
T1239v1TS462_2,TS462,2,v1,0.53136
T1239v1TS325_1,TS325,1,v1,0.53136
T1239v1TS159_1,TS159,1,v1,0.53136
T1239v1TS294_5,TS294,5,v1,0.53093
T1239v2TS462_3,TS462,3,v2,0.53051
T1239v2TS489_3,TS489,3,v2,0.53008
T1239v1TS167_4,TS167,4,v1,0.53008
T1239v1TS489_1,TS489,1,v1,0.53008
T1239v1TS450_4,TS450,4,v1,0.53008
T1239v2TS294_4,TS294,4,v2,0.52839
T1239v2TS204_4,TS204,4,v2,0.5279699999999999
T1239v2TS286_4,TS286,4,v2,0.5279699999999999
T1239v1TS489_5,TS489,5,v1,0.5279699999999999
T1239v2TS489_5,TS489,5,v2,0.52712
T1239v2TS204_3,TS204,3,v2,0.52627
T1239v1TS481_1,TS481,1,v1,0.52585
T1239v2TS241_1,TS241,1,v2,0.525
T1239v1TS450_2,TS450,2,v1,0.525
T1239v1TS167_2,TS167,2,v1,0.525
T1239v1TS033_2,TS033,2,v1,0.5245799999999999
T1239v1TS028_1,TS028,1,v1,0.52373
T1239v1TS028_2,TS028,2,v1,0.52246
T1239v1TS419_3,TS419,3,v1,0.52246
T1239v1TS221_3,TS221,3,v1,0.52246
T1239v1TS052_1,TS052,1,v1,0.52203
T1239v2TS052_4,TS052,4,v2,0.52203
T1239v2TS489_1,TS489,1,v2,0.52161
T1239v1TS489_2,TS489,2,v1,0.52161
T1239v2TS489_2,TS489,2,v2,0.52119
T1239v1TS091_5,TS091,5,v1,0.52076
T1239v2TS091_5,TS091,5,v2,0.52076
T1239v2TS235_5,TS235,5,v2,0.52034
T1239v1TS286_4,TS286,4,v1,0.51949
T1239v2TS345_2,TS345,2,v2,0.5190699999999999
T1239v1TS425_5,TS425,5,v1,0.5190699999999999
T1239v1TS051_2,TS051,2,v1,0.5190699999999999
T1239v2TS319_1,TS319,1,v2,0.5190699999999999
T1239v1TS110_2,TS110,2,v1,0.5190699999999999
T1239v1TS331_5,TS331,5,v1,0.5190699999999999
T1239v2TS019_2,TS019,2,v2,0.5190699999999999
T1239v1TS147_1,TS147,1,v1,0.5190699999999999
T1239v1TS019_1,TS019,1,v1,0.5190699999999999
T1239v1TS319_5,TS319,5,v1,0.5190699999999999
T1239v2TS423_4,TS423,4,v2,0.5190699999999999
T1239v2TS425_1,TS425,1,v2,0.5190699999999999
T1239v2TS331_1,TS331,1,v2,0.5190699999999999
T1239v1TS345_2,TS345,2,v1,0.5190699999999999
T1239v2TS051_2,TS051,2,v2,0.5190699999999999
T1239v1TS286_3,TS286,3,v1,0.51864
T1239v1TS241_4,TS241,4,v1,0.51864
T1239v2TS314_3,TS314,3,v2,0.51737
T1239v1TS423_4,TS423,4,v1,0.51695
T1239v2TS481_2,TS481,2,v2,0.5161
T1239v2TS286_5,TS286,5,v2,0.51568
T1239v2TS358_3,TS358,3,v2,0.51525
T1239v2TS456_1,TS456,1,v2,0.51525
T1239v1TS052_4,TS052,4,v1,0.51525
T1239v1TS456_4,TS456,4,v1,0.51525
T1239v2TS052_1,TS052,1,v2,0.51525
T1239v2TS462_4,TS462,4,v2,0.51398
T1239v2TS241_2,TS241,2,v2,0.51314
T1239v2TS423_2,TS423,2,v2,0.51314
T1239v1TS462_3,TS462,3,v1,0.51271
T1239v1TS423_3,TS423,3,v1,0.51186
T1239v2TS022_2,TS022,2,v2,0.51186
T1239v1TS022_1,TS022,1,v1,0.51186
T1239v1TS423_1,TS423,1,v1,0.51144
T1239v1TS091_2,TS091,2,v1,0.5110199999999999
T1239v2TS091_2,TS091,2,v2,0.5110199999999999
T1239v2TS208_3,TS208,3,v2,0.51017
T1239v2TS110_3,TS110,3,v2,0.50975
T1239v2TS147_1,TS147,1,v2,0.50932
T1239v2TS304_5,TS304,5,v2,0.5089
T1239v2TS358_1,TS358,1,v2,0.5089
T1239v2TS319_3,TS319,3,v2,0.50847
T1239v1TS331_3,TS331,3,v1,0.50847
T1239v1TS425_3,TS425,3,v1,0.50847
T1239v2TS425_3,TS425,3,v2,0.50847
T1239v1TS319_3,TS319,3,v1,0.50847
T1239v2TS331_3,TS331,3,v2,0.50847
T1239v1TS423_5,TS423,5,v1,0.50763
T1239v2TS423_1,TS423,1,v2,0.50763
T1239v2TS462_1,TS462,1,v2,0.5072
T1239v2TS304_3,TS304,3,v2,0.50508
T1239v2TS423_3,TS423,3,v2,0.50508
T1239v1TS294_2,TS294,2,v1,0.50466
T1239v1TS369_1,TS369,1,v1,0.50466
T1239v2TS221_5,TS221,5,v2,0.50466
T1239v2TS419_5,TS419,5,v2,0.50466
T1239v2TS369_1,TS369,1,v2,0.50466
T1239v2TS204_1,TS204,1,v2,0.50424
T1239v1TS450_3,TS450,3,v1,0.50424
T1239v1TS167_3,TS167,3,v1,0.50424
T1239v1TS204_2,TS204,2,v1,0.50424
T1239v2TS456_2,TS456,2,v2,0.50381
T1239v2TS022_3,TS022,3,v2,0.50381
T1239v2TS314_4,TS314,4,v2,0.50381
T1239v1TS022_3,TS022,3,v1,0.50381
T1239v1TS456_2,TS456,2,v1,0.50381
T1239v2TS423_5,TS423,5,v2,0.50381
T1239v1TS198_2,TS198,2,v1,0.50339
T1239v1TS241_2,TS241,2,v1,0.50339
T1239v1TS147_4,TS147,4,v1,0.50212
T1239v1TS033_3,TS033,3,v1,0.50169
T1239v2TS208_1,TS208,1,v2,0.50127
T1239v1TS272_3,TS272,3,v1,0.50085
T1239v1TS272_2,TS272,2,v1,0.50085
T1239v1TS272_1,TS272,1,v1,0.50085
T1239v2TS358_4,TS358,4,v2,0.50085
T1239v1TS272_5,TS272,5,v1,0.50085
T1239v1TS272_4,TS272,4,v1,0.50085
T1239v2TS272_4,TS272,4,v2,0.50085
T1239v2TS272_5,TS272,5,v2,0.50085
T1239v2TS272_2,TS272,2,v2,0.50085
T1239v2TS272_3,TS272,3,v2,0.50085
T1239v2TS272_1,TS272,1,v2,0.50085
T1239v2TS208_2,TS208,2,v2,0.50085
T1239v2TS481_1,TS481,1,v2,0.50042
T1239v1TS267_1,TS267,1,v1,0.5
T1239v1TS423_2,TS423,2,v1,0.49957999999999997
T1239v2TS079_2,TS079,2,v2,0.49915
T1239v1TS293_2,TS293,2,v1,0.49915
T1239v2TS293_2,TS293,2,v2,0.49915
T1239v1TS079_2,TS079,2,v1,0.49915
T1239v2TS033_5,TS033,5,v2,0.49872999999999995
T1239v2TS033_1,TS033,1,v2,0.49872999999999995
T1239v1TS091_3,TS091,3,v1,0.49576
T1239v2TS091_1,TS091,1,v2,0.49576
T1239v1TS369_2,TS369,2,v1,0.49491999999999997
T1239v2TS369_2,TS369,2,v2,0.49491999999999997
T1239v2TS014_3,TS014,3,v2,0.49491999999999997
T1239v2TS319_5,TS319,5,v2,0.49449
T1239v1TS319_1,TS319,1,v1,0.49449
T1239v2TS014_1,TS014,1,v2,0.49363999999999997
T1239v2TS147_4,TS147,4,v2,0.49322000000000005
T1239v2TS019_3,TS019,3,v2,0.49322000000000005
T1239v1TS287_3,TS287,3,v1,0.49322000000000005
T1239v1TS294_3,TS294,3,v1,0.4928
T1239v2TS475_1,TS475,1,v2,0.49195
T1239v1TS419_5,TS419,5,v1,0.49195
T1239v1TS286_2,TS286,2,v1,0.49195
T1239v1TS221_5,TS221,5,v1,0.49195
T1239v2TS314_1,TS314,1,v2,0.49195
T1239v2TS208_5,TS208,5,v2,0.4911
T1239v1TS235_4,TS235,4,v1,0.49024999999999996
T1239v2TS033_4,TS033,4,v2,0.49024999999999996
T1239v2TS221_3,TS221,3,v2,0.48983
T1239v2TS419_3,TS419,3,v2,0.48983
T1239v2TS148_5,TS148,5,v2,0.48941
T1239v2TS079_3,TS079,3,v2,0.48898
T1239v1TS293_3,TS293,3,v1,0.48898
T1239v2TS293_3,TS293,3,v2,0.48898
T1239v2TS110_4,TS110,4,v2,0.48898
T1239v1TS079_3,TS079,3,v1,0.48898
T1239v2TS079_1,TS079,1,v2,0.48814
T1239v1TS293_1,TS293,1,v1,0.48814
T1239v2TS293_1,TS293,1,v2,0.48814
T1239v1TS079_1,TS079,1,v1,0.48814
T1239v2TS014_4,TS014,4,v2,0.48686
T1239v1TS267_2,TS267,2,v1,0.48644
T1239v1TS419_1,TS419,1,v1,0.48517000000000005
T1239v1TS221_1,TS221,1,v1,0.48517000000000005
T1239v1TS051_1,TS051,1,v1,0.4839
T1239v1TS331_1,TS331,1,v1,0.4839
T1239v2TS345_1,TS345,1,v2,0.4839
T1239v1TS425_1,TS425,1,v1,0.4839
T1239v1TS163_3,TS163,3,v1,0.4839
T1239v2TS331_5,TS331,5,v2,0.4839
T1239v2TS425_5,TS425,5,v2,0.4839
T1239v1TS345_3,TS345,3,v1,0.4839
T1239v2TS051_3,TS051,3,v2,0.4839
T1239v1TS163_2,TS163,2,v1,0.48347
T1239v2TS231_5,TS231,5,v2,0.48305
T1239v1TS163_5,TS163,5,v1,0.48178
T1239v2TS269_4,TS269,4,v2,0.48178
T1239v1TS465_4,TS465,4,v1,0.48136
T1239v2TS148_4,TS148,4,v2,0.48136
T1239v1TS112_4,TS112,4,v1,0.48093
T1239v2TS204_5,TS204,5,v2,0.48093
T1239v2TS040_3,TS040,3,v2,0.48093
T1239v1TS040_3,TS040,3,v1,0.48093
T1239v1TS017_5,TS017,5,v1,0.48051
T1239v2TS358_5,TS358,5,v2,0.48008
T1239v2TS231_3,TS231,3,v2,0.48008
T1239v1TS304_4,TS304,4,v1,0.47966000000000003
T1239v2TS014_2,TS014,2,v2,0.47924
T1239v1TS110_4,TS110,4,v1,0.47839
T1239v2TS110_1,TS110,1,v2,0.47839
T1239v2TS319_4,TS319,4,v2,0.47796999999999995
T1239v1TS331_4,TS331,4,v1,0.47796999999999995
T1239v1TS319_4,TS319,4,v1,0.47796999999999995
T1239v2TS331_4,TS331,4,v2,0.47796999999999995
T1239v1TS163_4,TS163,4,v1,0.47712000000000004
T1239v2TS019_1,TS019,1,v2,0.47668999999999995
T1239v1TS017_1,TS017,1,v1,0.47668999999999995
T1239v1TS145_2,TS145,2,v1,0.47668999999999995
T1239v1TS147_2,TS147,2,v1,0.47668999999999995
T1239v1TS019_2,TS019,2,v1,0.47668999999999995
T1239v1TS023_2,TS023,2,v1,0.47668999999999995
T1239v2TS079_5,TS079,5,v2,0.47585
T1239v1TS293_5,TS293,5,v1,0.47585
T1239v2TS293_5,TS293,5,v2,0.47585
T1239v2TS033_3,TS033,3,v2,0.47585
T1239v1TS079_5,TS079,5,v1,0.47585
T1239v2TS264_2,TS264,2,v2,0.47542
T1239v2TS231_2,TS231,2,v2,0.47542
T1239v1TS358_4,TS358,4,v1,0.47542
T1239v1TS163_1,TS163,1,v1,0.475
T1239v1TS145_5,TS145,5,v1,0.475
T1239v1TS023_5,TS023,5,v1,0.475
T1239v1TS241_5,TS241,5,v1,0.47458
T1239v2TS014_6,TS014,6,v2,0.47458
T1239v1TS304_1,TS304,1,v1,0.47458
T1239v2TS014_5,TS014,5,v2,0.47458
T1239v1TS456_5,TS456,5,v1,0.47373
T1239v2TS304_1,TS304,1,v2,0.47331
T1239v1TS033_4,TS033,4,v1,0.47331
T1239v2TS304_4,TS304,4,v2,0.47287999999999997
T1239v2TS040_2,TS040,2,v2,0.47246000000000005
T1239v1TS040_2,TS040,2,v1,0.47246000000000005
T1239v2TS269_1,TS269,1,v2,0.47246000000000005
T1239v1TS204_4,TS204,4,v1,0.47203
T1239v1TS287_1,TS287,1,v1,0.47203
T1239v1TS112_2,TS112,2,v1,0.47161000000000003
T1239v2TS375_3,TS375,3,v2,0.47161000000000003
T1239v1TS267_4,TS267,4,v1,0.47119
T1239v1TS286_1,TS286,1,v1,0.47076
T1239v1TS358_3,TS358,3,v1,0.47076
T1239v2TS241_4,TS241,4,v2,0.46948999999999996
T1239v1TS375_4,TS375,4,v1,0.46907
T1239v2TS269_3,TS269,3,v2,0.46863999999999995
T1239v1TS375_3,TS375,3,v1,0.46737
T1239v1TS212_4,TS212,4,v1,0.46737
T1239v2TS375_4,TS375,4,v2,0.46737
T1239v1TS212_5,TS212,5,v1,0.46695
T1239v1TS314_2,TS314,2,v1,0.46653
T1239v2TS284_4,TS284,4,v2,0.46653
T1239v2TS122_3,TS122,3,v2,0.46653
T1239v2TS301_4,TS301,4,v2,0.46653
T1239v1TS122_3,TS122,3,v1,0.46653
T1239v2TS075_4,TS075,4,v2,0.46653
T1239v1TS465_3,TS465,3,v1,0.46525
T1239v2TS269_2,TS269,2,v2,0.46525
T1239v1TS231_1,TS231,1,v1,0.46482999999999997
T1239v1TS212_1,TS212,1,v1,0.46482999999999997
T1239v1TS314_3,TS314,3,v1,0.46482999999999997
T1239v1TS212_2,TS212,2,v1,0.46441000000000004
T1239v1TS212_3,TS212,3,v1,0.46441000000000004
T1239v1TS314_4,TS314,4,v1,0.46398000000000006
T1239v2TS269_5,TS269,5,v2,0.46398000000000006
T1239v1TS358_5,TS358,5,v1,0.46398000000000006
T1239v1TS231_2,TS231,2,v1,0.46356
T1239v1TS145_1,TS145,1,v1,0.46271
T1239v2TS312_4,TS312,4,v2,0.46271
T1239v2TS148_1,TS148,1,v2,0.46271
T1239v1TS023_1,TS023,1,v1,0.46271
T1239v2TS231_4,TS231,4,v2,0.46271
T1239v1TS112_5,TS112,5,v1,0.46229
T1239v1TS314_1,TS314,1,v1,0.46229
T1239v1TS112_1,TS112,1,v1,0.46186
T1239v1TS112_3,TS112,3,v1,0.46143999999999996
T1239v2TS304_2,TS304,2,v2,0.46143999999999996
T1239v2TS287_4,TS287,4,v2,0.46102
T1239v1TS267_3,TS267,3,v1,0.46102
T1239v1TS304_2,TS304,2,v1,0.46059
T1239v1TS465_2,TS465,2,v1,0.45975
T1239v1TS465_1,TS465,1,v1,0.45975
T1239v2TS264_4,TS264,4,v2,0.45932
T1239v1TS139_6,TS139,6,v1,0.45932
T1239v2TS481_3,TS481,3,v2,0.45932
T1239v1TS358_1,TS358,1,v1,0.45932
T1239v1TS059_6,TS059,6,v1,0.45932
T1239v1TS301_4,TS301,4,v1,0.45890000000000003
T1239v1TS091_4,TS091,4,v1,0.45805
T1239v1TS033_5,TS033,5,v1,0.45805
T1239v2TS091_4,TS091,4,v2,0.45805
T1239v1TS358_2,TS358,2,v1,0.45763
T1239v2TS241_3,TS241,3,v2,0.4572
T1239v1TS014_5,TS014,5,v1,0.4572
T1239v1TS014_3,TS014,3,v1,0.45593000000000006
T1239v2TS164_2,TS164,2,v2,0.45466
T1239v1TS014_4,TS014,4,v1,0.45424
T1239v1TS014_1,TS014,1,v1,0.45212
T1239v2TS475_2,TS475,2,v2,0.45212
T1239v2TS284_5,TS284,5,v2,0.45212
T1239v2TS122_4,TS122,4,v2,0.45212
T1239v2TS301_5,TS301,5,v2,0.45212
T1239v1TS122_4,TS122,4,v1,0.45212
T1239v1TS145_4,TS145,4,v1,0.45212
T1239v2TS075_5,TS075,5,v2,0.45212
T1239v1TS023_4,TS023,4,v1,0.45212
T1239v1TS017_4,TS017,4,v1,0.45085000000000003
T1239v2TS264_5,TS264,5,v2,0.45042000000000004
T1239v1TS287_5,TS287,5,v1,0.45042000000000004
T1239v2TS022_5,TS022,5,v2,0.45
T1239v1TS015_4,TS015,4,v1,0.45
T1239v1TS397_1,TS397,1,v1,0.45
T1239v1TS301_3,TS301,3,v1,0.45
T1239v1TS164_2,TS164,2,v1,0.44958
T1239v1TS148_2,TS148,2,v1,0.44872999999999996
T1239v1TS312_2,TS312,2,v1,0.44872999999999996
T1239v2TS264_6,TS264,6,v2,0.44872999999999996
T1239v2TS267_4,TS267,4,v2,0.44831000000000004
T1239v2TS375_5,TS375,5,v2,0.44831000000000004
T1239v2TS301_1,TS301,1,v2,0.44787999999999994
T1239v2TS122_5,TS122,5,v2,0.44787999999999994
T1239v2TS284_1,TS284,1,v2,0.44787999999999994
T1239v1TS122_5,TS122,5,v1,0.44787999999999994
T1239v2TS015_3,TS015,3,v2,0.44787999999999994
T1239v2TS075_1,TS075,1,v2,0.44787999999999994
T1239v1TS304_5,TS304,5,v1,0.44787999999999994
T1239v2TS040_1,TS040,1,v2,0.44746
T1239v1TS040_1,TS040,1,v1,0.44746
T1239v1TS014_6,TS014,6,v1,0.44703000000000004
T1239v1TS164_1,TS164,1,v1,0.44661
T1239v2TS264_3,TS264,3,v2,0.44619
T1239v1TS014_2,TS014,2,v1,0.44576
T1239v1TS465_5,TS465,5,v1,0.44534
T1239v1TS198_5,TS198,5,v1,0.44492
T1239v2TS264_1,TS264,1,v2,0.44406999999999996
T1239v2TS397_1,TS397,1,v2,0.44406999999999996
T1239v1TS304_3,TS304,3,v1,0.44406999999999996
T1239v2TS267_1,TS267,1,v2,0.44322
T1239v1TS148_4,TS148,4,v1,0.44322
T1239v1TS312_4,TS312,4,v1,0.44322
T1239v2TS122_2,TS122,2,v2,0.4428
T1239v2TS301_2,TS301,2,v2,0.4428
T1239v2TS284_2,TS284,2,v2,0.4428
T1239v1TS122_2,TS122,2,v1,0.4428
T1239v2TS075_2,TS075,2,v2,0.4428
T1239v2TS079_4,TS079,4,v2,0.44195
T1239v1TS293_4,TS293,4,v1,0.44195
T1239v1TS198_4,TS198,4,v1,0.44195
T1239v2TS293_4,TS293,4,v2,0.44195
T1239v1TS079_4,TS079,4,v1,0.44195
T1239v2TS015_1,TS015,1,v2,0.44153
T1239v1TS267_5,TS267,5,v1,0.4411
T1239v2TS164_1,TS164,1,v2,0.44067999999999996
T1239v2TS456_5,TS456,5,v2,0.44025
T1239v1TS375_1,TS375,1,v1,0.43856
T1239v2TS475_4,TS475,4,v2,0.43686
T1239v1TS287_4,TS287,4,v1,0.43644
T1239v2TS267_2,TS267,2,v2,0.43559
T1239v2TS267_5,TS267,5,v2,0.43559
T1239v1TS015_2,TS015,2,v1,0.43517000000000006
T1239v1TS301_1,TS301,1,v1,0.43517000000000006
T1239v1TS264_2,TS264,2,v1,0.43517000000000006
T1239v1TS198_1,TS198,1,v1,0.43432000000000004
T1239v2TS015_2,TS015,2,v2,0.43178
T1239v1TS148_3,TS148,3,v1,0.43008
T1239v1TS312_3,TS312,3,v1,0.43008
T1239v1TS264_3,TS264,3,v1,0.43008
T1239v2TS267_3,TS267,3,v2,0.42924
T1239v2TS059_6,TS059,6,v2,0.42796999999999996
T1239v2TS139_6,TS139,6,v2,0.42796999999999996
T1239v2TS023_1,TS023,1,v2,0.42712000000000006
T1239v2TS145_1,TS145,1,v2,0.42712000000000006
T1239v1TS015_5,TS015,5,v1,0.42668999999999996
T1239v2TS112_5,TS112,5,v2,0.42585
T1239v1TS017_2,TS017,2,v1,0.42542
T1239v1TS145_3,TS145,3,v1,0.42542
T1239v1TS023_3,TS023,3,v1,0.42542
T1239v2TS163_2,TS163,2,v2,0.42373
T1239v2TS465_4,TS465,4,v2,0.42373
T1239v1TS164_3,TS164,3,v1,0.42331
T1239v2TS164_3,TS164,3,v2,0.42246
T1239v1TS311_1,TS311,1,v1,0.42246
T1239v1TS017_3,TS017,3,v1,0.42246
T1239v2TS163_3,TS163,3,v2,0.42246
T1239v1TS311_4,TS311,4,v1,0.42203
T1239v2TS163_1,TS163,1,v2,0.42203
T1239v2TS287_3,TS287,3,v2,0.42034
T1239v2TS312_5,TS312,5,v2,0.41949
T1239v2TS148_2,TS148,2,v2,0.41949
T1239v2TS475_3,TS475,3,v2,0.41906999999999994
T1239v1TS091_1,TS091,1,v1,0.41737
T1239v2TS301_3,TS301,3,v2,0.41737
T1239v2TS122_1,TS122,1,v2,0.41737
T1239v2TS284_3,TS284,3,v2,0.41737
T1239v2TS015_6,TS015,6,v2,0.41737
T1239v1TS122_1,TS122,1,v1,0.41737
T1239v2TS091_3,TS091,3,v2,0.41737
T1239v2TS075_3,TS075,3,v2,0.41737
T1239v1TS311_2,TS311,2,v1,0.41653
T1239v1TS198_3,TS198,3,v1,0.41653
T1239v2TS167_3,TS167,3,v2,0.41609999999999997
T1239v2TS450_3,TS450,3,v2,0.41609999999999997
T1239v2TS287_5,TS287,5,v2,0.41568
T1239v1TS462_5,TS462,5,v1,0.41483
T1239v1TS264_1,TS264,1,v1,0.41398
T1239v1TS375_5,TS375,5,v1,0.41356000000000004
T1239v2TS481_4,TS481,4,v2,0.41356000000000004
T1239v1TS301_5,TS301,5,v1,0.41356000000000004
T1239v2TS198_1,TS198,1,v2,0.41314
T1239v1TS462_1,TS462,1,v1,0.41271
T1239v1TS015_3,TS015,3,v1,0.41186
T1239v1TS264_5,TS264,5,v1,0.41144
T1239v1TS301_2,TS301,2,v1,0.41058999999999996
T1239v2TS015_4,TS015,4,v2,0.41017000000000003
T1239v2TS450_4,TS450,4,v2,0.4089
T1239v2TS167_4,TS167,4,v2,0.4089
T1239v2TS465_2,TS465,2,v2,0.4089
T1239v2TS221_4,TS221,4,v2,0.40847
