Model,Group,Model Number,Model Version,GlobalLDDT
T1228v1TS147_1,TS147,1,v1,0.7357
T1228v2TS164_2,TS164,2,v2,0.7357
T1228v2TS284_3,TS284,3,v2,0.7357
T1228v2TS311_2,TS311,2,v2,0.7357
T1228v2TS221_4,TS221,4,v2,0.7357
T1228v2TS235_2,TS235,2,v2,0.7357
T1228v2TS301_3,TS301,3,v2,0.7357
T1228v2TS075_3,TS075,3,v2,0.7357
T1228v1TS235_2,TS235,2,v1,0.7357
T1228v2TS122_3,TS122,3,v2,0.7357
T1228v1TS311_2,TS311,2,v1,0.7357
T1228v2TS286_3,TS286,3,v2,0.7356
T1228v2TS235_3,TS235,3,v2,0.7356
T1228v1TS235_3,TS235,3,v1,0.7356
T1228v1TS028_2,TS028,2,v1,0.7356
T1228v1TS311_1,TS311,1,v1,0.7355
T1228v2TS015_5,TS015,5,v2,0.7355
T1228v1TS241_3,TS241,3,v1,0.7355
T1228v2TS311_1,TS311,1,v2,0.7355
T1228v2TS269_5,TS269,5,v2,0.7354
T1228v1TS269_5,TS269,5,v1,0.7354
T1228v2TS241_1,TS241,1,v2,0.7354
T1228v1TS462_5,TS462,5,v1,0.7354
T1228v1TS014_4,TS014,4,v1,0.7354
T1228v2TS014_6,TS014,6,v2,0.7353
T1228v2TS481_4,TS481,4,v2,0.7353
T1228v1TS208_1,TS208,1,v1,0.7353
T1228v2TS019_5,TS019,5,v2,0.7352
T1228v2TS304_3,TS304,3,v2,0.7352
T1228v1TS019_1,TS019,1,v1,0.7352
T1228v1TS375_4,TS375,4,v1,0.7351
T1228v1TS019_4,TS019,4,v1,0.7351
T1228v1TS022_2,TS022,2,v1,0.7351
T1228v1TS264_4,TS264,4,v1,0.7351
T1228v2TS022_2,TS022,2,v2,0.7351
T1228v1TS481_2,TS481,2,v1,0.7350
T1228v1TS033_1,TS033,1,v1,0.7350
T1228v1TS019_2,TS019,2,v1,0.7349
T1228v1TS301_1,TS301,1,v1,0.7349
T1228v2TS267_2,TS267,2,v2,0.7349
T1228v2TS147_2,TS147,2,v2,0.7349
T1228v2TS375_1,TS375,1,v2,0.7349
T1228v2TS231_4,TS231,4,v2,0.7349
T1228v2TS051_1,TS051,1,v2,0.7347
T1228v1TS345_4,TS345,4,v1,0.7347
T1228v1TS051_4,TS051,4,v1,0.7347
T1228v2TS312_1,TS312,1,v2,0.7347
T1228v2TS345_1,TS345,1,v2,0.7347
T1228v2TS456_1,TS456,1,v2,0.7346
T1228v1TS456_5,TS456,5,v1,0.7346
T1228v1TS019_3,TS019,3,v1,0.7345
T1228v1TS267_1,TS267,1,v1,0.7345
T1228v1TS014_3,TS014,3,v1,0.7344
T1228v1TS298_1,TS298,1,v1,0.7344
T1228v1TS028_1,TS028,1,v1,0.7343
T1228v1TS014_6,TS014,6,v1,0.7343
T1228v1TS164_4,TS164,4,v1,0.7342
T1228v2TS267_4,TS267,4,v2,0.7341
T1228v1TS465_3,TS465,3,v1,0.7341
T1228v1TS465_1,TS465,1,v1,0.7341
T1228v2TS269_4,TS269,4,v2,0.7340
T1228v1TS269_3,TS269,3,v1,0.7340
T1228v1TS017_4,TS017,4,v1,0.7340
T1228v2TS269_3,TS269,3,v2,0.7340
T1228v1TS269_4,TS269,4,v1,0.7340
T1228v1TS145_4,TS145,4,v1,0.7340
T1228v2TS287_5,TS287,5,v2,0.7339
T1228v2TS014_3,TS014,3,v2,0.7339
T1228v2TS298_2,TS298,2,v2,0.7336
T1228v2TS014_4,TS014,4,v2,0.7336
T1228v2TS017_1,TS017,1,v2,0.7336
T1228v2TS145_4,TS145,4,v2,0.7336
T1228v1TS375_3,TS375,3,v1,0.7334
T1228v1TS164_3,TS164,3,v1,0.7334
T1228v1TS052_5,TS052,5,v1,0.7333
T1228v2TS231_5,TS231,5,v2,0.7333
T1228v2TS052_1,TS052,1,v2,0.7333
T1228v1TS267_2,TS267,2,v1,0.7332
T1228v1TS304_4,TS304,4,v1,0.7332
T1228v1TS164_5,TS164,5,v1,0.7331
T1228v1TS388_5,TS388,5,v1,0.7331
T1228v2TS163_2,TS163,2,v2,0.7330
T1228v2TS465_1,TS465,1,v2,0.7330
T1228v1TS163_2,TS163,2,v1,0.7330
T1228v1TS465_5,TS465,5,v1,0.7327
T1228v1TS163_1,TS163,1,v1,0.7325
T1228v2TS163_1,TS163,1,v2,0.7325
T1228v2TS204_3,TS204,3,v2,0.7325
T1228v1TS375_1,TS375,1,v1,0.7325
T1228v2TS388_5,TS388,5,v2,0.7323
T1228v2TS304_4,TS304,4,v2,0.7323
T1228v2TS304_2,TS304,2,v2,0.7323
T1228v1TS014_1,TS014,1,v1,0.7323
T1228v2TS481_3,TS481,3,v2,0.7321
T1228v2TS465_3,TS465,3,v2,0.7320
T1228v2TS267_3,TS267,3,v2,0.7320
T1228v1TS033_2,TS033,2,v1,0.7319
T1228v2TS079_1,TS079,1,v2,0.7318
T1228v1TS079_1,TS079,1,v1,0.7318
T1228v1TS269_2,TS269,2,v1,0.7317
T1228v2TS269_2,TS269,2,v2,0.7317
T1228v1TS014_2,TS014,2,v1,0.7316
T1228v1TS204_1,TS204,1,v1,0.7314
T1228v2TS091_3,TS091,3,v2,0.7312
T1228v1TS163_5,TS163,5,v1,0.7312
T1228v1TS091_1,TS091,1,v1,0.7312
T1228v2TS163_5,TS163,5,v2,0.7312
T1228v2TS208_5,TS208,5,v2,0.7311
T1228v1TS304_2,TS304,2,v1,0.7311
T1228v2TS286_2,TS286,2,v2,0.7310
T1228v2TS267_1,TS267,1,v2,0.7309
T1228v1TS267_4,TS267,4,v1,0.7304
T1228v2TS059_3,TS059,3,v2,0.7304
T1228v1TS304_5,TS304,5,v1,0.7303
T1228v1TS221_2,TS221,2,v1,0.7303
T1228v1TS091_3,TS091,3,v1,0.7301
T1228v1TS481_3,TS481,3,v1,0.7301
T1228v2TS091_1,TS091,1,v2,0.7301
T1228v1TS419_2,TS419,2,v1,0.7299
T1228v2TS052_4,TS052,4,v2,0.7298
T1228v1TS052_4,TS052,4,v1,0.7298
T1228v2TS033_3,TS033,3,v2,0.7297
T1228v1TS059_2,TS059,2,v1,0.7297
T1228v1TS241_5,TS241,5,v1,0.7296
T1228v1TS304_1,TS304,1,v1,0.7296
T1228v2TS241_2,TS241,2,v2,0.7294
T1228v1TS235_5,TS235,5,v1,0.7294
T1228v1TS235_4,TS235,4,v1,0.7294
T1228v2TS235_4,TS235,4,v2,0.7294
T1228v2TS235_5,TS235,5,v2,0.7294
T1228v2TS163_3,TS163,3,v2,0.7293
T1228v2TS262_2,TS262,2,v2,0.7293
T1228v1TS163_3,TS163,3,v1,0.7293
T1228v2TS262_5,TS262,5,v2,0.7293
T1228v1TS198_4,TS198,4,v1,0.7291
T1228v2TS059_2,TS059,2,v2,0.7290
T1228v1TS163_4,TS163,4,v1,0.7290
T1228v2TS163_4,TS163,4,v2,0.7290
T1228v2TS014_1,TS014,1,v2,0.7289
T1228v2TS204_2,TS204,2,v2,0.7287
T1228v2TS079_4,TS079,4,v2,0.7279
T1228v1TS293_4,TS293,4,v1,0.7279
T1228v2TS293_4,TS293,4,v2,0.7279
T1228v1TS079_4,TS079,4,v1,0.7279
T1228v1TS293_1,TS293,1,v1,0.7278
T1228v2TS293_1,TS293,1,v2,0.7278
T1228v2TS112_2,TS112,2,v2,0.7274
T1228v1TS112_2,TS112,2,v1,0.7274
T1228v2TS014_2,TS014,2,v2,0.7271
T1228v1TS465_2,TS465,2,v1,0.7270
T1228v2TS293_3,TS293,3,v2,0.7270
T1228v1TS079_3,TS079,3,v1,0.7270
T1228v2TS079_3,TS079,3,v2,0.7270
T1228v1TS293_3,TS293,3,v1,0.7270
T1228v1TS112_1,TS112,1,v1,0.7265
T1228v2TS017_3,TS017,3,v2,0.7265
T1228v2TS112_1,TS112,1,v2,0.7265
T1228v1TS286_4,TS286,4,v1,0.7265
T1228v1TS059_3,TS059,3,v1,0.7265
T1228v1TS262_4,TS262,4,v1,0.7255
T1228v1TS262_2,TS262,2,v1,0.7255
T1228v2TS015_4,TS015,4,v2,0.7250
T1228v2TS198_4,TS198,4,v2,0.7250
T1228v2TS489_1,TS489,1,v2,0.7249
T1228v2TS015_1,TS015,1,v2,0.7247
T1228v2TS091_2,TS091,2,v2,0.7246
T1228v1TS091_2,TS091,2,v1,0.7246
T1228v1TS286_3,TS286,3,v1,0.7242
T1228v2TS221_1,TS221,1,v2,0.7241
T1228v1TS489_4,TS489,4,v1,0.7238
T1228v2TS419_2,TS419,2,v2,0.7237
T1228v2TS112_4,TS112,4,v2,0.7233
T1228v1TS112_3,TS112,3,v1,0.7233
T1228v2TS489_5,TS489,5,v2,0.7232
T1228v2TS262_3,TS262,3,v2,0.7231
T1228v1TS419_5,TS419,5,v1,0.7230
T1228v2TS015_3,TS015,3,v2,0.7226
T1228v1TS221_3,TS221,3,v1,0.7225
T1228v2TS489_3,TS489,3,v2,0.7225
T1228v2TS286_1,TS286,1,v2,0.7224
T1228v2TS456_4,TS456,4,v2,0.7224
T1228v1TS456_4,TS456,4,v1,0.7224
T1228v1TS286_2,TS286,2,v1,0.7223
T1228v1TS286_1,TS286,1,v1,0.7223
