Model,Group,Model Version,Model Number,Composite_Score_3
T1214TS494_1,TS494,v2,1,99.20125332524614
T1214TS274_1,TS274,v2,1,99.20125332524614
T1214TS040_3,TS040,v2,3,98.88104113094026
T1214TS040_1,TS040,v2,1,98.79793346035171
T1214TS040_5,TS040,v2,5,98.77228785925627
T1214TS494_5,TS494,v2,5,98.68655512618747
T1214TS274_5,TS274,v2,5,98.68655512618747
T1214TS040_2,TS040,v2,2,98.62143405231868
T1214TS091_1,TS091,v2,1,98.41860733979948
T1214TS040_4,TS040,v2,4,98.40040142590543
T1214TS274_4,TS274,v2,4,98.39573368828948
T1214TS494_4,TS494,v2,4,98.39573368828948
T1214TS494_3,TS494,v2,3,98.3846956341475
T1214TS274_3,TS274,v2,3,98.3846956341475
T1214TS274_2,TS274,v2,2,98.35617788015291
T1214TS494_2,TS494,v2,2,98.35617788015291
T1214TS145_1,TS145,v2,1,97.90288263614303
T1214TS017_1,TS017,v2,1,97.90288263614303
T1214TS198_1,TS198,v2,1,97.80930493610124
T1214TS091_4,TS091,v2,4,97.62699676612587
T1214TS091_5,TS091,v2,5,97.62699676612587
T1214TS091_3,TS091,v2,3,97.62699676612587
T1214TS375_4,TS375,v2,4,97.603947515273
T1214TS110_5,TS110,v2,5,97.56007753658346
T1214TS462_3,TS462,v2,3,97.50041025020997
T1214TS147_3,TS147,v2,3,97.50041025020997
T1214TS204_5,TS204,v2,5,97.34733902675961
T1214TS204_3,TS204,v2,3,97.34483138159455
T1214TS388_1,TS388,v2,1,97.18054858014449
T1214TS139_6,TS139,v2,6,97.11070656127625
T1214TS059_6,TS059,v2,6,97.11070656127625
T1214TS388_2,TS388,v2,2,97.11070656127625
T1214TS059_5,TS059,v2,5,97.0121147901971
T1214TS059_1,TS059,v2,1,96.99358150241135
T1214TS059_4,TS059,v2,4,96.86911757603808
T1214TS059_3,TS059,v2,3,96.8587621873555
T1214TS286_3,TS286,v2,3,96.85140647662605
T1214TS286_4,TS286,v2,4,96.84676746454937
T1214TS286_5,TS286,v2,5,96.83925245462017
T1214TS059_2,TS059,v2,2,96.77108295706525
T1214TS204_2,TS204,v2,2,96.72350326609472
T1214TS286_2,TS286,v2,2,96.72017920633184
T1214TS204_1,TS204,v2,1,96.59291362964132
T1214TS286_1,TS286,v2,1,96.49883183655953
T1214TS319_4,TS319,v2,4,96.44002310121937
T1214TS204_4,TS204,v2,4,96.38240942064425
T1214TS456_4,TS456,v2,4,96.28264327310752
T1214TS052_5,TS052,v2,5,96.28036242326723
T1214TS052_4,TS052,v2,4,96.26454834957387
T1214TS052_2,TS052,v2,2,96.16262440066222
T1214TS262_1,TS262,v2,1,96.16159582846896
T1214TS262_2,TS262,v2,2,96.16159582846896
T1214TS425_4,TS425,v2,4,96.16108686570973
T1214TS262_3,TS262,v2,3,96.07833186423042
T1214TS262_5,TS262,v2,5,95.75654218369027
T1214TS456_3,TS456,v2,3,95.74595599806916
T1214TS022_2,TS022,v2,2,95.70157796808346
T1214TS015_1,TS015,v2,1,95.65932402418171
T1214TS262_4,TS262,v2,4,95.5157048302059
T1214TS052_3,TS052,v2,3,95.47984110372872
T1214TS456_2,TS456,v2,2,95.4684730182656
T1214TS456_5,TS456,v2,5,95.284717853502
T1214TS456_1,TS456,v2,1,95.25680866338199
T1214TS269_4,TS269,v2,4,95.23920624566895
T1214TS269_5,TS269,v2,5,95.2258669984896
T1214TS419_5,TS419,v2,5,95.20390644957693
T1214TS221_5,TS221,v2,5,95.20390644957693
T1214TS221_1,TS221,v2,1,95.03844224334755
T1214TS419_1,TS419,v2,1,95.03844224334755
T1214TS269_1,TS269,v2,1,95.02793961880018
T1214TS419_4,TS419,v2,4,95.01858477536865
T1214TS221_4,TS221,v2,4,95.01858477536865
T1214TS022_1,TS022,v2,1,94.99398490021545
T1214TS269_2,TS269,v2,2,94.83707578405586
T1214TS269_3,TS269,v2,3,94.8322367376621
T1214TS148_2,TS148,v2,2,94.82211571881486
T1214TS221_2,TS221,v2,2,94.80716901183675
T1214TS419_2,TS419,v2,2,94.80716901183675
T1214TS221_3,TS221,v2,3,94.78492049935892
T1214TS419_3,TS419,v2,3,94.78492049935892
T1214TS052_1,TS052,v2,1,94.70610402375829
T1214TS020_3,TS020,v2,3,94.36147004092989
T1214TS022_3,TS022,v2,3,93.43496288805474
T1214TS139_5,TS139,v2,5,92.49761917486315
T1214TS139_4,TS139,v2,4,91.81725678723953
T1214TS139_2,TS139,v2,2,91.80918271637657
T1214TS139_1,TS139,v2,1,91.2632949403853
T1214TS369_5,TS369,v2,5,89.896303282883
T1214TS369_4,TS369,v2,4,88.72215232899505
T1214TS287_5,TS287,v2,5,88.55139265678599
T1214TS208_2,TS208,v2,2,87.30894023231858
T1214TS235_5,TS235,v2,5,87.27527073721856
T1214TS314_5,TS314,v2,5,87.26637051040673
T1214TS393_4,TS393,v2,4,87.26637051040673
T1214TS312_5,TS312,v2,5,87.26637051040673
T1214TS287_4,TS287,v2,4,87.23969013076639
T1214TS198_2,TS198,v2,2,87.21585357111275
T1214TS465_1,TS465,v2,1,87.0835751058718
T1214TS208_5,TS208,v2,5,87.05215201642025
T1214TS267_3,TS267,v2,3,86.84228789370395
T1214TS312_4,TS312,v2,4,86.82216734593295
T1214TS314_4,TS314,v2,4,86.82216734593295
T1214TS393_2,TS393,v2,2,86.82216734593295
T1214TS264_6,TS264,v2,6,86.82216734593295
T1214TS235_2,TS235,v2,2,86.74969738855528
T1214TS235_1,TS235,v2,1,86.72609972171358
T1214TS164_5,TS164,v2,5,86.65534646865295
T1214TS163_5,TS163,v2,5,86.65534646865295
T1214TS198_5,TS198,v2,5,86.64990273681435
T1214TS017_5,TS017,v2,5,86.6312834129121
T1214TS145_4,TS145,v2,4,86.6312834129121
T1214TS304_4,TS304,v2,4,86.59653713715974
T1214TS241_4,TS241,v2,4,86.59653713715974
T1214TS304_1,TS304,v2,1,86.57701732641684
T1214TS241_1,TS241,v2,1,86.57701732641684
T1214TS051_6,TS051,v2,6,86.54007421825457
T1214TS345_1,TS345,v2,1,86.53104135441568
T1214TS122_1,TS122,v2,1,86.43246353726886
T1214TS425_1,TS425,v2,1,86.40735978201322
T1214TS345_6,TS345,v2,6,86.35876023144098
T1214TS345_2,TS345,v2,2,86.35876023144098
T1214TS475_5,TS475,v2,5,86.33825449906028
T1214TS464_4,TS464,v2,4,86.33369952746087
T1214TS464_3,TS464,v2,3,86.33369952746087
T1214TS464_2,TS464,v2,2,86.33369952746087
T1214TS464_1,TS464,v2,1,86.33369952746087
T1214TS464_5,TS464,v2,5,86.33369952746087
T1214TS345_5,TS345,v2,5,86.29776586551736
T1214TS304_3,TS304,v2,3,86.25644693205459
T1214TS241_3,TS241,v2,3,86.25644693205459
T1214TS145_2,TS145,v2,2,86.22417995617367
T1214TS017_4,TS017,v2,4,86.22417995617367
T1214TS375_2,TS375,v2,2,86.18476024287503
T1214TS319_1,TS319,v2,1,86.16498317472458
T1214TS198_4,TS198,v2,4,86.16361491496039
T1214TS301_4,TS301,v2,4,86.16041733827817
T1214TS196_1,TS196,v2,1,86.09028890082462
T1214TS014_2,TS014,v2,2,86.05209215448785
T1214TS272_3,TS272,v2,3,86.03869614303892
T1214TS272_1,TS272,v2,1,86.03869614303892
T1214TS272_5,TS272,v2,5,86.03849505029554
T1214TS272_2,TS272,v2,2,86.03849505029554
T1214TS272_4,TS272,v2,4,86.03849505029554
T1214TS304_5,TS304,v2,5,86.00752686015294
T1214TS241_5,TS241,v2,5,86.00752686015294
T1214TS163_4,TS163,v2,4,85.8703386920392
T1214TS164_4,TS164,v2,4,85.8703386920392
T1214TS311_5,TS311,v2,5,85.86939459201474
T1214TS017_2,TS017,v2,2,85.86485653724375
T1214TS145_3,TS145,v2,3,85.86485653724375
T1214TS039_2,TS039,v2,2,85.85872420504087
T1214TS235_3,TS235,v2,3,85.8475089794114
T1214TS039_3,TS039,v2,3,85.84600991932658
T1214TS388_3,TS388,v2,3,85.82899516896717
T1214TS039_1,TS039,v2,1,85.78179563361229
T1214TS122_5,TS122,v2,5,85.70014259427973
T1214TS145_5,TS145,v2,5,85.69382188031993
T1214TS017_3,TS017,v2,3,85.69382188031993
T1214TS198_3,TS198,v2,3,85.68873246655758
T1214TS301_3,TS301,v2,3,85.65488795224563
T1214TS301_1,TS301,v2,1,85.65141205894099
T1214TS075_1,TS075,v2,1,85.65100944268933
T1214TS284_1,TS284,v2,1,85.65100944268933
T1214TS014_3,TS014,v2,3,85.64068735723953
T1214TS375_1,TS375,v2,1,85.6279748638834
T1214TS475_1,TS475,v2,1,85.6279748638834
T1214TS423_3,TS423,v2,3,85.57276141408656
T1214TS311_2,TS311,v2,2,85.52004630922698
T1214TS400_1,TS400,v2,1,85.50326049676758
T1214TS331_5,TS331,v2,5,85.38148867739508
T1214TS051_5,TS051,v2,5,85.38148867739508
T1214TS314_3,TS314,v2,3,85.37982315383856
T1214TS312_3,TS312,v2,3,85.37982315383856
T1214TS208_1,TS208,v2,1,85.36840856596237
T1214TS051_4,TS051,v2,4,85.3466036840842
T1214TS331_4,TS331,v2,4,85.3466036840842
T1214TS122_4,TS122,v2,4,85.30088741800088
T1214TS196_5,TS196,v2,5,85.29778351798305
T1214TS301_5,TS301,v2,5,85.2660030973412
T1214TS163_3,TS163,v2,3,85.26032825615262
T1214TS164_3,TS164,v2,3,85.26032825615262
T1214TS267_5,TS267,v2,5,85.23190892618786
T1214TS208_3,TS208,v2,3,85.22874980802273
T1214TS196_3,TS196,v2,3,85.21052155251539
T1214TS423_4,TS423,v2,4,85.14635687379791
