Model,Group,Model Version,Model Number,Composite_Score_1
T1214TS015_5,TS015,v1,5,91.16584394119002
T1214TS015_2,TS015,v1,2,90.97119477543406
T1214TS298_4,TS298,v1,4,89.36754075523868
T1214TS386_4,TS386,v1,4,89.36754075523868
T1214TS386_1,TS386,v1,1,89.34815601776606
T1214TS298_1,TS298,v1,1,89.34815601776606
T1214TS386_3,TS386,v1,3,89.10431477248227
T1214TS298_3,TS298,v1,3,89.10431477248227
T1214TS386_2,TS386,v1,2,88.94834342503718
T1214TS298_2,TS298,v1,2,88.94834342503718
T1214TS208_4,TS208,v1,4,87.664364300854
T1214TS298_5,TS298,v1,5,87.63983200375023
T1214TS386_5,TS386,v1,5,87.63983200375023
T1214TS462_6,TS462,v1,6,86.42429682041048
T1214TS022_4,TS022,v1,4,86.2616568576454
T1214TS408_1,TS408,v1,1,85.95691102123688
T1214TS055_5,TS055,v1,5,85.68482715007755
T1214TS055_3,TS055,v1,3,85.68482715007755
T1214TS055_4,TS055,v1,4,85.68482715007755
T1214TS465_3,TS465,v1,3,85.35240300681214
T1214TS110_2,TS110,v1,2,84.08188918864185
T1214TS202_5,TS202,v1,5,83.44136954614855
T1214TS465_2,TS465,v1,2,83.15957160017618
T1214TS022_5,TS022,v1,5,82.7364561631027
T1214TS388_4,TS388,v1,4,82.68532863806209
T1214TS015_3,TS015,v1,3,82.4606202021962
T1214TS465_4,TS465,v1,4,82.10219551282168
T1214TS423_1,TS423,v1,1,81.8352515004566
T1214TS091_2,TS091,v1,2,81.57414773252894
T1214TS462_1,TS462,v1,1,81.50271801859967
T1214TS147_1,TS147,v1,1,81.50271801859967
T1214TS102_2,TS102,v1,2,81.34162868494506
T1214TS102_5,TS102,v1,5,81.34162868494506
T1214TS102_4,TS102,v1,4,81.34162868494506
T1214TS102_3,TS102,v1,3,81.34162868494506
T1214TS102_1,TS102,v1,1,81.34162868494506
T1214TS375_3,TS375,v1,3,81.31672773297234
T1214TS110_1,TS110,v1,1,81.31522497343573
T1214TS287_1,TS287,v1,1,81.25072406657682
T1214TS020_4,TS020,v1,4,81.1942451093127
T1214TS287_2,TS287,v1,2,81.17808167349372
T1214TS319_3,TS319,v1,3,81.14876319046432
T1214TS425_2,TS425,v1,2,81.14876319046432
T1214TS314_1,TS314,v1,1,81.12967628763779
T1214TS264_1,TS264,v1,1,81.12967628763779
T1214TS148_5,TS148,v1,5,81.12967628763779
T1214TS393_1,TS393,v1,1,81.12967628763779
T1214TS312_1,TS312,v1,1,81.12967628763779
T1214TS465_5,TS465,v1,5,80.88072121137196
T1214TS227_3,TS227,v1,3,80.86248736627469
T1214TS227_2,TS227,v1,2,80.8620823984586
T1214TS294_3,TS294,v1,3,80.79743523474706
T1214TS311_4,TS311,v1,4,80.54010811496491
T1214TS207_2,TS207,v1,2,80.33366570332215
T1214TS207_1,TS207,v1,1,80.33366570332215
T1214TS207_3,TS207,v1,3,80.33366570332215
T1214TS014_5,TS014,v1,5,80.1013069491668
T1214TS227_4,TS227,v1,4,80.02056338661068
T1214TS227_1,TS227,v1,1,80.02056338661068
T1214TS227_5,TS227,v1,5,80.02056338661068
T1214TS014_4,TS014,v1,4,79.97008327164042
T1214TS311_1,TS311,v1,1,79.95131613181957
T1214TS014_1,TS014,v1,1,79.85870671626522
T1214TS164_1,TS164,v1,1,79.8573542755485
T1214TS163_1,TS163,v1,1,79.8573542755485
T1214TS225_1,TS225,v1,1,79.8573542755485
T1214TS314_2,TS314,v1,2,79.84994283262157
T1214TS393_6,TS393,v1,6,79.84994283262157
T1214TS312_2,TS312,v1,2,79.84994283262157
T1214TS264_5,TS264,v1,5,79.84994283262157
T1214TS311_3,TS311,v1,3,79.82103932245059
T1214TS019_1,TS019,v1,1,79.80927110240007
T1214TS164_2,TS164,v1,2,79.76099124384923
T1214TS163_2,TS163,v1,2,79.76099124384923
T1214TS019_2,TS019,v1,2,79.69278489836475
T1214TS110_3,TS110,v1,3,79.63859133446635
T1214TS196_4,TS196,v1,4,79.5708167925594
T1214TS014_6,TS014,v1,6,79.55071847831917
T1214TS196_2,TS196,v1,2,79.52845229470854
T1214TS408_3,TS408,v1,3,79.51926041191781
T1214TS167_2,TS167,v1,2,79.45603671059385
T1214TS450_5,TS450,v1,5,79.45603671059385
T1214TS294_2,TS294,v1,2,79.45383150189751
T1214TS475_3,TS475,v1,3,79.41314162917588
T1214TS015_4,TS015,v1,4,79.39654060893122
T1214TS293_2,TS293,v1,2,79.36505034962802
