Model,Group,Model Version,Model Number,Composite_Score_2
R1203TS294_4,TS294,v2,4,44.01067183360856
R1203TS481_4,TS481,v2,4,43.97708367610239
R1203TS165_3,TS165,v2,3,43.7036135584721
R1203TS238_3,TS238,v2,3,43.467628268793085
R1203TS183_4,TS183,v2,4,43.46036969716441
R1203TS286_4,TS286,v2,4,43.24581662190442
R1203TS238_2,TS238,v2,2,43.149025373357105
R1203TS448_5,TS448,v2,5,42.538729332427785
R1203TS272_3,TS272,v2,3,42.31069756063754
R1203TS063_5,TS063,v2,5,42.01686639573131
R1203TS338_4,TS338,v2,4,41.9045442345599
R1203TS189_1,TS189,v2,1,41.820131924201384
R1203TS156_1,TS156,v2,1,41.81989489964793
R1203TS238_4,TS238,v2,4,41.79157554794068
R1203TS435_2,TS435,v2,2,41.744056570412326
R1203TS456_1,TS456,v2,1,41.56048431113133
R1203TS189_2,TS189,v2,2,41.404344474668335
R1203TS435_3,TS435,v2,3,41.39301223292002
R1203TS338_1,TS338,v2,1,41.279998241378905
R1203TS165_4,TS165,v2,4,41.267923806589344
R1203TS063_2,TS063,v2,2,41.14505344770356
R1203TS063_4,TS063,v2,4,41.12971018188674
R1203TS189_5,TS189,v2,5,41.034242803618014
R1203TS052_1,TS052,v2,1,40.838087800851824
R1203TS481_2,TS481,v2,2,40.77857556338391
R1203TS481_1,TS481,v2,1,40.6603694906328
R1203TS338_2,TS338,v2,2,40.50127428971592
R1203TS267_5,TS267,v2,5,40.48852670828488
R1203TS052_5,TS052,v2,5,40.47039989326784
R1203TS238_1,TS238,v2,1,40.09379225210647
R1203TS189_4,TS189,v2,4,39.978711797934146
R1203TS286_5,TS286,v2,5,39.91934265339985
R1203TS367_1,TS367,v2,1,39.57316726725126
R1203TS189_3,TS189,v2,3,39.464376620163286
R1203TS231_2,TS231,v2,2,39.343937461521335
R1203TS267_1,TS267,v2,1,39.119137391224825
R1203TS183_1,TS183,v2,1,38.86215587285307
R1203TS435_4,TS435,v2,4,38.72794627449666
R1203TS456_2,TS456,v2,2,38.42780452712169
R1203TS110_2,TS110,v2,2,38.315115206588764
R1203TS462_2,TS462,v2,2,38.315115206588764
R1203TS267_2,TS267,v2,2,38.202297577621756
R1203TS156_4,TS156,v2,4,38.17000673371683
R1203TS448_4,TS448,v2,4,38.167520249455876
R1203TS052_2,TS052,v2,2,37.96166383398313
R1203TS159_5,TS159,v2,5,37.911288383327395
R1203TS028_3,TS028,v2,3,37.87498467042039
R1203TS231_1,TS231,v2,1,37.80553419567072
R1203TS183_3,TS183,v2,3,37.19915467471646
R1203TS294_5,TS294,v2,5,37.09067351536483
R1203TS456_4,TS456,v2,4,36.44471452590602
R1203TS159_3,TS159,v2,3,36.44325222909289
R1203TS358_1,TS358,v2,1,35.56490957925928
R1203TS110_1,TS110,v2,1,35.147693321231316
R1203TS358_4,TS358,v2,4,34.819129249690675
R1203TS358_2,TS358,v2,2,34.52633304391285
R1203TS448_2,TS448,v2,2,34.399110973004255
R1203TS169_2,TS169,v2,2,33.86449608866105
R1203TS028_1,TS028,v2,1,33.66046023118946
R1203TS110_3,TS110,v2,3,33.438028202105365
R1203TS462_5,TS462,v2,5,33.438028202105365
R1203TS462_3,TS462,v2,3,33.29905269939803
R1203TS235_3,TS235,v2,3,33.151010383717846
R1203TS448_3,TS448,v2,3,33.11579562920285
R1203TS231_3,TS231,v2,3,33.10616002317704
R1203TS261_3,TS261,v2,3,33.0770682453509
R1203TS462_4,TS462,v2,4,32.79830568433839
R1203TS235_1,TS235,v2,1,32.66315440647382
R1203TS456_5,TS456,v2,5,31.867120958389552
R1203TS169_3,TS169,v2,3,31.579585198546415
R1203TS169_5,TS169,v2,5,31.52730792244681
R1203TS358_3,TS358,v2,3,31.463246485761097
R1203TS261_4,TS261,v2,4,30.850520468744712
R1203TS317_2,TS317,v2,2,30.52685723983199
R1203TS167_3,TS167,v2,3,30.467142857316915
R1203TS167_1,TS167,v2,1,30.44780499103905
R1203TS110_4,TS110,v2,4,30.359556797816644
R1203TS358_5,TS358,v2,5,29.98807640754979
R1203TS231_4,TS231,v2,4,29.52205071727452
R1203TS167_4,TS167,v2,4,29.336980166009845
R1203TS272_2,TS272,v2,2,29.20634944874092
R1203TS169_4,TS169,v2,4,28.929372580243516
R1203TS156_5,TS156,v2,5,28.45817789975544
R1203TS028_4,TS028,v2,4,28.377433321598463
R1203TS261_1,TS261,v2,1,28.27171742864724
R1203TS167_5,TS167,v2,5,28.234849070149597
R1203TS403_1,TS403,v2,1,28.023979937234902
R1203TS450_4,TS450,v2,4,27.64584278508823
R1203TS417_3,TS417,v2,3,27.48934414904965
R1203TS298_1,TS298,v2,1,27.307550251111202
R1203TS423_1,TS423,v2,1,27.307550251111202
R1203TS450_2,TS450,v2,2,27.16782482527631
R1203TS317_3,TS317,v2,3,27.10596566157249
R1203TS450_1,TS450,v2,1,26.76171428571506
R1203TS450_3,TS450,v2,3,26.703667934856757
R1203TS450_5,TS450,v2,5,24.967985592033234
R1203TS261_2,TS261,v2,2,24.23990570347958
R1203TS261_5,TS261,v2,5,23.76278141802198
R1203TS208_1,TS208,v2,1,23.239054132434244
R1203TS169_1,TS169,v2,1,21.798892652782467
R1203TS306_1,TS306,v2,1,19.540025027925797
R1203TS156_3,TS156,v2,3,19.080665653195975
R1203TS094_3,TS094,v2,3,17.952828326373567
R1203TS369_1,TS369,v2,1,16.31575613161273
R1203TS456_3,TS456,v2,3,13.802508594831606
R1203TS317_1,TS317,v2,1,10.615065895555112
R1203TS094_5,TS094,v2,5,10.486285714285714
R1203TS094_1,TS094,v2,1,10.096720034783072
R1203TS094_2,TS094,v2,2,9.722740696139752
R1203TS156_2,TS156,v2,2,9.42670266819016
R1203TS094_4,TS094,v2,4,7.722911446326249
R1203TS033_5,TS033,v2,5,
R1203TS033_1,TS033,v2,1,
R1203TS033_4,TS033,v2,4,
R1203TS033_2,TS033,v2,2,
R1203TS033_3,TS033,v2,3,
