Model,Group,Model Number,Model Version,GDT_TS
T1239v2TS314_2,TS314,2,v2,45.431
T1239v2TS314_3,TS314,3,v2,44.501
T1239v2TS314_4,TS314,4,v2,43.909
T1239v2TS314_5,TS314,5,v2,43.57
T1239v2TS319_1,TS319,1,v2,39.298
T1239v2TS319_2,TS319,2,v2,42.09
T1239v2TS319_3,TS319,3,v2,40.102
T1239v2TS319_4,TS319,4,v2,41.117
T1239v2TS319_5,TS319,5,v2,42.893
T1239v2TS325_2,TS325,2,v2,42.259
T1239v2TS331_1,TS331,1,v2,39.298
T1239v2TS331_2,TS331,2,v2,42.09
T1239v2TS331_3,TS331,3,v2,40.102
T1239v2TS331_4,TS331,4,v2,41.117
T1239v2TS331_5,TS331,5,v2,40.778
T1239v2TS345_1,TS345,1,v2,40.778
T1239v2TS345_2,TS345,2,v2,39.298
T1239v2TS345_3,TS345,3,v2,41.328
T1239v2TS345_4,TS345,4,v2,41.751
T1239v2TS345_5,TS345,5,v2,42.09
T1239v2TS351_1,TS351,1,v2,24.281
T1239v2TS351_2,TS351,2,v2,21.362
T1239v2TS351_3,TS351,3,v2,11.76
T1239v2TS351_4,TS351,4,v2,11.337
T1239v2TS351_5,TS351,5,v2,22.42
T1239v2TS358_1,TS358,1,v2,41.54
T1239v2TS358_2,TS358,2,v2,43.105
T1239v2TS358_3,TS358,3,v2,42.978
T1239v2TS358_4,TS358,4,v2,41.54
T1239v2TS358_5,TS358,5,v2,41.201
T1239v2TS369_1,TS369,1,v2,40.355
T1239v2TS369_2,TS369,2,v2,41.497
T1239v2TS369_3,TS369,3,v2,41.455
T1239v2TS369_4,TS369,4,v2,43.105
T1239v2TS369_5,TS369,5,v2,41.836
T1239v2TS375_1,TS375,1,v2,36.633
T1239v2TS375_2,TS375,2,v2,37.479
T1239v2TS375_3,TS375,3,v2,38.832
T1239v2TS375_4,TS375,4,v2,38.663
T1239v2TS375_5,TS375,5,v2,37.817
T1239v2TS388_1,TS388,1,v2,37.775
T1239v2TS388_2,TS388,2,v2,37.986
T1239v2TS388_3,TS388,3,v2,37.733
T1239v2TS388_4,TS388,4,v2,37.648
T1239v2TS388_5,TS388,5,v2,37.479
T1239v2TS397_1,TS397,1,v2,39.129
T1239v2TS419_1,TS419,1,v2,41.117
T1239v2TS419_2,TS419,2,v2,42.809
T1239v2TS419_3,TS419,3,v2,41.032
T1239v2TS419_4,TS419,4,v2,59.052
T1239v2TS419_5,TS419,5,v2,40.525
T1239v2TS423_1,TS423,1,v2,38.579
T1239v2TS423_2,TS423,2,v2,38.79
T1239v2TS423_3,TS423,3,v2,38.748
T1239v2TS423_4,TS423,4,v2,38.959
T1239v2TS423_5,TS423,5,v2,39.594
T1239v2TS425_1,TS425,1,v2,39.298
T1239v2TS425_2,TS425,2,v2,42.64
T1239v2TS425_3,TS425,3,v2,40.102
T1239v2TS425_4,TS425,4,v2,44.459
T1239v2TS425_5,TS425,5,v2,40.778
T1239v2TS450_1,TS450,1,v2,43.993
T1239v2TS450_2,TS450,2,v2,45.981
T1239v2TS450_3,TS450,3,v2,48.519
T1239v2TS450_4,TS450,4,v2,48.266
T1239v2TS450_5,TS450,5,v2,44.247
T1239v2TS456_1,TS456,1,v2,39.679
T1239v2TS456_2,TS456,2,v2,44.289
T1239v2TS456_3,TS456,3,v2,41.201
T1239v2TS456_4,TS456,4,v2,41.836
T1239v2TS456_5,TS456,5,v2,39.256
T1239v2TS462_1,TS462,1,v2,42.005
T1239v2TS462_2,TS462,2,v2,41.159
T1239v2TS462_3,TS462,3,v2,39.382
T1239v2TS462_4,TS462,4,v2,43.105
T1239v2TS462_5,TS462,5,v2,42.343
T1239v2TS465_1,TS465,1,v2,36.041
T1239v2TS465_2,TS465,2,v2,44.839
T1239v2TS465_3,TS465,3,v2,37.86
T1239v2TS465_4,TS465,4,v2,42.301
T1239v2TS465_5,TS465,5,v2,38.156
T1239v2TS475_1,TS475,1,v2,41.624
T1239v2TS475_2,TS475,2,v2,38.663
T1239v2TS475_3,TS475,3,v2,38.748
T1239v2TS475_4,TS475,4,v2,38.071
T1239v2TS475_5,TS475,5,v2,37.648
T1239v2TS481_1,TS481,1,v2,42.343
T1239v2TS481_2,TS481,2,v2,41.582
T1239v2TS481_3,TS481,3,v2,40.017
T1239v2TS481_4,TS481,4,v2,47.124
T1239v2TS481_5,TS481,5,v2,40.525
T1239v2TS489_1,TS489,1,v2,39.467
T1239v2TS489_2,TS489,2,v2,39.552
T1239v2TS489_3,TS489,3,v2,39.256
T1239v2TS489_4,TS489,4,v2,41.751
T1239v2TS489_5,TS489,5,v2,40.271
